census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14
446,2,1,2,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,1,0,2,1,3,1,5,8,0,0,0,0,0,3,4,3,8,1,2,7,5,9,38,2,1,4,4,2,2,0,1,1,0,0,1,0,2,32,6,9,4,1,4,7,5,4,2,0,1,0,0,0,0,0,0,4,8,7,11,4,2,0,0,0,0,0,0,0,4,8,4,9,14,7,2,0,0,0,0,0,2,3,15,24,30,30,11,26,9,18,39,3,100,22,6,11,10,7,8,2,4,4,3,12,40,16,51,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,2,0,3,5,42,8,0,5,1,32
447,2,1,2,1,2,1,1,1,0,1,0,0,0,0,1,0,0,1,0,2,0,2,11,2,0,5,3,2,1,0,4,4,1,14,0,0,0,15,8,2,10,7,2,6,9,1,17,7,76,10,5,5,1,0,1,2,0,3,1,1,0,0,42,36,11,4,4,12,7,2,3,4,1,0,0,0,0,0,0,0,5,5,13,7,8,2,0,0,0,0,0,0,0,0,4,3,12,9,12,4,0,0,0,0,0,0,2,6,30,26,24,11,19,8,9,27,12,1,112,10,14,8,9,0,5,0,2,4,9,14,19,4,95,2,1,0,0,0,0,0,0,0,0,0,0,30,110,0,0,0,0,0,0,0,0,0,0,0,6,55,0,0,0,0,0,3,8,33,60,13,4,2,0,30
448,2,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,7,7,0,0,0,0,14,0,0,0,0,0,81,45,9,3,24,0,0,9,18,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,282,47,0,0,0,0,0,0,0,0,0,0,0,0,0,73,17,7,3,0,0,0,0,0,0,0,0,0,0,65,19,14,6,1,1,0,0,0,0,0,0,0,91,27,80,15,53,14,55,20,6,7,12,8,3,1,407,20,8,2,3,5,1,3,6,2,2,6,8,3,175,9,1,0,0,0,0,0,0,0,0,0,0,180,330,0,1,0,0,1,1,1,0,2,2,5,13,89,0,1,1,2,4,7,9,43,182,31,19,8,9,32
449,2,3,3,1,2,2,20,1,3,0,2,1,0,1,0,0,0,0,0,0,12,9,0,1,2,3,1,0,5,3,2,2,2,0,8,4,5,3,0,3,3,3,10,5,2,4,5,1,53,6,0,0,0,0,2,0,2,0,0,0,0,0,31,26,2,2,3,0,1,3,0,1,1,0,0,0,0,1,5,4,2,0,6,0,4,0,0,0,0,0,0,0,4,4,6,1,3,2,0,4,0,2,0,0,11,1,5,12,7,12,17,5,4,2,6,6,3,0,66,8,1,2,3,2,1,1,0,3,1,1,8,1,66,2,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,1,2,2,45,5,1,0,1,1,1,3,10,40,8,3,1,0,10
450,2,1,2,1,2,1,3,23819,46659,77971,82997,85315,72989,58626,46886,27991,18529,10262,2926,621,1141,35846,49483,63778,72082,77873,71447,55365,40815,32469,23442,20839,10455,559,1400,35221,42983,49569,60025,66541,67383,59540,50762,37825,31918,30789,20784,854,14789,31681,47025,53967,52248,56974,52510,56676,52324,49368,43373,28833,12918,2908,10467,15063,28231,36306,41666,48765,55093,58061,55324,53677,50764,47443,34599,20135,1,16070,56094,64526,74994,60860,95849,77222,56572,36696,12055,4457,197,1,7,16171,49450,69595,70825,80977,79970,82246,49815,39235,13632,3511,159,1,9578,21684,30733,36049,44780,52718,58489,58787,59157,52586,47772,42765,30739,9757,13976,31195,45086,57329,56095,67995,57533,60085,45884,42396,31770,27205,17699,1346,8161,7318,17575,30991,42112,53210,63579,69169,68331,62889,52780,43855,32688,2936,64240,63142,54789,49481,47850,46785,46875,45442,41695,35004,26238,16356,6694,11003,6108,11221,30604,38924,43719,48506,53128,55492,54780,51588,44594,37118,37499,42313
451,2,3,3,1,2,2,55,18417,63728,91940,103494,100658,97768,52160,19841,5483,2858,1673,291,46,588,26647,73608,109379,114315,100614,69165,35226,16043,8354,3260,996,195,22,1115,30896,92286,125604,103733,65585,44579,33228,27675,19060,10562,3752,320,17,34508,85619,75377,71870,61708,50629,38999,42378,32199,24443,16856,11724,7595,4507,16087,93745,104559,78278,57113,45120,40224,32536,26677,24304,20642,14016,4669,442,5,51688,123895,100935,74895,42160,58812,44215,33345,21061,5680,1674,47,0,11,52292,111862,110158,70705,57273,48614,47761,29491,22444,6520,1237,44,0,13061,48044,109186,96226,72497,56511,40878,34803,31079,25175,18862,10078,1924,88,27782,71514,93370,98860,67952,65238,43590,38739,20630,17643,8580,3843,646,25,9787,4337,6945,15559,29222,40905,50541,61187,72744,83723,84771,64951,30550,3190,18125,26139,26691,26518,26508,26051,27062,29534,35066,44288,55543,75456,114836,26595,19721,47259,76872,78631,68985,57856,47795,39902,34724,30117,23935,16250,11174,5191
452,2,1,2,1,2,1,2,1194,12419,34038,46879,93824,144581,148545,52759,18147,5759,2088,780,185,184,9259,36139,54747,84703,134942,115241,68554,31294,16792,5574,2428,1149,194,334,16240,57633,71366,106718,100722,71375,50779,36862,24393,15297,7397,1809,275,18998,55949,51124,54355,55786,51255,47581,58306,50498,46462,33476,22772,11486,3152,4811,31896,65477,78320,82988,77992,68053,48739,33784,26008,20134,14611,6999,1388,2,16911,57085,60557,61300,37661,62266,55851,53110,57609,39240,41186,13328,5094,2,16752,50604,66007,55198,53663,51354,60561,47217,59765,45916,36802,12173,5186,4239,20878,52976,82514,99028,93077,66395,49689,34939,24920,16942,11380,3560,663,9606,37371,54610,72848,61700,77414,65633,67787,45903,40311,20276,6153,1326,262,2737,3726,9068,19731,31122,42332,53778,65471,78032,85471,82072,58411,26595,2654,11469,20854,22948,25138,27757,30277,35710,44861,59601,73516,76247,70260,56023,6539,4417,17867,53496,80895,89478,85616,71988,54169,37850,25597,17048,10989,7796,3994
453,2,1,1,1,2,1,164115,143806,183948,73983,32774,15028,5095,2417,672,142,21,4,0,0,144556,91014,124165,99640,62863,46471,24433,15194,8489,3765,1129,258,28,0,104518,73274,48790,51995,56518,59474,60120,50998,47411,39094,21513,7881,418,1,49601,145146,113565,83735,52699,51852,33452,31369,22351,15401,10086,6799,4292,1657,29663,80791,61535,57975,51462,51574,49780,53759,53229,53761,40879,26453,9882,1262,1,71468,63819,42441,41325,32586,75209,93533,95043,77325,23128,5996,131,0,3,72650,59003,45927,37362,46588,64694,102638,81240,80714,26759,4319,108,0,38824,78307,47910,38755,49685,53601,55840,55996,58841,58361,49991,29263,6345,286,100563,147099,104416,74254,59597,48036,28339,27496,14363,11050,4607,1939,245,1,1758,2314,14799,51427,80839,77645,63956,48769,36009,26973,23962,31047,73663,88844,66381,82754,79219,71791,63308,55663,49386,43680,38566,30634,20188,11226,5630,3579,9625,69101,52679,31769,27232,32935,43578,54700,60200,64133,61565,50652,40032,23804
454,2,1,2,1,2,1,109228,178625,203065,146938,84827,50338,24490,13046,6411,2698,1136,408,165,89,112888,173365,157399,127071,83501,64585,40364,27922,17442,9760,4595,1952,508,112,73795,165028,108111,82542,75483,70550,64346,53686,50236,40132,24530,11094,1805,126,62259,165735,147538,116693,82124,67216,52288,42888,32796,22865,15060,8571,4223,1208,31126,85830,114881,101817,80730,71600,64419,62303,57586,54730,42536,28088,17498,8320,14,58500,135192,101899,81275,58994,95884,91895,85945,71283,27228,12562,790,3,15,59519,125261,109465,77868,77540,80490,99197,74967,74170,32419,9934,614,5,32622,108886,107405,85054,80397,70274,63624,60899,60882,56931,47274,30291,14363,2562,121415,198010,141682,102318,73912,60646,36776,34594,19714,15771,8795,5740,1899,192,17456,3742,12480,41147,71537,81342,76645,67122,60275,57201,65231,91891,126208,49187,71644,77491,84484,89215,87833,80927,70814,61920,54063,47628,37889,24254,11770,21532,15269,33346,75626,88479,80868,73982,70674,69059,69043,68096,60097,45525,36893,34507
455,1,1,3,1,2,1,3467,32299,107157,205153,217406,209164,216390,164887,78150,36960,6995,1892,392,68,4151,58058,157317,181449,204947,183303,162567,147968,88587,60140,25666,5513,693,21,3615,60541,129514,137380,138994,126682,119205,123918,130227,135465,119274,51522,4027,16,30666,114594,124872,136607,143922,126874,134012,124800,113772,97083,73182,40083,16265,3648,13346,59340,97677,95190,102568,100037,112937,121337,132945,143638,141937,106531,44024,8873,2,17783,67840,92488,113743,100641,174663,173948,185143,169834,87947,61246,22788,12314,2,17909,60591,97463,107975,132586,146271,185856,163568,183442,96647,54123,21269,12678,12661,47872,97185,127682,119186,130533,119873,132485,140252,139692,121008,70877,19734,1340,40142,114554,126598,147910,136511,138687,146121,122492,104387,96284,71495,30733,4408,58,7322,6958,32434,80727,127736,151389,152215,144893,140172,139950,136769,109403,45315,5097,108289,136612,147581,138027,121076,102502,91345,83280,79318,76828,72788,68179,43188,11367,8646,25392,60461,91679,108093,120511,130037,142289,151366,145892,117027,78057,58007,42923
456,2,1,2,1,2,1,31,12580,100276,160648,152472,138276,139507,122435,74777,39697,8257,1534,148,9,341,71861,163075,130560,126723,121646,100298,96292,63767,51046,20430,4237,361,10,1127,102993,130264,100430,100139,93029,83181,75540,78463,79535,74023,30197,1720,6,60963,144902,124473,119297,105930,81734,78612,72134,61298,46531,31582,15936,5983,1272,23084,84102,129593,104780,85780,69049,69276,69047,72194,80367,81080,58727,20359,3209,15,58309,133107,112035,104170,77242,125291,115215,104641,83264,27260,9675,423,0,22,58642,121678,121355,98879,102544,105324,124841,90841,87863,31118,7228,312,0,20967,73166,113729,113931,100929,98013,76927,75128,79021,78879,71000,40560,7990,407,59614,167156,132533,116443,84528,83894,74777,73746,53387,53809,36355,12961,1423,21,18088,4561,20361,59212,102816,121330,113721,97398,84356,82889,93365,104396,47159,995,30783,67400,81574,82796,76663,68974,67665,69776,76594,82158,82850,79300,60176,23938,17778,19281,60008,94235,98453,97348,96488,98950,102668,95920,72970,45815,31594,19139
457,2,1,2,1,2,1,183360,244384,106577,106413,104211,87642,72560,46579,25812,13539,5056,1993,1461,1169,234300,202470,99489,87268,91534,88157,69021,53730,32761,21817,11529,5009,2573,1098,194882,216751,85469,66217,74966,82076,74675,62894,53680,41243,28770,14222,3816,1095,21359,97514,141365,149371,136355,112507,108258,77089,66977,42424,26265,12610,6503,2159,22997,141031,148372,91673,70371,63400,66277,66935,67825,68118,66671,64765,47661,14660,0,61129,235407,171407,133379,111636,137511,80495,45022,18699,4476,1446,148,1,0,58580,223751,182877,136031,133901,112933,83379,42095,21089,4832,1143,145,0,40009,216454,134369,73804,62338,66657,66303,67141,62578,60069,61531,58756,26472,4275,136296,236640,117111,102173,91254,89392,69451,56054,39879,29177,18745,9766,3633,1185,4111,4279,4185,12044,33470,61495,85426,96372,92302,79901,70264,97563,219456,139888,133314,97180,100517,112644,117250,108692,94361,76866,59843,42507,25887,13803,9289,8603,5237,80204,134705,112478,84048,71173,68914,70183,70052,67768,61143,52755,56994,65102
458,2,1,2,1,2,1,2,2,2,0,0,0,1,1,0,0,0,2,0,4,0,2,4,3,5,3,0,1,2,5,2,0,10,12,0,0,0,8,8,7,4,0,8,3,4,8,19,1,55,6,5,7,1,3,0,0,0,0,0,0,0,0,22,26,4,8,1,5,13,5,0,0,0,0,0,0,0,0,2,8,14,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,0,0,0,0,0,0,0,0,0,0,0,2,10,21,5,17,7,8,5,17,6,0,34,17,6,4,4,2,3,0,1,2,2,8,13,2,83,2,0,0,1,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,4,52,0,0,1,1,1,3,6,17,52,7,3,1,2,11
460,2,1,2,1,2,1,6567,63636,114811,93505,87975,76488,60441,47714,36504,21397,8865,3691,1200,624,8452,68255,98223,71926,61267,67966,53551,50203,46670,37295,29107,21522,7834,1147,8835,47419,70301,54930,50433,52743,53801,50980,56065,55469,53676,47264,20004,1498,26521,28177,40065,55389,59515,70187,71840,70646,66566,57206,42151,24903,8544,1708,19063,14881,23421,32734,35978,38970,41462,47405,52966,62550,70565,77838,70823,34762,1,6387,35190,54491,77194,80727,136602,109250,77857,35080,8713,1798,123,5,3,6553,31011,57051,72471,105523,114293,117061,69062,40029,8829,1416,109,7,17045,13995,28288,38654,42243,42307,44711,48829,52809,61573,71842,82669,64020,14433,27543,54934,70624,59018,55607,55388,48930,51226,46223,49663,42236,41102,19346,1578,16530,5746,13878,36364,58465,70840,72810,68139,61444,57908,59279,64851,34272,2892,145186,120233,93357,68974,50165,36994,27060,19957,14700,10594,7506,5457,4680,18555,12862,6596,16631,29531,38354,42898,46685,50337,54798,60176,61385,58387,64153,80624
462,2,1,1,1,2,1,354,60766,67316,60848,64417,58328,54225,46501,37900,30336,23752,13645,4337,3221,5471,73206,64745,51096,52720,47834,48829,46497,35933,33532,29715,23815,8953,3600,5365,62462,53712,41562,47328,49528,50305,46624,44664,37778,35832,31873,14808,4105,12121,24925,35369,47467,50959,56497,60114,60464,59072,50430,36844,20223,7805,3656,10023,28010,35876,33433,31844,33591,41885,50603,56169,59225,53817,43949,30059,17462,0,4271,27616,49484,54816,67511,112403,96625,70691,30432,8534,3070,476,17,0,4220,23223,48353,59032,77856,95288,104501,66329,35280,8811,2573,463,17,10005,29761,43479,37011,34238,36783,44079,48796,52177,52152,49837,45359,30413,11856,16263,60787,53562,39890,40993,39791,44909,47744,50191,47396,42031,27486,11116,3787,6330,8077,17687,28410,35235,41288,47078,52447,56842,59001,57257,61105,51542,3647,51034,60837,58421,56607,54170,50235,45452,40782,34629,26802,18332,12230,8931,7484,3326,16076,35551,41614,43525,46703,50331,51614,49995,45959,38256,30693,30574,41729
464,2,1,2,1,1,1,0,9,1494,10818,24177,37822,56886,65397,70127,59341,32635,13743,2261,83,2,372,7811,17306,23632,29451,40317,47160,57852,57015,52823,34195,6824,33,5,510,6737,10696,13351,16346,20706,23447,31212,47619,73663,93838,36565,98,21558,63926,50864,42486,34532,30323,27296,24466,24422,21995,19159,10688,2912,166,2080,9239,16408,17734,20015,23841,29451,34736,38912,38680,37771,41110,39735,25081,0,187,804,1551,2724,8033,24396,34503,54623,67694,78314,85876,15503,585,0,172,713,1372,3191,9356,20544,35548,49190,77727,82273,78921,15168,618,1230,1065,6678,14435,17680,20624,23063,31268,43554,55309,57096,51638,39707,11446,4977,12989,20193,31574,37323,42093,36671,36080,36048,33372,34479,35551,13345,98,10662,113282,71841,49378,32848,23538,17731,14227,12189,11002,9492,6697,1866,40,43550,35422,29853,28911,28814,29158,30339,31235,30774,28743,24340,20008,11006,2640,1056,5556,9703,11293,12501,13721,15659,17674,21889,31421,46522,53806,59299,74693
466,3,1,3,1,2,1,68,26625,109480,211644,159341,97810,70090,60160,42522,22982,4982,935,140,28,399,73178,182881,158724,109948,68131,62442,49254,42425,33818,18940,6285,375,7,5372,89776,115953,129371,95317,67383,58861,51282,48025,50149,52712,37769,4833,4,104898,102635,111236,105465,92122,81056,73998,51910,38642,24609,12895,4999,1793,549,79010,67587,89590,77319,70182,67669,66605,67793,68490,65438,55024,28195,3862,43,0,12804,61844,45265,53298,54389,96778,99906,114850,111181,83719,64566,7765,442,0,12871,59605,47931,53179,66377,81028,104071,106261,122797,89928,55311,7008,440,73051,22305,84467,109050,99156,81081,73988,70859,68771,62841,47094,13744,385,15,99913,109954,114781,107849,87098,74894,56110,48236,36411,33483,25109,11632,1336,1,73830,15941,45839,59330,60495,60362,63964,70620,82480,95045,94562,63492,19642,1205,14327,46604,67207,72070,68450,61487,57392,56346,54905,56127,58042,61370,52291,80189,70129,29014,57057,65036,66673,70063,74626,79285,82394,79224,62747,38865,22160,9534
468,3,3,3,1,3,2,21,3320,21246,47980,83825,126607,191585,201910,262687,316662,379545,491866,543362,1948916,312,5087,13827,32654,56712,98108,103174,168963,214174,260659,416751,657720,934146,1657245,1431,16061,45426,63967,78906,105553,136322,167002,213934,320257,442335,632927,934749,1460662,874487,163128,120879,118048,124338,144553,179206,224830,287441,354738,465567,564301,565478,432538,896320,196866,80689,51345,50834,58724,80809,107101,154344,213631,345100,620082,1031399,732288,10,1358,47332,81771,183249,268080,204024,165061,208582,311681,338317,877631,1173142,759294,25,1332,42395,73903,174579,327082,157554,175890,186776,316976,414448,858305,1106832,783435,780622,134541,105263,105828,106994,103396,106765,137070,166832,240053,333555,588575,1038740,671298,352972,142916,120453,89062,85589,91751,95339,116272,183853,234097,363845,576001,938289,1229093,2373264,396058,447537,363499,264052,193796,150319,118029,98367,81801,65984,45001,18906,2919,206399,371201,366091,312857,250009,198987,165491,153214,165079,224548,356731,327036,193128,1328761,851136,76392,66748,75234,89939,117586,155867,192728,224298,273313,401794,676950,780486,637061
469,3,1,2,1,2,2,1,1396,14030,22459,55559,73576,116188,151218,119677,139839,145293,189533,116404,29329,398,6493,15209,20779,28076,50766,59070,110685,94626,129205,151121,208066,268958,31050,611,7853,14075,19925,31109,47087,53641,77832,81091,121287,144426,222479,315194,37892,9158,6311,6602,6905,8891,11561,15060,20328,29089,44160,84581,200138,392084,339634,6480,4134,4775,5607,6966,8706,14273,27210,57388,111279,182121,263092,333477,148994,0,124,1496,4197,6375,5739,12244,18094,34659,80763,129895,317924,358262,204730,0,118,1245,4284,6341,7241,10314,18890,29705,82986,153423,308494,339041,212420,5134,3371,5072,6967,9487,15446,25612,43544,61490,99353,150441,246225,363878,138482,8661,6180,6325,7551,10220,11224,13816,19135,27792,45780,92297,283802,571074,70645,13654,36662,93503,113331,108977,108549,110871,116784,123476,126500,114862,79303,26222,1808,86461,228502,281549,248436,155078,76293,36165,19128,11832,8799,6500,4802,4049,6908,3513,3919,13669,35734,65407,96494,121927,136553,140635,142828,144297,131047,96877,41602
470,3,1,3,1,3,2,0,0,133,644,2288,8759,21564,47048,60201,87938,118779,143445,92949,36375,0,107,760,1009,2112,7260,15797,34959,48715,84167,120803,135797,140647,27990,1,649,1565,2679,6887,12925,19363,30793,42273,79997,111055,140472,144939,26525,6623,9885,12988,14447,15686,18299,22063,27750,37729,53755,77080,121387,140645,61786,5010,1175,854,992,1713,3503,9390,24622,52110,87907,116690,134988,131044,50125,0,13,51,505,1319,1658,3252,4483,10741,36163,64226,179887,217357,100468,0,12,45,536,1194,2147,2732,4744,9236,35331,78272,173905,209443,102526,4089,923,1041,1382,2441,5060,9432,17629,30912,60289,106438,156743,172584,51160,4164,1419,2024,3154,7207,8036,12034,16654,28317,49515,89884,181119,187913,28683,20774,71032,86374,79678,66644,56442,48597,44403,43073,41831,35472,21059,4662,82,7227,44171,85444,112785,108861,84702,59809,43607,30734,19821,9581,3984,2558,6839,3259,1182,4180,14088,27530,39533,49017,56589,64883,73893,81686,82468,81261,40554
471,3,3,3,3,3,2,0,93,648,3895,33563,62352,75998,85098,82260,66994,43474,19382,6930,3261,20,502,1513,9291,29195,52217,70610,71626,75423,69392,57867,32885,11667,1740,120,684,4588,18439,36025,46980,57299,60127,62599,68323,62155,48108,17142,1359,2543,1322,1986,3260,4775,6547,8998,13406,22468,40316,66330,115295,138787,57915,2048,814,1169,1987,3929,6876,15448,33384,66334,101125,109124,87590,44874,9246,0,51,275,599,1509,2214,7598,15776,36294,85962,103584,152876,71166,6044,0,36,264,605,1458,2883,6364,16295,31757,87493,121362,140969,68375,6087,1536,651,1419,3238,6591,14629,25622,39594,57212,76778,99771,98110,51447,7350,2083,844,819,1488,3799,5615,11316,19867,38406,70642,119225,153651,54196,1997,1787,4501,7971,16357,25424,32730,40355,48525,58039,69275,79668,71821,26605,890,31400,85038,97111,87007,68149,46492,28539,15841,9180,5752,3592,2142,1243,2462,1232,1658,10479,31107,52778,66017,68595,63328,55003,46270,36242,25650,18860,6729
472,3,1,3,1,2,2,0,1997,23432,44190,155752,195951,169698,104819,59641,31182,13451,7247,4503,2595,368,13495,33938,98272,151158,147387,131211,80485,65990,37789,28879,16189,7256,2041,1284,22357,47734,96657,109322,106097,104314,82670,71966,61009,52010,41279,15760,1999,19593,10218,11087,13351,17873,23323,32523,45293,70677,97351,141288,161120,126163,44598,16420,8468,8718,11999,18556,30144,54140,76612,106315,129835,132860,115885,76116,28390,0,282,5814,13961,16621,17761,45660,77873,145878,194614,149596,113100,29332,3966,0,286,5033,14170,16610,22442,38640,81828,128022,213530,162364,99723,27676,4134,14327,8493,11423,20117,35051,48645,67522,82210,99806,110539,118580,114291,69494,13960,19345,10571,13883,18249,30432,39885,66597,77365,104286,136714,143886,116918,33984,2343,11312,6297,9772,19367,29952,40747,52789,66599,86007,111716,141578,149639,83297,5386,165517,176165,142493,104817,70262,45124,28990,20133,14563,10831,7730,5697,6323,15813,10574,8391,29158,56151,77879,91997,97073,94395,85129,73969,59644,46169,43627,40302
473,3,3,3,3,3,3,0,0,280,3186,33049,53365,44705,36037,24407,16009,9598,5627,4365,3082,2,138,1992,13765,37211,40966,43654,28454,25282,14904,11966,8084,5211,2081,3,326,4857,21256,30587,32300,33777,27734,24574,20651,17000,12792,5940,1913,1099,830,1444,2161,3355,5174,7383,11224,18810,28360,43750,52387,42971,14762,744,567,1077,1864,3426,6872,15729,28160,42866,47838,40919,27829,12431,3388,0,0,44,214,653,1835,7349,16744,35675,58856,51722,47844,11914,860,0,0,45,208,613,2274,6240,17845,31361,62197,58637,42216,11155,919,442,478,1192,2720,6544,12319,20798,27491,34730,37984,38609,32089,14834,3480,838,466,1140,2089,4319,6673,14870,18548,32977,47499,53423,39057,9759,2052,868,4649,4228,5690,8475,11756,15743,20143,25729,32931,40381,41993,20384,740,13089,37402,49007,44920,32739,20373,11963,7587,5195,4059,3281,2155,972,968,257,1239,7229,19160,28460,32559,32335,29561,25349,21312,15801,10256,7650,2542
474,3,3,3,3,3,3,1,0,1174,7977,21250,38286,48302,77552,136212,163685,168965,124570,65797,19496,1,1490,4379,24040,39160,52753,73577,109344,123447,128707,136553,111392,62756,5668,127,2067,7355,22189,35315,52318,78634,99590,117173,133057,139127,123613,59431,3271,62449,100684,75838,62753,54951,52814,52627,56970,65362,76211,78272,73708,46702,13926,17989,13571,22437,33921,49567,58590,67714,81050,103356,129042,131460,104388,51102,9080,0,43,300,1810,4153,5925,19331,34374,60372,102180,121716,214988,234881,73194,0,40,234,1834,3917,7673,16532,36507,52654,109215,138200,201913,230284,74264,12298,5978,7010,15779,28426,46705,65617,82184,100429,122679,160277,149121,69241,7523,17751,39019,45805,50295,61257,54433,67950,73755,90598,102478,105321,105597,55433,3575,37777,86030,103010,117915,113693,99519,83378,68649,55537,44534,33137,21951,7666,471,7357,35614,64170,85881,98804,99198,89868,79643,69516,62460,55965,55692,43370,25729,10923,7411,15178,27682,42004,59332,77603,93543,105933,114807,110632,94360,82064,31795
475,3,1,3,1,3,2,0,11,1544,13921,61391,133675,142314,148449,162890,143320,132270,115530,66076,23273,2,1672,6255,45359,97073,125233,125870,130479,125069,123307,136577,126695,88972,12101,77,2399,15991,41916,66285,89997,106380,112962,121737,138667,156231,159984,122071,9967,40030,89052,86282,80140,76950,75657,77656,81877,91366,107940,110990,115529,83401,27794,18404,8066,19640,40312,61940,69859,86206,109016,134509,150674,153099,140943,103655,48341,0,101,299,2749,5355,5679,17485,31977,65522,116110,144766,293109,343241,118271,0,91,234,2743,5439,6677,15102,33422,57402,124487,162963,274301,338198,123605,15527,2623,7433,23495,41509,61679,80275,100305,126093,151407,181279,185964,133443,33632,18248,25790,40027,52400,71090,69816,87577,94652,113946,129965,137977,159805,130216,13155,21298,70716,153030,170250,148224,123927,103504,86584,75518,67167,57612,44326,20472,2036,50680,103850,117872,128224,126756,116801,106527,95764,86119,75338,54932,37020,21930,22851,14364,13912,26729,39651,55823,76772,99774,119876,133013,133874,126048,110811,108071,85946
