census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15
528,3,3,3,1,3,2,20528,248609,282337,171957,72723,43032,18722,7359,3380,711,375,105,81,44,19,60471,286602,247883,147716,62114,43104,13026,5736,2064,608,383,148,77,38,12,55637,197423,219246,119468,91764,55335,49478,38050,21174,11775,6839,2775,886,124,8,58942,127467,133663,109559,79311,80229,51784,45748,40475,29929,31278,24852,23553,19552,13640,45255,97560,93776,86091,73606,63943,67503,52402,59408,63574,62774,54959,37256,10996,879,0,1104,6108,13679,41986,84512,68836,133509,130532,116723,92674,93253,66746,19220,1100,0,1370,8409,16032,38744,72940,101447,115386,115215,126274,99108,97070,56792,20284,911,65906,120693,129013,94896,70040,70116,56668,51833,56350,50847,48397,38365,15622,1223,13,114768,227424,186788,132603,57641,61571,28988,16727,13921,14103,8213,4170,2650,410,5,10580,4845,15205,17806,20493,27330,34064,42252,51422,66268,86595,116751,149449,149267,77655,147264,102335,79600,70256,68099,58472,55434,52347,47230,45003,39770,33928,25983,21086,23175,36819,86139,94741,81720,68478,60639,54811,49652,47228,44267,40972,37005,33458,38077,95976
529,1,3,3,1,3,2,61327,285308,103488,21652,5210,2186,995,616,513,365,359,377,429,649,3604,68796,226467,117648,41269,15039,6825,2942,1432,823,583,454,444,638,1078,2816,112569,152770,90551,53030,32963,18653,10562,5740,3135,1739,1133,807,764,1857,1262,29642,30653,26615,27668,29569,34289,37052,40869,42401,45588,41887,37457,28225,20419,15556,27889,74289,69092,58376,47144,39536,35355,35822,35213,30469,19500,9334,4061,1983,868,87,7914,29186,67739,95304,70012,55244,57776,37950,38108,18750,8341,2340,608,156,75,7902,33458,69999,80783,76401,55954,52641,44277,36543,20401,8220,1987,645,145,56238,109236,77159,56364,43129,36252,32276,30279,22557,11963,6277,3662,1799,984,406,49924,99767,95851,72748,56853,37596,25020,18340,12263,8741,5694,3698,2374,1458,2564,5454,1070,3111,6274,7154,7461,8116,9610,11894,15566,23024,37889,67775,118730,163639,36700,56524,48572,45233,43348,39947,36689,33768,30790,28018,24289,19602,14480,12014,12515,44917,97778,69009,52996,42476,34421,28877,23070,17511,13468,10621,8636,7372,9025,22975
530,3,3,3,3,3,3,71816,185231,145392,129854,104442,64259,36569,21944,18594,9754,4213,1132,688,673,3640,67041,149684,183495,166488,84775,53990,30713,23796,15138,9929,5363,2110,982,1147,2977,75027,76998,145342,169168,95198,57548,47651,36954,29235,23053,18583,12927,5623,2662,1045,55489,126902,120680,103698,81938,67975,56206,45441,35707,30157,24434,18501,13617,8619,7019,35146,106228,127652,102525,76996,64280,56885,48545,45172,40124,34663,28311,18573,7706,1743,87,19410,53236,51330,65903,82286,80156,119714,102864,86288,59503,45326,21706,5426,473,81,19514,66108,49435,57529,79842,95728,106017,99244,88526,61614,45001,19176,5379,425,54832,72003,111450,120369,92875,73618,62216,52330,46413,38664,32484,24089,11161,2322,401,66992,173048,189507,123936,83089,58259,35512,22548,15655,12345,7618,4530,2547,1252,2409,12402,8082,16303,25510,34057,41127,48511,57325,67084,79657,91524,97894,77151,59034,80611,59394,53275,50684,48828,46979,45215,44839,47011,51217,60519,73046,82546,72120,38478,19814,51400,61654,63939,77538,78084,74258,67611,60161,53649,47784,42106,35498,29216,28468,22560
531,3,3,3,3,3,2,9199,11110,33812,125393,133782,105618,102874,92958,106261,84070,62311,25774,6754,573,441,9516,8749,56301,108817,102077,81269,78223,79363,79163,90874,93161,76679,34328,2151,259,8822,6352,62930,99546,70940,59055,57632,57004,55636,66277,84676,124944,135891,11031,194,46954,114491,122478,119776,111462,94266,78500,64702,51094,37911,26937,17365,9695,4097,1202,11299,59966,97564,87264,76579,72805,69803,72666,79132,86224,83715,66552,30657,5868,836,0,647,10417,5355,8927,20164,28226,54848,63407,88628,100716,160285,199735,146012,13563,0,852,12184,4448,8338,19549,33407,49851,66143,85180,106343,158579,206990,135981,13085,11559,16306,67414,90208,87823,80385,78139,83092,96057,109398,104616,61198,13740,910,85,25720,67854,83679,80247,84190,86127,89415,87402,88149,88582,67712,38461,12184,999,209,15776,131249,134318,92074,71314,58698,51906,48154,49171,53138,58486,62416,49686,16670,7874,10700,16146,26589,38697,48132,55755,63868,74224,86107,98521,107989,111228,99585,52637,10752,10899,31231,61027,72210,70579,68506,65377,65621,68143,75215,82468,85911,72887,53774,17082
532,2,1,3,1,3,2,3266,65536,298825,304682,283788,194614,182159,139255,104541,63177,36160,17261,8854,4352,1648,5383,162901,283857,289447,239071,207376,156245,119837,91442,58145,44283,28711,14274,5915,1231,11074,182275,235496,241721,215559,185305,169413,130563,107524,87008,64469,44546,24270,7403,1492,55400,65590,110829,123468,137535,134151,142121,185147,170885,161352,163907,135538,80460,34508,7227,49376,64749,103086,133196,154966,193619,195559,193656,173181,147166,115589,90651,60249,25072,8003,0,2109,35658,55301,102055,140730,130418,206304,217763,236076,201626,209292,125871,39326,5589,0,2281,43813,61722,91997,137125,155827,185686,214889,234238,212889,212260,110724,39797,4870,49045,95328,159282,195670,213041,206649,186683,165322,135131,104088,80784,60206,38092,14389,4408,53717,103551,159403,152077,177442,182391,167096,161108,185883,133309,105527,70287,44516,10368,1443,36014,11644,14302,25934,44134,68380,93554,121878,149136,178720,215648,256456,278040,191491,22787,57422,111263,148939,178636,189596,185004,172441,158976,139257,111905,79785,52149,37467,34823,50455,38445,58508,132847,175211,195458,198256,190088,174741,152463,125553,97668,68507,45064,34043,21266
533,3,1,3,1,3,2,0,0,1,2,0,1,2,1,1,0,1,1,2,1,8,0,0,0,0,0,1,2,4,3,6,10,11,7,17,23,0,0,0,0,0,0,8,14,15,24,15,10,21,26,14,112,15,4,10,7,6,1,2,2,0,2,0,0,0,0,3,81,17,16,13,4,8,12,10,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,38,0,0,0,0,0,0,0,0,0,0,0,1,3,13,45,0,0,0,2,4,16,33,49,24,15,32,16,27,20,0,116,46,16,8,14,13,9,4,4,4,5,12,14,22,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,20,130,0,0,0,0,0,0,0,0,0,0,0,0,5,103,0,0,1,1,1,3,8,13,79,52,29,12,2,2,21
534,3,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,2,2,3,7,3,4,0,0,11,14,2,2,3,6,4,11,7,5,12,8,3,3,11,14,14,113,20,4,3,2,8,2,2,4,3,2,3,0,2,0,54,71,13,13,21,4,4,7,16,13,7,6,2,0,0,0,0,0,1,4,9,10,19,17,15,12,1,0,0,0,0,0,0,0,2,21,12,12,23,16,10,10,0,0,0,0,6,19,20,25,63,44,44,10,25,38,27,15,68,9,229,35,10,18,10,8,7,10,21,5,9,7,10,61,29,110,4,3,3,1,1,2,1,2,0,0,1,0,0,90,250,0,1,0,0,0,0,0,0,1,0,0,2,9,59,1,1,1,1,1,2,6,29,59,54,16,6,4,2,107
535,3,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,6,3,0,4,3,1,1,1,7,2,13,0,0,0,6,8,12,14,13,14,9,7,14,14,29,7,147,16,10,14,3,3,3,3,3,1,0,0,0,0,0,5,86,24,22,16,4,11,8,12,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,26,19,0,0,0,0,0,0,0,0,0,0,0,5,15,29,15,0,0,0,3,18,47,65,33,17,25,29,23,39,16,0,200,26,19,12,11,11,11,6,7,11,13,15,22,19,2,175,4,3,0,0,0,0,0,0,0,0,0,0,0,80,220,0,0,0,0,0,1,0,0,1,0,1,4,16,39,0,0,0,0,0,1,3,9,56,85,43,27,12,11,4
536,3,3,3,3,3,3,0,48,344,673,1010,903,740,964,1014,1514,1697,2811,5066,1906,71,3,80,492,832,949,861,1116,1127,1063,1247,2160,3613,4529,683,6,1,162,863,944,878,854,1034,1136,1260,2223,3085,4001,2074,228,18,4249,7492,3009,1404,777,480,326,238,166,101,119,97,70,78,155,671,597,1135,1733,2500,2802,2899,2279,1712,1109,688,357,167,65,47,0,14,392,141,102,216,281,1191,3689,5227,4453,2638,371,45,1,0,18,441,115,80,193,364,1234,3158,5618,4762,2459,271,47,1,600,159,271,525,755,1082,1221,1751,2533,2992,2981,2529,1136,177,49,1026,1830,1839,2234,2329,1964,1707,1983,1268,996,727,424,307,116,11,4053,5914,2394,1404,976,789,712,524,473,427,360,282,215,148,90,27,114,149,250,337,411,450,558,650,1028,1649,2684,4733,4823,898,643,209,189,237,338,556,931,1461,2177,2875,3342,3043,1791,762,207
537,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,0,0,0,1,3,1,4,2,4,3,3,5,2,28,4,3,1,2,0,0,2,1,0,1,0,0,0,0,4,18,7,9,4,3,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,6,0,0,0,0,0,0,0,0,0,0,0,1,18,15,6,0,0,0,1,3,14,15,26,21,14,13,12,28,7,0,46,35,12,6,8,12,6,3,5,1,1,4,15,26,2,32,1,0,0,0,0,0,0,0,0,0,0,0,0,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,1,6,23,12,2,1,1,0,21
538,3,1,3,1,3,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,1,0,0,0,1,0,1,1,0,3,0,4,2,2,6,0,3,0,0,1,0,5,4,4,7,1,2,5,3,7,33,5,4,0,0,0,0,0,0,0,0,1,1,4,1,19,17,4,3,4,2,5,0,0,1,1,0,5,2,0,0,0,0,0,2,0,3,8,3,0,2,2,0,0,0,0,0,0,0,1,1,4,6,4,2,2,2,0,0,0,0,2,6,3,6,8,9,10,2,4,5,9,2,5,6,42,6,2,0,1,0,4,1,5,3,3,3,1,4,9,47,4,0,1,0,0,0,0,0,0,0,0,0,0,10,60,0,0,0,0,0,0,0,0,0,0,1,1,3,22,0,0,0,0,1,1,0,8,26,14,3,3,0,0,20
539,3,1,3,1,3,2,28,14678,27440,87586,190501,233447,215908,226501,180815,128872,86980,47371,26009,11569,4392,12711,10719,31751,86692,155486,164142,205962,185046,182503,153343,125634,91652,55167,18792,2497,16202,18982,52133,91407,122123,141323,146594,152305,151947,157639,152017,140898,105069,31189,2269,50742,29522,39243,48812,59451,74295,91990,128187,171383,199221,219704,185681,117782,53000,13084,66102,88167,60532,49238,52963,57079,66361,77676,97882,120533,145951,184140,213803,154996,46674,1,4,4997,21538,95863,127688,107088,135802,159068,205570,215921,218561,137049,50457,2490,0,9,6289,27071,91428,134121,109422,124834,157434,209015,222108,218190,129338,50701,2137,60216,74080,73474,70530,74840,81663,89526,98869,109416,125801,150861,181455,186279,93067,12020,45442,17537,23000,44142,75440,97259,120774,147970,160993,174982,178333,177476,157048,58010,3691,33313,11114,25673,57112,101328,138319,164254,176407,179707,176238,165818,135345,80645,32747,4077,208293,242390,182049,134523,100121,75925,61298,52189,47253,45268,44517,46295,54755,93293,93928,75736,81552,71386,70545,75917,82702,90183,99266,108782,121766,129790,127127,116784,126130,104431
540,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,2,3,3,3,3,25,0,0,0,0,3,3,5,6,8,8,5,1,6,17,29,53,13,6,4,2,2,3,3,4,7,3,1,0,3,8,16,45,6,11,7,5,7,5,7,12,5,5,5,3,1,0,0,0,0,0,0,0,0,1,8,14,14,6,3,0,0,0,0,0,0,0,0,0,2,10,5,13,14,2,0,0,0,0,1,13,15,22,13,7,9,13,10,22,23,13,58,14,5,4,3,2,1,5,7,2,9,5,11,18,24,105,3,2,0,0,0,0,0,0,0,0,0,0,0,30,130,0,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,1,3,12,32,46,33,5,1,1,1,42
541,3,3,3,1,3,2,0,0,0,1,1,0,0,1,0,0,0,0,2,1,8,0,0,0,0,0,1,3,1,0,0,3,2,1,7,17,0,0,0,0,1,0,2,4,3,5,2,1,6,6,12,27,11,3,2,0,0,1,3,1,3,4,1,1,5,1,2,30,7,2,8,7,3,1,2,4,11,1,5,0,1,0,0,0,0,0,0,0,3,13,4,5,3,2,0,0,0,0,0,0,0,0,0,5,16,5,4,4,0,0,0,0,0,0,0,0,0,23,19,13,8,12,12,7,29,10,34,24,5,4,4,3,4,5,6,4,1,7,2,21,23,46,5,1,0,1,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,1,0,1,5,38,1,1,0,2,0,1,4,9,38,20,2,0,1,1,30
542,2,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,4,0,1,0,0,3,2,0,1,6,5,0,0,2,3,3,3,3,2,6,4,4,3,5,9,9,47,12,1,3,1,1,5,3,3,3,3,0,0,0,2,8,38,4,5,10,6,2,0,3,12,5,3,2,0,0,0,0,0,0,0,0,0,8,13,2,8,1,0,0,0,0,0,0,0,0,0,4,8,13,5,4,2,0,0,0,0,0,0,3,5,20,18,23,5,3,18,10,12,21,2,47,24,2,5,4,2,3,6,5,3,5,2,5,26,8,65,3,0,0,0,0,1,0,0,0,1,0,0,0,40,101,0,0,0,0,0,1,0,0,0,1,1,1,13,18,0,1,1,1,1,5,2,9,29,29,10,7,0,6,23
543,2,1,3,1,3,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,1,3,9,4,4,3,1,0,0,0,8,1,1,3,11,8,1,2,5,6,10,10,6,4,8,9,2,6,15,13,8,168,17,2,3,7,11,8,2,3,1,1,1,0,0,0,61,78,5,32,12,9,5,5,19,16,3,0,0,0,0,0,0,0,0,0,7,31,28,9,5,0,0,0,0,0,0,0,0,0,0,10,38,32,8,0,0,0,0,0,0,0,1,2,23,53,45,14,48,8,20,34,27,17,44,0,169,39,2,15,12,18,8,8,8,6,10,6,7,48,8,119,2,2,3,0,0,0,1,0,0,0,0,1,0,170,270,0,0,0,0,1,0,1,0,1,0,0,1,4,60,0,3,3,1,4,6,8,23,84,72,28,14,6,7,42
544,3,3,3,3,3,2,206607,285556,175849,123906,125289,94860,70423,46060,29190,21596,10447,7546,4504,3096,3053,169406,277553,223465,148940,126684,82137,75531,39538,23619,16727,9443,6114,4408,2797,1620,146699,238095,231403,172304,125382,90945,74877,47139,34163,21870,12505,6343,3170,2094,993,66541,129255,117258,112731,113656,119187,102410,102015,86630,65320,66641,49208,40054,25578,11498,58760,133165,115262,113294,115489,114746,102976,100766,91411,83884,74769,57997,34232,9936,1295,10,77598,105855,94738,112592,116916,95025,158070,138976,122286,82459,64898,29254,7473,1832,21,83309,122473,92537,95080,110285,122827,136117,131054,128259,86803,64864,25049,7610,1694,83643,152312,149006,149935,115166,111239,101762,81044,76352,64620,55855,41221,21336,3684,807,133439,187683,178386,156703,167466,108153,121987,55871,46425,25593,14900,6407,2533,1374,1062,16671,7075,7401,10001,16606,27004,41703,58656,80188,100195,127908,150347,181817,216892,165518,207213,106472,92475,87672,82040,74511,70193,69058,69512,69883,69689,65108,58246,54708,31202,37962,128064,137580,121073,106172,98082,93023,86778,79182,71386,62986,52074,43336,44736,45548
545,3,3,3,1,3,2,133616,176736,120801,136842,153401,129485,84809,57182,41301,28750,20775,15991,12506,12361,16851,171438,158732,202401,188502,127199,86777,61747,41812,30517,21304,12780,9126,7640,10057,11375,183402,251273,264149,150211,87961,59775,43705,28586,20407,13759,9439,6376,5402,7763,9199,89984,67051,61712,66332,66245,72904,74682,84309,88934,80490,87206,84913,82931,74760,58954,164432,279155,137853,101850,86374,75965,64372,59916,51232,42557,32082,21170,11053,4755,8641,20,90321,90710,92886,195152,174648,113392,122984,89136,73601,46670,32429,13903,5162,393,18,96768,98140,107078,169713,169418,133850,104317,88191,75396,48813,32008,12147,5186,364,246748,287332,150983,101067,74094,63172,52582,42708,37010,29536,22438,13738,6858,3780,9361,142273,140139,117820,118092,118865,94600,114041,79796,75968,55438,37477,19676,10061,7414,9747,48048,17998,9307,9681,11528,14158,19081,26837,38228,55012,79680,113930,163903,252048,281968,35367,57972,74189,76489,70753,65006,58584,55663,53258,53568,52434,55816,76587,179299,176422,283482,219765,141909,94653,74689,63138,56210,49777,42734,35478,27219,18237,11687,8872,13557
546,3,3,3,1,3,2,10970,42600,75674,162374,170098,188740,79580,38926,22485,12729,4941,2508,1721,1727,1434,30479,43424,190137,204748,130332,82262,47793,29217,24624,13599,8494,4585,2448,2740,1625,37288,174338,233916,132086,70415,50887,37268,25584,18396,13329,9415,5819,3219,2695,1852,74696,28044,25911,29722,31217,37794,44218,53642,70714,70325,87288,85986,77007,60728,39215,114445,208985,78147,59891,62540,58313,50217,48724,39599,31959,25042,19296,12467,4327,2555,0,4581,22573,60947,171556,153485,96112,127496,92830,53093,21573,8459,2629,1131,42,0,6018,27540,85248,144663,143476,124943,108405,85155,57226,22513,7842,2316,1113,49,203039,160865,86594,67896,57401,53001,44791,35992,30528,25509,20410,15236,9419,3117,2709,79231,52055,59428,82694,91172,82798,94442,75679,77806,57558,32494,18416,8509,2707,1518,21952,14389,9603,9031,10359,13183,17852,24426,32749,45287,64668,95408,137524,188759,131317,9358,23681,35826,42841,45686,46705,46176,46516,45616,44984,41225,39263,57354,162810,128466,233642,144654,88363,67502,57881,49921,42991,35577,28330,21921,16351,11174,7442,5379,5379
547,3,3,3,3,3,2,0,357,25276,116091,134191,204244,143617,129357,61819,42115,16187,11179,7493,4199,1784,50,15923,95087,156117,155905,173889,109216,89912,46009,24045,13804,8075,5660,3187,1030,490,82131,199048,161235,148653,109649,70078,48057,29663,20275,12610,7950,4748,2404,918,110812,31709,28870,30855,36751,53064,64416,70827,84270,96404,87997,79922,65831,37939,18242,122492,97677,74498,78655,103408,95202,83984,69198,56711,44054,31946,21647,12278,4383,1776,1,309,2025,12802,84458,197953,172021,155395,100276,81862,49688,30214,9224,1502,179,1,338,3178,18161,82826,172195,230327,120427,95801,82732,52941,29672,7603,1535,172,123892,117228,93328,111839,103877,99781,71193,55739,40490,30091,22899,15113,7790,2791,1858,99828,37897,33300,54032,84238,109516,126491,116264,93903,74625,37528,19104,7914,2268,1001,40416,21400,16923,15526,16838,20912,28181,39603,57164,83413,112526,131039,146415,134035,33518,8032,20546,32384,40691,46353,49575,52680,56638,59626,63473,73236,75157,75598,106605,137315,152393,105758,97503,102948,97860,82039,66395,53762,42329,33352,24235,16159,10003,7610,5563
548,3,3,3,3,3,2,1440,50041,149055,190973,203220,211076,144845,95923,54132,32021,19589,15352,11655,8411,10064,9922,49518,174498,258441,215421,164122,103501,73035,43713,32962,24154,18682,12883,9245,7700,14953,131091,285245,226722,156787,107856,67931,53260,43146,32514,25677,21894,15518,8309,6894,44172,26937,32945,36626,43860,59710,61849,85258,104142,123302,126561,148693,137238,106774,59730,61232,136812,106933,130075,164949,137209,108062,83118,72114,59381,47924,38535,27748,14308,9397,0,244,9606,53548,156173,149175,114695,186924,168826,148609,97903,73805,28726,8247,1316,0,216,13733,74565,133015,140075,150304,159515,162700,153549,102569,72590,25463,8266,1237,74992,146000,167717,194359,143717,108604,75977,65899,52749,46344,40090,34716,25039,12399,9195,39764,38891,49952,87965,119594,137514,132287,154699,124697,115840,87798,57346,33846,10635,6969,20787,17834,15111,18687,21694,27045,32936,41343,54247,75269,108581,152362,221039,274645,116217,24262,42888,56214,68145,77978,80570,82752,84856,92123,99405,98395,92322,95626,124469,77792,148612,174787,182509,154987,116081,89121,71982,60103,49761,41010,32337,23570,17401,17474,18062
549,3,1,3,1,3,2,43316,207393,271708,287445,206608,241761,160828,125290,115884,60017,48473,33187,23338,14815,9758,54961,184279,200673,220587,243685,184163,160334,169300,103127,108898,79276,65984,43319,24990,6250,78590,191084,207057,200477,198260,189913,140265,127884,132060,108288,89903,84293,63801,32794,5165,81989,92600,79556,71226,73592,91099,86962,119795,136977,156540,167213,220213,213165,177180,81732,59574,110292,117894,139267,135438,129328,136868,137128,149473,160136,158745,154464,137238,88496,35505,1281,5826,38228,72986,116454,114254,105096,184710,216497,257860,248695,275101,168373,42691,1794,1221,5990,49631,79818,100157,110188,125774,166643,208539,264741,263567,281450,146913,43684,1530,66047,148358,139035,139750,138713,150083,136047,141459,136369,141739,136453,148301,130195,76297,20999,64231,127192,116565,136827,142580,136257,118467,160674,134150,162924,160810,145743,163006,72051,8368,18537,24836,43442,53510,67088,80763,95820,114768,137404,162104,191652,218891,235788,229326,175905,185545,201762,194081,181549,163686,142866,123110,105745,91855,84515,82028,81193,74213,75415,62263,85998,149547,146707,145282,146047,149400,155194,160068,154596,148988,133049,105417,75351,59037,35158
550,3,1,3,1,3,2,26290,160221,170482,151825,94115,104379,84549,67263,64481,73106,68586,59181,75238,68034,40525,39409,130703,140175,131442,107115,122858,88429,93242,63898,72780,62936,66204,79344,87174,24798,74687,124221,157480,144152,133806,113065,87499,75191,70566,58959,62217,65746,71898,53735,19414,153563,73736,61492,57238,58829,73640,80208,90045,107016,104942,104158,105194,99516,74812,70441,191167,126915,91540,81337,77427,72641,80961,81787,82663,85100,84995,78801,76622,56075,53044,139,2577,9682,41391,110741,126307,114257,226866,197264,168278,115384,93394,67319,37338,13288,167,2974,16264,50624,101313,114060,153429,201982,180109,177350,122163,94478,57482,39965,11865,194670,134430,112318,100714,95289,78373,87478,77470,74093,75459,63485,68746,67055,57142,32043,108475,108749,90995,113079,79592,125679,75041,86012,98232,71051,94001,93532,86991,61996,22473,109434,44732,49434,58559,57953,57611,60882,68980,80050,92338,113331,128867,139852,137174,112841,73624,107852,104594,96527,88567,78707,72260,68804,64091,63500,60859,56080,57834,86327,225071,198380,129793,111326,99285,91117,86275,82856,79419,73781,69421,61746,52113,43952,48692,80470
551,3,1,3,1,3,2,147307,293203,225593,210841,151859,181021,116306,82551,67649,35782,25782,13677,9568,7914,5266,113325,273420,161317,147959,156274,163822,120854,133250,77574,80372,58047,40375,27138,13926,6666,191289,242126,173224,141157,134328,117084,103434,96699,95002,79482,74244,60005,42154,16776,7315,57276,63335,75907,76272,82863,75236,103849,86809,128871,134644,133566,159976,165456,121066,109193,74860,123242,129946,107961,90656,89719,121166,125034,124362,123105,125814,120084,114214,72645,31511,64,2104,25539,68895,156999,152126,81618,142519,155217,175666,173005,193502,130715,72576,43774,68,3009,42599,79823,142587,130316,117727,122651,138652,186263,184392,193265,117621,72658,42688,102907,180317,149102,119796,103617,91683,108418,107493,111865,115912,109986,115671,95134,45498,16920,83645,131395,116101,136624,92902,147641,95064,105609,144563,103515,133824,132296,90788,50321,10031,32691,16661,29171,43468,56451,64429,71630,79623,90101,103118,122423,142308,168241,238275,315729,139252,173075,162475,160592,158095,149279,134018,111754,88311,70068,54811,44109,37836,38269,52375,123131,201893,145617,117688,105477,98657,98795,100841,98412,100041,94549,83129,66892,64073,75124
552,3,1,3,1,3,2,2,2,6,4,2,1,4,1,4,1,0,0,1,3,18,1,3,0,4,4,2,1,6,7,6,8,10,6,16,31,1,7,7,5,2,7,7,7,12,9,13,9,11,21,29,103,17,7,3,0,0,2,1,0,1,1,3,6,9,1,43,42,14,7,14,9,3,3,4,1,2,4,14,1,0,0,0,0,0,3,13,9,13,2,6,2,0,0,0,0,0,0,0,0,0,12,14,12,4,2,2,0,4,2,0,0,2,8,6,13,15,16,21,16,11,15,17,11,19,19,53,33,7,8,4,1,5,2,6,5,4,6,6,16,33,170,3,0,0,0,0,0,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,0,0,0,0,0,3,11,120,10,0,0,2,3,2,9,16,71,43,9,8,3,6,23
553,3,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,8,0,0,0,0,0,0,2,0,1,2,4,5,1,9,11,24,4,7,4,1,1,1,1,1,2,1,1,2,3,3,0,18,9,4,2,5,4,5,4,7,4,4,4,5,2,0,0,0,0,0,0,0,0,0,0,6,6,18,12,0,0,0,0,0,0,0,0,0,0,0,7,8,23,18,2,0,0,0,0,0,2,8,33,36,11,11,18,40,41,66,25,59,17,8,1,2,3,7,6,6,5,8,32,37,106,44,0,0,0,0,0,0,0,0,0,0,0,0,0,30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,2,5,18,13,14,6,6,2,32
554,3,1,3,1,3,2,252265,466825,322590,168325,90550,60062,48865,33817,29212,26578,22310,16821,13724,8426,9332,159126,234423,254001,189934,149455,122910,105756,84996,67749,59605,44356,37766,32548,19188,7889,172701,184104,218197,179932,143785,127141,103014,94499,82526,68489,65537,56304,45051,22263,6159,33963,37662,36273,36724,45830,52699,63143,89138,109415,145634,183668,230262,245273,172477,87541,45320,85850,91963,95948,94115,96230,95814,106548,117126,127054,140886,153551,156952,113245,49100,136,9002,40381,72621,120441,126295,153061,237580,242854,242567,169566,106720,38634,9171,673,158,9881,50337,79896,103152,132226,159868,213672,248046,249582,172374,107286,33287,9415,522,56866,123310,124912,114976,114553,111947,116795,117003,118437,125560,123102,127508,117419,61833,15481,65710,93660,108898,121163,98329,124596,102949,117452,126448,125355,140011,146097,123865,64973,10196,7941,6732,13384,19521,26483,34886,46405,61875,84893,115517,159863,215821,263812,264951,247618,402378,281520,204386,144553,102890,77577,61727,53098,46208,41871,36608,31015,25979,28391,31501,51771,134710,133889,130027,130782,133006,134677,133652,126172,117281,102408,82306,61881,53464,43676
