census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9
488,3,3,3,3,3,2,19,8604,66434,149608,144212,102859,62636,28872,8123,516,21903,121751,161970,117600,81500,40170,21260,4697,1201,29072,119429,135253,105845,92599,58548,26366,3054,116894,110462,91646,73712,69060,59555,35233,12343,2462,42647,79407,123404,115323,89109,69247,41329,10450,451,0,968,5663,10171,16044,82057,179816,208601,68047,0,1116,5659,10134,20461,77195,191894,195759,69149,24564,43224,122181,134251,116787,77835,39328,12664,533,50220,92893,114267,125918,85612,57205,34367,9692,1193,61550,54518,67507,83865,90125,86413,77653,44262,5474,5480,23279,38467,51027,67738,92463,118986,107769,66158,20407,42628,93397,121918,120334,94703,48328,21770,7882
489,2,1,2,1,3,1,13759,97028,46417,22431,8581,1338,62,6,0,31756,83178,34421,18665,12658,6548,2234,162,0,31425,59095,30665,20717,15514,13502,12513,6183,8,24131,40263,34942,28239,24648,19487,12137,5254,521,16658,32665,28806,26723,24977,23742,21268,13886,897,99,2916,12297,30167,27880,49865,40034,23393,2971,110,3190,12945,29944,34965,41874,42572,21024,2998,17278,39451,33286,28167,24046,20606,17784,8939,65,44563,49600,31570,22594,17514,13465,7903,2394,19,215,3057,11796,17520,21836,26918,34054,56102,18124,25552,38302,31556,25480,21622,18988,14497,9536,4089,2402,24913,34553,31882,29142,25864,21072,13458,6336
490,3,3,3,1,3,2,811,62809,85252,47386,21582,12663,7083,1611,117,4886,82347,83514,39289,16533,9201,2714,811,19,10133,86981,71728,35289,18005,12436,3991,743,8,50240,56673,53779,36839,22202,11015,5297,2724,545,37057,69407,60840,33176,18723,11410,6093,2443,165,0,229,5849,8400,29457,112405,64856,16946,1172,0,247,5962,8801,40704,100607,67432,14394,1167,25236,61550,68772,42192,22095,12350,5869,1239,11,47613,96425,55867,23604,8592,4222,2375,601,15,18557,9164,9350,14588,23014,38133,60022,55263,11223,5744,9029,12022,15358,22677,36641,54683,48173,34987,18598,37830,57274,51407,35235,19978,10718,5895,2379
491,2,3,3,1,3,2,3449,94742,113961,61278,27936,14089,4996,1123,211,11395,122411,95761,48333,26672,12782,3729,608,94,15093,109911,74105,48038,32665,22531,14242,5151,49,50416,76552,71687,47883,31523,20485,13562,8085,1592,43198,70229,60281,43784,35709,30746,24916,12264,658,0,443,9234,12707,46055,125076,83114,41666,3490,0,483,9448,13745,58515,110929,87949,37263,3453,32384,66772,70597,53056,39763,30177,21805,7168,63,60665,115363,58476,32201,22804,16848,11919,3449,60,17975,7165,14844,25757,39104,57431,79824,71861,7824,20189,33261,33087,30476,33932,43560,51881,43784,31615,19371,44523,63428,61948,51343,38368,24846,12838,5119
492,3,3,3,3,3,3,1454,41516,129685,144535,71414,40110,18830,14755,4867,6005,56111,156251,133989,58277,30152,16217,9438,726,10686,65226,164954,100578,55537,41034,22456,6489,206,106378,107665,102913,71492,45652,22948,7818,1959,341,31025,105021,142006,81815,48526,34753,18464,5346,210,0,98,6519,16913,26064,144032,183506,82303,7731,0,129,6996,17015,35964,133081,193391,72793,7797,20608,72886,137838,103398,65772,43136,19367,4059,102,63035,146235,122534,78612,33633,15143,6429,1431,114,34043,24627,40465,58844,72206,85131,91994,51688,8168,7723,22712,29233,31321,39378,66334,113342,105143,51980,11976,40549,96514,106509,92517,67223,35380,13128,3370
494,3,3,3,3,3,3,0,71,470,495,615,750,631,509,293,8,291,376,574,530,474,518,805,254,6,327,498,620,517,417,534,793,114,1317,384,344,417,552,430,297,71,11,993,300,318,257,341,499,589,457,62,0,0,24,96,70,594,705,1149,1164,0,0,23,91,104,563,778,1088,1155,586,559,351,273,290,418,598,642,104,1087,297,219,261,373,461,588,502,49,1168,817,460,372,271,249,253,213,20,17,86,292,422,492,509,498,364,1130,242,377,537,451,410,446,477,397,468
495,3,3,3,3,3,2,0,230,1346,1796,1440,1402,1277,326,69,14,1367,2185,1394,1329,1164,266,133,34,29,2121,1915,1894,1241,392,189,88,17,4616,2584,552,94,24,11,0,2,3,2949,2011,1466,809,440,135,56,14,6,0,0,1216,641,1208,2798,1579,427,17,0,0,1242,687,1314,2593,1589,441,20,2382,1421,1552,1132,863,371,117,33,15,3899,3042,573,199,83,35,22,29,4,2539,679,531,626,859,1123,1047,480,2,7,46,75,186,323,599,1049,2290,3311,1920,767,1115,1202,1119,974,557,168,64
496,2,3,3,3,3,2,606,12600,18308,12050,5918,2246,589,312,196,2886,16808,15872,9636,4977,1769,527,212,138,2598,14748,12283,9118,6454,4804,2303,444,73,7583,14333,12726,8256,5121,2704,1396,594,112,4127,8198,9114,8565,8124,7553,5348,1737,59,0,58,1001,1433,4473,17751,18390,9393,326,0,40,1047,1517,6344,15752,19600,8203,322,3113,7797,10493,9676,8158,6994,5225,1292,77,8943,16189,11942,8062,4649,2014,824,138,64,2010,1390,3796,6784,8344,9726,10669,8587,1519,3734,7415,7738,7122,6469,6075,6391,4853,3028,1611,4154,8365,9581,9194,8354,6315,3604,1647
497,3,1,2,1,2,1,4988,59812,82070,151407,179509,101310,50450,7951,124,10384,45256,106140,151310,126210,99453,73631,25146,91,8658,31962,88198,89672,86541,100041,125093,106565,891,79449,111339,115631,108237,90170,70014,43093,15694,3994,20012,47383,98056,94303,93495,98541,106333,74256,5242,168,8626,12573,26817,43076,126514,160439,169873,89535,169,9438,12084,26335,57782,111097,171386,157704,91626,15822,28845,90527,101473,99187,108067,120803,71973,924,41025,64894,90299,108694,104727,107181,89508,30971,322,26370,137831,118105,94907,83676,76396,65510,31928,2898,58337,79154,74875,72079,79219,96094,101841,57830,18192,10632,34307,71103,82363,91791,101720,107671,85464,52570
498,3,1,3,1,3,2,378,9133,59482,159998,213418,179069,121415,30670,490,712,16199,92270,138512,144890,153513,161693,65865,399,883,19612,70700,81544,91801,116162,187652,204757,942,73824,171527,173621,142641,104189,68375,31900,7229,747,12099,42321,116326,130427,147233,157310,128678,38649,1010,26,5889,6800,23776,43548,137667,196028,257337,102982,34,6217,6572,23413,59051,121516,212845,239017,105388,8697,22860,90133,115650,134667,175573,181979,44234,260,18285,53949,105049,143871,156094,160165,109282,27104,254,88189,248482,124777,87757,74168,67139,56387,25876,1278,9333,34512,62294,95034,138238,181360,165364,71525,16393,7424,34036,84850,101179,109309,136798,164833,104115,31509
499,3,1,3,3,3,2,2806,68753,365990,387153,220494,137135,71001,12325,1050,10160,196884,415870,245011,174180,120688,84050,19300,564,11331,216493,318418,196379,159152,142551,142984,78786,613,79504,155834,195664,221737,201703,186778,126789,67188,31510,46341,243290,331090,216256,160476,134621,103611,30374,648,11,16725,29551,98307,189360,376189,302698,209479,44387,18,17916,29413,105200,233752,323725,320995,190898,44790,32828,210004,345458,230407,176069,146406,107238,18188,109,47814,117980,254670,297561,249411,177099,91579,29036,1557,30932,112118,127457,135254,151914,181137,231210,233349,63336,13483,54553,88887,123235,179208,269543,295388,188416,53994,80260,241476,270911,211503,170026,137495,93615,47571,13850
500,3,1,3,1,2,2,2179,136324,294687,276864,190956,99227,38909,7047,223,5780,144681,254708,227857,196199,122470,70256,24252,213,6055,88820,178721,181706,188285,166702,145971,89103,1053,93642,154536,158498,167290,151176,149880,108349,52622,10423,25129,108352,197928,217971,196237,155402,106522,37891,984,208,9686,11293,31575,66684,226498,315415,319573,65484,233,10314,11002,32246,90287,202887,336118,297724,65605,14545,64738,195534,242482,230460,173874,103695,21054,34,49297,112681,178993,193574,197123,170250,109140,34889,469,27664,108970,150076,161473,165572,160385,147058,106151,19067,15653,52788,106618,165129,212175,224336,169987,76677,23053,22400,97996,176247,212352,206952,161984,101620,47339,19526
501,3,1,3,1,2,2,0,0,1,0,0,1,2,2,1,0,0,0,1,0,1,2,6,4,0,0,1,1,4,6,6,6,4,23,2,0,2,0,1,0,0,0,14,12,6,3,1,3,3,0,0,0,0,0,0,2,6,2,2,0,0,0,0,0,3,1,8,4,0,0,1,0,11,26,14,21,21,11,60,13,12,6,9,10,7,13,24,36,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,18,0,0,0,3,12,16,1,3,21
502,1,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,4,2,0,3,6,0,0,3,2,7,7,1,7,8,27,2,3,3,0,0,0,0,0,23,5,4,3,5,2,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,2,16,16,4,0,0,3,29,47,15,20,35,5,89,6,11,8,10,6,5,17,23,44,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,2,25,0,0,0,2,11,26,3,0,13
503,3,3,3,1,2,2,0,0,0,0,0,0,0,0,0,2,4,1,2,1,2,0,3,6,4,7,7,5,6,2,6,8,11,61,4,3,2,1,4,2,0,0,44,16,11,5,3,7,5,0,0,0,2,7,5,6,12,0,0,0,0,0,8,6,12,3,7,0,0,0,3,19,25,23,15,15,30,3,83,7,7,7,5,4,6,13,22,62,5,1,2,0,0,0,0,30,100,1,0,0,0,2,2,2,20,0,1,0,3,11,55,13,2,22
504,3,3,3,1,2,2,451,8933,58358,231433,275672,82441,17894,2962,163,2406,27919,184056,289123,116679,42408,13851,1799,66,5605,63907,216899,169765,103924,70367,40077,7738,25,34038,79782,113997,135106,130035,100258,58243,22503,4345,16637,38920,140876,182678,142080,97023,50199,9703,191,42,4199,14948,36718,102772,237972,174300,85630,21726,83,4693,14948,38735,121517,220445,175007,80802,22077,14681,53109,196577,188893,119296,75221,28734,1772,24,21676,62240,150459,211440,152510,63786,14495,1678,23,12748,17323,46919,74370,105141,141169,163312,106167,11158,6824,41076,73854,98795,126310,149426,119138,43955,18929,15105,59103,142323,156753,127329,91988,57316,22585,5805
505,3,3,3,3,3,3,0,25378,109500,171595,384571,266606,79130,31064,1734,3841,127972,182601,340866,243335,112381,48005,9869,708,19306,159952,236544,254019,181922,116422,79066,21899,448,104550,215294,230733,202941,148168,97029,48742,18858,3263,39719,152033,229043,215716,164271,134019,95562,36649,2566,507,112908,153140,234443,202129,229628,103630,29612,3581,753,126120,146896,227370,247343,186954,102464,28019,3659,46904,146334,250257,245699,171201,122888,70585,14686,1024,95453,185325,271446,225753,158413,88456,37843,6591,298,32760,36383,96093,154740,199284,204413,187630,148342,9933,18102,64861,102746,121391,149810,191399,217479,153136,50654,28565,95601,192106,210710,190368,158838,118335,56937,18118
506,1,2,3,1,2,2,597,35600,64108,91839,124507,76053,15713,3233,4110,5473,67844,52354,112836,109016,45971,13956,3777,4533,17125,71517,61115,99043,86624,47623,21636,6697,4380,17796,38699,67560,92146,88204,65947,31500,10168,3740,14960,50188,57151,65678,72513,68291,49502,28336,9141,192,51557,119086,140430,64290,31532,6147,1948,578,237,56826,118769,138377,68891,24003,6256,1814,587,24815,61014,61801,81501,73063,53588,36597,17398,5983,22801,45366,75827,101118,92455,50583,18542,5097,3971,11519,6103,16908,48815,83390,91814,68126,61678,27407,24517,48647,59266,59575,58851,61504,59749,30013,13638,12431,52313,57434,65454,69860,63301,45499,26741,22727
507,2,2,3,1,2,1,60071,181513,129469,117199,65620,27689,6768,992,302,125839,123082,103505,112234,72601,35233,13833,2891,405,136714,98126,74489,94431,88462,59660,29728,7567,446,29365,64513,115973,138526,112020,77455,37612,12268,1891,43884,108136,62957,54592,73656,91660,87542,55801,11395,47,69933,162092,173246,111760,59810,11477,1247,11,49,77801,159184,175673,118340,45525,12012,1029,10,82400,110198,53015,65682,83147,85590,70442,35939,3210,69649,134716,121356,111484,81095,45183,19886,5817,437,15377,4407,15522,57610,104920,104843,72026,91047,123871,82960,120364,102844,82897,72126,59551,35433,12574,20874,36901,102026,63126,54790,69926,87058,83793,56750,35253
508,2,1,2,1,2,1,391950,674682,214616,143503,71506,28388,9271,3630,5878,685714,417062,154525,140665,79096,37009,15414,6880,7059,715566,346768,145266,123032,99862,62884,31332,11554,7160,36188,107626,199428,295809,342650,308031,169445,66153,18094,253896,494226,198020,124799,120941,128183,124954,79962,18443,3722,487435,446813,291109,195377,99072,15190,4417,289,4095,504150,438709,301084,201864,73514,15668,4031,309,515376,371074,156737,123312,120187,111407,91242,42449,11640,218876,631260,254756,158115,130634,90829,39720,12562,6672,16236,7448,11510,36195,84360,139963,185068,309303,753341,162416,185106,173890,190406,237520,285099,233212,55550,20225,334729,416071,194036,143614,132467,123797,101119,60562,37029
509,2,1,3,1,2,2,278,178158,236072,289852,337248,132116,26705,6376,3243,13335,298908,234028,347564,215627,66934,21847,8203,3602,80398,305878,269330,262853,163844,78316,33846,12343,3240,54875,88650,139121,202726,238926,245835,170625,61101,8189,39914,183065,208966,221863,227197,171351,99125,48111,10456,1,66357,268508,218282,211696,280034,129761,33431,1978,0,82133,259276,221910,239388,245475,129287,30590,1989,82641,252717,228176,248079,192032,111993,61100,27645,5665,66386,207083,229694,261728,229734,144332,53447,14743,2901,27719,13048,26011,65559,136270,215003,271451,319959,135028,45380,110189,157055,187023,211679,224578,171204,65226,37714,42370,203835,241142,232784,203221,145825,80166,36388,24317
510,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,10,7,13,2,8,19,0,0,7,32,39,32,18,34,48,190,30,20,10,2,0,0,0,0,135,52,17,16,41,11,1,0,0,0,0,0,0,0,2,4,37,37,0,0,0,0,0,4,6,44,26,0,1,18,64,71,35,27,63,8,152,20,25,15,8,5,5,45,19,265,1,0,0,0,0,0,0,60,300,0,0,0,0,0,0,0,80,0,2,1,8,52,215,30,6,32
511,3,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,7,0,0,0,0,2,8,4,11,10,36,5,4,2,4,1,1,3,0,2,18,9,6,4,5,4,1,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,4,10,2,0,0,2,7,15,7,10,11,11,26,5,1,2,3,3,4,6,13,43,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,20,10,0,0,3,5,42,10,1,0
513,2,1,3,1,2,2,557,47303,136818,178800,172414,103109,29920,5692,387,2907,49002,113873,161135,158836,113824,60730,14433,260,4919,27805,87906,110979,125468,132703,123511,61444,265,109402,177524,135146,101928,69515,43667,23973,11096,2749,14869,32300,129232,189894,155446,94252,47858,11002,147,25,4871,4333,2858,6491,39982,101667,200672,314101,23,5405,3823,3034,9042,37355,108360,189461,318497,12241,10354,92941,154290,176840,144083,72813,11382,56,28336,83172,154949,160966,127635,77081,36517,6173,171,42975,166460,126797,87303,72649,70338,66212,36730,5536,1474,14857,44970,85625,135205,175152,145054,54192,18471,11897,28487,81349,109969,126319,141601,111462,50542,13374
514,1,1,3,1,2,2,100,115168,330650,194582,108930,56569,20936,3152,170,793,146757,250504,172032,123962,78058,46927,11071,153,1889,87008,212683,156274,127487,100526,95448,48539,403,49256,108849,140910,163030,137495,127672,73268,25945,3832,19554,99498,235428,197084,131474,81149,51677,14184,209,222,9406,4662,26155,67282,219581,240026,227789,35134,351,9603,4675,26065,94651,192051,258593,208829,35439,13249,49838,226496,214268,148433,102432,62778,12734,29,30583,85340,184086,192680,161790,114899,51421,9236,222,18216,69846,94469,98827,112383,140544,167120,115823,13029,2032,17151,48467,99326,180875,226344,171584,64362,20116,19383,107310,212189,187849,133421,86569,51443,23812,8281
515,3,1,3,1,3,2,2222,164595,342822,270782,154322,92695,43523,10418,871,15215,192797,306818,208502,151340,105806,78570,22637,565,18294,132724,260737,192441,146218,119783,126733,84300,1020,76111,128638,162250,190888,177386,170404,114715,51937,9921,40343,135673,302417,223222,145477,106792,90079,37558,689,1182,24475,17149,64264,137711,304018,283030,216973,33448,1450,24832,16947,67636,173031,263415,300119,201082,33738,31531,87099,292850,248607,164774,129673,101025,26545,146,52863,98053,216409,238362,197069,149840,94075,34771,808,34520,87297,126322,129429,140079,169668,203062,164961,26912,10364,41699,72888,114972,202525,284241,230526,85641,39394,45733,162295,253244,210128,158016,119924,80075,39966,12869
516,3,1,3,3,3,2,5833,113320,340228,432457,352924,275446,127462,17934,1261,14559,113761,305619,336003,322158,289242,234503,50491,529,20853,89472,207940,238643,244831,270315,347369,246608,834,170250,318446,317462,289132,236963,174323,102383,47683,10223,69530,178050,259951,261981,254771,259874,240002,132663,10043,1230,32465,30419,66732,143044,361688,476971,450693,103623,1271,33475,29724,72121,167266,325452,495878,437116,104562,46789,79625,238349,290243,299946,318664,297865,94735,649,95047,184283,269598,301316,298297,271889,180880,64562,993,72801,296360,321345,285614,241302,200429,154928,84665,9421,77698,145812,162566,180984,221099,286294,308313,209950,74149,39699,117914,216892,256973,269748,276741,263401,170482,55014
517,3,3,3,3,3,3,10514,148769,251434,248538,199339,111897,37297,6867,1373,40151,280255,264944,202308,126937,65246,29387,6306,494,54433,251947,209616,172489,125293,95751,69523,36340,636,219496,282903,201512,120546,78268,53813,37220,18929,3341,114514,140932,141431,141128,136765,129128,114072,85735,12323,41,2963,31957,79482,113882,283931,289099,181505,33168,41,3211,33849,80642,146912,247202,306127,164704,33340,103792,147611,154871,152270,144773,131514,119203,60911,1083,199610,309779,214073,122848,73493,49009,31709,14893,614,57651,70782,117089,140198,144901,146649,150295,146627,41836,117605,146470,132622,116523,106978,104991,101675,92293,96871,56472,97447,113404,122498,133191,137962,127813,106560,120680
518,3,3,3,3,3,3,707,6283,5397,6449,6735,8597,9076,4294,606,2541,12145,8122,7702,7341,6022,2975,1069,227,3849,14907,9031,6896,6550,4512,1692,606,101,33903,6968,2715,1711,1038,832,544,290,143,19470,13723,7581,4151,2025,789,314,84,7,0,0,3935,7357,7872,13892,8713,5169,1206,0,0,4085,7515,9833,11676,9012,4843,1180,14696,9198,8511,6568,4283,2932,1567,357,32,26063,13971,4297,1874,943,462,328,155,51,14961,8010,4379,3117,3099,3322,3704,5145,2407,25,164,477,1029,1803,3200,5285,9982,26179,9837,7507,6195,6906,6546,4748,2969,1934,1502
519,3,3,3,3,3,3,0,6,116,858,2655,4554,5989,1545,144,0,336,1852,4866,6015,1697,836,233,32,11,2004,8142,2332,1861,1044,360,102,11,15181,400,97,65,43,40,22,16,3,10687,2758,1379,619,234,103,49,32,6,0,0,4846,3746,721,2492,2468,1440,154,0,0,4923,3713,943,2241,2584,1314,149,9142,1002,1783,1695,1257,679,235,64,10,13206,1757,463,206,102,77,36,14,6,12234,1745,727,372,273,244,174,87,11,6,34,28,41,97,147,465,1874,13175,8712,398,646,1044,1397,1327,993,754,596
520,3,3,3,3,3,3,10,1,1,0,0,0,2,0,0,37,8,2,1,6,0,4,5,0,42,17,11,3,11,3,11,0,0,140,0,0,0,0,0,0,0,0,150,25,0,0,0,0,0,0,0,0,0,47,11,0,0,0,0,0,0,0,41,27,0,0,0,0,0,117,11,67,26,24,28,0,0,0,268,33,0,0,0,0,0,0,0,81,1,1,0,0,0,0,0,60,160,0,0,0,0,1,0,0,61,0,0,0,6,15,92,9,4,52
521,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,14,12,6,9,7,5,4,10,3,0,7,16,13,15,16,7,15,16,99,9,6,1,3,7,2,3,3,75,19,18,10,5,15,8,4,0,0,4,2,0,3,17,10,6,8,0,4,0,2,7,21,12,4,6,0,2,11,52,42,21,25,34,23,103,16,12,8,11,9,12,5,48,102,18,4,7,4,0,0,0,40,126,1,3,2,5,5,8,15,45,0,0,3,10,27,85,16,14,39
522,1,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,9,0,1,2,2,4,9,4,10,17,33,12,0,0,0,2,0,8,1,34,7,2,9,10,0,5,10,0,0,0,1,7,3,3,5,3,4,0,0,7,9,4,4,2,0,4,1,12,12,22,16,7,15,14,20,79,9,6,8,8,5,7,10,36,62,0,0,0,0,0,0,0,10,80,0,0,0,0,0,1,2,24,0,1,2,1,9,37,15,1,33
523,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,1,2,1,6,4,2,0,3,9,0,0,4,10,11,7,8,9,7,63,2,3,2,0,0,0,0,0,54,19,7,8,3,0,0,0,0,0,0,0,0,0,2,4,24,0,0,0,0,0,0,0,8,14,14,0,1,3,26,44,21,19,18,1,67,13,16,3,7,3,10,16,5,72,0,0,0,0,0,0,0,20,90,0,0,0,0,0,0,1,35,0,0,3,11,22,47,6,0,30
524,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,6,0,0,0,0,2,6,7,9,11,31,2,4,1,0,3,0,0,1,12,14,7,6,4,4,2,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,6,14,0,0,0,3,16,13,22,15,8,16,15,2,4,7,8,10,9,13,45,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,18,0,0,2,5,8,26,8,1,10
525,3,1,2,1,2,2,24,4,2,0,0,0,0,3,2,12,6,6,2,5,2,2,5,9,2,3,14,5,7,2,5,10,8,59,0,1,3,2,3,0,2,0,46,14,5,4,1,3,4,0,0,0,0,0,6,11,5,2,0,0,0,0,0,8,12,5,3,0,0,0,10,19,22,19,16,11,9,6,72,9,4,6,6,3,5,3,11,62,3,1,0,0,0,0,0,20,41,1,2,1,1,1,0,4,52,0,3,4,9,21,41,7,2,10
526,3,1,2,1,3,2,134,48901,458299,404608,275149,210086,143738,32396,562,11105,77117,415208,346242,238069,211023,180063,94304,742,19121,130612,358079,242551,201021,186941,218198,215329,2021,301137,346681,288821,223076,161871,113304,76836,47432,14715,110827,426663,314012,215594,170909,158477,138833,37919,639,70,23635,22956,90162,140396,246618,308894,471318,269824,98,24300,23644,96505,162357,216440,327296,450328,272905,42711,264401,369041,281417,228221,210942,158048,19002,90,140809,251823,301235,276767,239698,200182,130439,32519,401,170657,305888,220704,176029,162494,166140,185599,164423,21939,1862,17630,59443,104018,148721,217843,351900,505143,167313,105318,232083,257560,242848,216989,196688,172125,116761,33501
527,3,2,3,3,3,2,170643,237520,185139,154299,155161,116742,73880,13994,1361,123873,228047,174478,158737,132647,140208,112771,36876,1102,84313,179684,182699,130604,107152,118676,169969,134495,1147,178635,276954,212021,155265,112407,75095,52035,32652,13675,115804,198662,151916,133215,139394,159093,143470,60794,6391,2279,85104,59265,101922,115550,213123,196426,235060,100010,2557,90602,55004,97900,148000,181997,209456,221615,101608,86849,159886,182915,151075,161528,185114,151824,28895,653,174051,218882,167503,164342,145186,142192,73483,21736,1364,86228,186472,131710,114430,118073,134949,151525,120707,64645,87600,85978,99386,113866,133076,163162,190061,167565,68045,82526,133437,147789,135675,129164,134488,147943,132093,65624
