census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10
558,3,1,3,1,2,2,0,0,0,1,1,2,0,0,1,2,0,1,2,3,5,9,11,25,23,26,0,0,0,2,15,32,55,28,52,19,219,28,14,5,5,1,1,0,0,0,62,137,41,28,22,13,3,2,0,0,0,0,0,0,0,0,0,0,14,80,0,0,0,0,0,0,0,0,9,87,0,0,2,22,56,106,73,50,40,1,148,68,31,18,21,11,9,23,26,9,250,0,0,0,0,0,0,0,0,100,290,0,0,0,0,0,0,0,4,131,0,0,10,17,41,133,110,24,7,53
559,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,6,6,3,4,0,0,0,0,11,15,17,17,10,7,106,14,2,3,0,0,0,1,0,0,27,78,22,13,15,7,2,4,0,0,0,0,0,0,0,0,0,4,6,52,0,0,4,2,4,0,3,3,6,52,14,5,3,9,25,70,62,31,40,28,80,67,28,18,8,10,9,13,19,35,93,0,0,0,0,0,0,0,0,70,200,0,0,0,0,0,0,0,0,34,0,0,0,0,4,77,57,7,0,60
560,3,1,3,1,2,2,12,5782,27436,65887,80759,108951,125353,109833,50767,6604,359,3158,13592,34380,40511,61367,83955,148050,185933,10079,1526,12960,21656,14415,18453,31800,59422,106603,240197,74352,56652,55448,38525,34877,30353,42615,61455,99843,113436,48180,10010,26586,10237,9000,12707,29431,62444,86915,128950,205104,0,52,5875,22531,17539,17010,15536,32762,145892,324187,0,269,6755,19508,18991,16915,16550,37013,124060,341323,10155,27714,10971,9308,11256,21363,55059,97756,167217,170585,14908,26836,27107,28043,33547,45924,62747,97561,200527,44184,35753,300930,101910,39044,22303,17087,15505,13208,20491,15153,224701,92171,65971,62876,44453,23482,13464,11766,23148,19352,36458,11087,9291,10782,10094,13761,22110,37231,75463,355107
561,3,1,3,1,2,2,1448,69021,95588,66544,60387,65635,60217,42493,20466,2832,368,35597,70501,66404,68863,69932,61182,64849,45222,1713,507,16004,34179,44653,56115,71164,84298,91264,80224,6223,81964,110027,70144,55777,42728,42291,35543,28600,15086,2471,2575,1413,6910,22231,43305,81874,102135,95626,85719,42843,2,607,1302,2596,6112,12054,23046,60087,167416,211409,2,833,1256,2464,5774,12211,23264,65342,153303,220182,2150,3216,11024,17309,36697,66276,108873,110471,96650,31965,23801,76478,76316,65447,57903,49639,46572,43910,40755,3810,21895,148670,88045,69465,54782,40109,27789,17842,12685,3349,120142,73682,78275,93645,72047,31583,8884,2592,1043,2738,2140,4621,8968,11219,16349,25962,42319,64099,94968,213986
562,3,3,3,1,3,3,48584,243047,89341,30351,16697,10721,5532,1410,274,60,27565,183219,117697,57304,30729,17470,7821,3270,843,99,17101,98221,126281,72799,54170,39127,22866,11899,3402,151,79855,84282,68595,55620,48987,46616,34793,20163,6231,875,3066,10143,26278,72492,97721,88656,61858,47090,31029,7684,3,1209,6807,26144,25085,57514,85939,113822,104883,24611,3,1713,10777,21291,25327,56051,89892,119619,93608,27736,4244,21851,35796,68918,104478,91228,61161,37533,18967,1841,90777,111106,81270,63238,43420,28283,18423,7087,2265,148,2480,16203,28437,39076,50839,64974,79868,82230,64194,17716,108845,101858,106998,69643,34326,13727,4828,2125,1039,2628,2848,9738,24343,35675,48226,61012,70116,67706,57554,68798
563,1,3,3,1,2,2,878721,131134,32743,10558,4147,1538,580,311,204,313,855299,120767,37578,20671,12031,7222,3861,1898,580,342,817743,118889,45322,27592,19551,13959,9388,5816,1731,258,86707,162377,173393,156195,138895,119139,97073,71569,40782,14119,429465,319642,99662,54318,37292,30913,29633,29085,23313,6926,6,234290,381163,190216,110653,64447,50905,20268,6793,1508,6,266716,371664,180061,95894,69910,47698,20027,6843,1430,615963,213892,76010,40342,29267,24210,22418,19512,15512,3123,553881,260659,114415,59042,33223,19947,12245,5044,1498,295,23101,3385,6395,10354,14611,20752,29574,46527,140786,764764,105498,73317,85869,103921,124429,145887,158795,131088,79477,51968,460125,251254,116051,66849,43092,31254,24027,19422,16673,31502
564,3,1,3,1,2,2,43874,260482,137515,39105,12157,3902,1604,769,343,539,18184,122674,169105,96834,50781,23841,11318,5149,1831,573,13673,41032,106793,110098,85356,63049,43832,26575,9271,611,20234,34574,46719,63634,74358,90959,81022,59079,24747,4964,9382,12470,15046,20382,37876,72932,97860,120087,94369,19886,23,3601,17224,24413,34820,73715,132850,151886,59371,2387,13,4638,18882,22403,32642,75805,132072,156816,54091,2928,9130,18349,22121,37848,71363,90728,94111,93112,57079,6449,22679,50300,87323,92915,85787,69798,55518,27334,8052,584,4494,6674,18711,36336,57273,83154,107277,105707,60897,19767,282200,107115,47029,21596,12134,7682,5607,4663,4086,8178,9180,14498,20525,30188,46088,65553,78440,79435,70679,85704
565,3,1,3,1,3,2,22175,118542,192764,162122,118495,97736,82633,55532,26254,3410,13529,54115,110395,137390,141713,136345,117288,100258,63026,5604,7963,47083,64198,72598,93545,112524,133142,155336,174830,18444,99327,89028,69595,67655,67034,83154,101072,127100,122108,53590,22657,40481,33493,39765,53909,73796,109562,149729,180597,175674,0,2455,13373,40239,41423,56039,93515,195698,292555,144366,15,3204,14952,37435,40250,56654,92405,200854,281124,152770,20554,42239,37966,40521,50112,71447,111852,177568,220061,107343,55047,72152,71158,70325,83950,101308,120037,139266,146129,20291,37228,133002,158835,149661,115120,83637,65283,54211,53116,29570,369278,119225,98885,78993,53353,37915,31208,29249,34070,27487,47478,34378,30508,33770,37957,47708,67209,94218,130617,355820
566,3,1,3,1,2,2,86389,234484,166684,115521,98654,76807,51805,30881,11871,3557,26815,135159,132050,100837,94632,94217,97662,107745,79504,8031,13522,61643,87240,90078,89301,87155,90507,109039,201413,46754,49809,57479,57714,66024,70864,92079,105619,142842,154130,80093,20859,18677,19904,26761,38630,61082,90943,139571,178776,281449,204,8643,7386,15325,39072,78720,162152,243719,255853,65570,253,9547,7142,15143,35279,81338,158538,256907,240375,72122,18099,18271,26924,38665,52491,73408,97718,144191,205194,201691,47352,72982,79468,72287,73038,72057,83735,106996,197203,71548,14450,69191,145009,139469,121815,111894,104635,92381,58653,19155,579582,130114,60044,30501,18550,13414,11193,9718,8001,15534,21762,17574,22219,30802,44351,61686,81679,98942,122202,375434
567,3,1,3,1,2,2,63308,251782,195186,66682,24238,9043,4201,1960,868,327,29616,112542,155907,129761,91961,51567,26808,13493,5327,613,24733,54604,65911,87632,101336,98310,84912,65232,33400,1525,28330,40974,53274,67793,82271,98153,101679,87210,47552,10359,18015,27884,25595,28697,41681,57136,76528,111269,143023,87767,0,6524,18018,22992,45203,77215,136437,185605,119051,6550,0,7652,17724,22605,38452,82616,130403,187323,123044,7776,18021,31383,31261,34796,53618,75052,93085,124553,124837,30989,33872,55414,83008,91175,96789,85601,74916,58689,34991,3140,7113,9947,36487,81215,110807,110617,99980,71243,51111,39075,368136,72857,46045,36178,26514,18466,14252,13560,10771,10816,25853,22809,30081,41518,46753,46361,51648,64431,83405,204736
568,3,2,3,1,2,3,575691,185629,67325,22943,9246,3942,1819,1237,664,611,475430,188785,88754,50691,31964,17237,8956,5024,2059,592,411382,187740,91635,57954,43109,32071,23824,15168,6402,532,83891,81374,90147,105716,105022,118880,107584,97046,62002,18425,209782,173245,103461,77317,67709,62742,59126,55374,44721,17254,1816,166590,253440,184825,112223,78505,48431,18560,6120,536,1797,201576,245757,161227,104825,81661,48631,19759,5169,644,262337,181074,115407,78298,61044,51686,44798,43154,28638,4035,277472,192502,120173,89030,69047,50415,39500,21430,8965,785,34961,5446,10611,19225,29757,40761,56891,88506,172855,410723,191202,111818,100154,88711,78631,74289,71116,58496,39772,54892,224581,167402,113171,85028,67670,55549,45213,35423,28912,46770
569,1,3,3,1,3,3,317836,67928,7720,1828,815,520,366,284,363,352,293271,84726,11905,3655,1796,990,562,471,579,418,265607,95512,21569,7520,3459,1993,1100,760,846,325,26123,29030,40293,56831,63844,65858,57816,38110,16046,4984,131955,111875,54392,36021,25535,17425,11515,6964,3182,651,62,13620,34122,76987,101297,118641,47495,6543,876,34,61,16163,37609,71161,98442,122323,46605,6468,805,40,190040,98831,51930,26603,14328,8189,4902,2985,1316,210,120466,164030,72562,23157,9241,4146,2106,1030,763,311,4751,1142,1354,1836,2723,4429,8938,22243,73602,277658,38014,39460,40501,42107,45283,51181,54074,43675,26294,17751,164480,91239,51777,32593,21467,13784,8992,5770,3907,4896
570,3,2,3,1,2,2,493663,101675,45561,23623,14536,7406,3656,1295,827,343,409502,108834,49578,30615,31684,19211,18881,14766,8546,712,353002,105975,53663,32324,32415,23757,26791,26508,33948,3770,66038,78419,68083,80142,59193,88714,57503,89644,72344,31924,170979,141326,64365,39144,44560,35763,42601,43550,51372,58345,2103,153948,140078,97389,52847,71860,68680,68859,34612,1169,2230,192908,122903,70801,57500,67980,74536,73516,27519,1652,227514,113314,66676,48492,41400,35374,34295,42294,51900,30736,236725,161459,64305,53048,41768,32928,37234,27439,38865,7040,14473,5457,22748,29682,32701,36972,42779,63171,101722,341134,227201,92727,79759,68482,55301,45753,39646,30928,22044,22796,172963,126416,69736,49418,42872,38828,36793,33625,34118,80078
571,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,6,4,1,8,45,0,0,0,5,21,13,8,6,25,48,135,19,7,9,6,11,8,10,6,22,116,36,27,16,15,16,30,21,7,15,0,0,0,7,11,16,30,33,3,0,0,0,0,4,10,20,27,48,3,0,0,10,29,55,59,24,46,36,57,94,181,15,22,10,14,4,13,15,40,106,142,0,0,0,0,0,0,0,0,154,313,0,0,0,0,0,0,0,6,91,0,7,11,12,41,118,51,6,10,101
572,3,3,3,3,3,3,15,5,0,0,0,0,0,1,5,9,18,14,3,12,5,2,4,0,15,32,3,11,21,25,21,17,5,2,29,41,171,7,20,11,3,7,5,0,0,0,134,21,23,14,13,18,5,3,0,0,0,3,21,30,13,1,0,0,0,0,0,12,25,9,14,8,0,0,0,0,17,39,31,34,39,4,17,26,20,18,174,7,7,6,8,6,7,9,12,30,197,5,1,1,0,0,0,0,0,70,182,0,0,1,0,0,2,1,5,121,0,6,8,16,35,116,52,15,8,16
573,3,1,3,1,2,2,22189,226860,125568,55046,36157,20234,10272,5165,2159,3553,11289,137538,125475,87437,57959,40424,25937,13155,5028,2921,24151,154370,109690,68418,47576,40188,29923,21714,9195,1901,18645,9279,12816,18639,32756,42567,73987,121616,123836,52934,41061,69458,55159,47248,43558,46250,56505,65499,62496,19625,761,28593,110698,131682,96950,84460,42506,10289,619,1,720,46755,114875,107405,98859,83758,42984,10771,430,2,48593,85797,69452,52290,48221,51596,50539,54671,40168,5618,19437,17094,37307,59059,74841,76223,86886,87013,46942,3885,8550,2852,5556,11898,21651,36569,59943,97418,157717,104642,118063,75904,49735,37699,33531,34946,40978,43558,39884,31248,86897,82886,60693,50597,48505,47349,43457,36289,26942,21939
574,3,1,3,1,2,2,225608,194610,111670,47767,23832,11204,6437,4279,1891,2209,153559,146535,97176,71584,71240,39461,28702,14234,5365,1955,117805,115701,79352,59557,67153,54366,60680,47650,26189,1683,41885,34157,45883,75843,66786,104994,71728,104138,66255,18788,77307,75185,47194,35293,44600,41276,60175,74667,105599,70082,544,59800,80263,92199,78412,113877,108575,85110,12976,49,649,80422,73719,72725,83414,107665,118554,86294,8126,65,98693,64112,58253,49931,50196,51913,61092,88251,91561,17035,74196,127023,70591,69205,63607,57991,69904,56161,45043,3781,14295,4498,18704,49003,73479,78559,76882,87431,99231,126689,282224,73830,49278,39884,35736,32677,29897,25950,22067,30234,101780,60912,44254,39778,40742,43809,48802,53061,63403,126382
575,1,3,3,1,3,3,210668,182680,28378,3931,1316,683,477,322,285,137,265093,141226,13287,3829,2074,994,684,516,560,291,284393,106843,20217,7169,3898,2161,1448,951,822,417,28832,37300,43096,60356,50928,72830,46941,56015,25663,6170,154015,123004,57718,31906,26401,14773,10724,5607,2753,747,125,6320,74900,171609,91089,59733,18140,4417,792,52,138,12240,98532,134907,97968,59619,18569,4444,704,56,223511,98434,51290,24972,13676,7655,4419,2551,984,246,114424,182831,76733,36538,13698,4981,2643,1286,1392,351,4999,1791,1780,2076,2833,4317,7904,20346,77395,303737,27825,29974,33010,35267,38781,45485,55808,65793,64585,25464,182390,108725,49200,29541,19158,12683,7961,4966,3335,4394
576,1,3,3,1,2,2,287724,57498,9766,3856,2401,1694,1552,1294,1990,17307,292596,45419,13513,6000,4523,2185,1919,1616,2804,15095,280390,45840,17760,9564,7349,4155,3264,2330,3196,12441,50217,41792,34252,37769,30690,44406,40827,43417,36324,27233,154787,107276,37748,20487,16926,13131,11962,9288,6821,10344,19415,196979,115162,35930,9388,7318,3934,1506,197,11,19759,235726,85786,25353,10287,6934,4337,1456,140,13,207920,78529,31799,18378,13510,9778,7532,6711,4900,9000,154108,111088,48746,25006,14945,8231,5597,3046,4112,15131,4402,5954,4620,5726,7814,10516,13619,22704,53455,257026,29606,30601,36609,41386,42875,40742,37441,33982,40087,49148,194529,71602,34992,24099,19682,15157,9043,5271,3978,4940
577,3,2,3,3,2,3,90519,261807,124359,52549,27973,12443,7206,4826,3395,10154,81450,157588,118881,87811,61874,37741,22785,12088,6326,8477,102303,155320,90826,62672,55186,43018,38417,27462,13283,6265,44089,32128,29336,35703,32938,49966,53612,90265,107650,118735,67229,77067,49538,42443,52266,58086,67225,75332,72846,30903,4511,108973,90944,98991,76170,88760,63193,47555,12461,44,4626,132191,83713,79349,79769,85825,67581,49089,9056,76,77870,95958,61446,58272,55576,54502,57276,65937,54857,11883,67057,56254,39455,58237,61348,65926,90334,89147,62362,10854,16896,6352,15372,29687,37911,42697,53471,80100,129579,180746,159003,88993,68260,51187,41175,32206,27191,30355,43821,42501,104017,84127,69892,60694,54961,49494,43199,35366,30466,53888
578,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,15,6,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,15,1,11,1,20,1,0,8,3,126,27,3,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14
579,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,5,3,3,7,6,15,10,2,2,5,2,5,10,14,11,16,10,78,2,8,1,0,0,0,2,0,0,39,38,13,9,7,3,3,0,0,0,0,0,0,0,2,2,9,10,7,10,0,0,2,2,2,0,13,15,6,8,7,10,15,24,27,43,25,25,16,4,123,33,10,6,10,9,5,7,14,7,95,1,0,0,0,0,0,0,0,20,82,0,0,1,0,0,0,0,0,69,0,1,4,8,17,43,24,10,4,33
581,3,1,3,1,2,2,82963,222145,62000,19296,10479,6185,3549,2294,1615,1216,15581,81676,100235,78830,56861,33336,21511,12445,8730,2537,8213,42192,70841,72401,64965,54180,44354,33485,18347,2762,4214,6219,9270,15199,21821,38142,59834,90345,104199,62493,3088,4720,7763,13979,24597,45961,71623,106233,103041,30597,355,3008,9865,32721,66503,112676,125515,52289,8459,120,363,3648,11151,31698,60920,116614,124576,55233,7155,155,2519,6969,15892,28954,47687,62272,80510,90240,67159,9473,6968,17320,20938,31493,38359,48874,74779,93294,73221,6496,1930,3553,7239,14131,26843,48451,78886,105494,92606,32603,267106,82950,30044,12687,6300,3895,2781,1883,1378,2578,3853,13265,25720,40793,58815,71833,74694,59974,39133,23520
583,3,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,5,0,0,3,3,5,6,1,0,7,10,32,3,2,1,3,4,3,1,0,0,25,7,2,7,2,2,6,5,0,0,0,0,9,7,10,0,0,0,0,0,0,5,7,7,16,11,4,0,0,0,2,4,23,58,42,10,17,37,27,46,142,6,6,5,6,9,12,20,17,64,37,0,0,0,0,0,0,0,0,20,60,0,0,0,0,0,0,0,0,18,0,1,2,2,2,26,15,9,2,11
585,3,3,3,3,3,3,48086,97292,18433,4816,1543,561,221,123,75,44,72632,77443,13740,3991,1551,693,259,171,103,53,83516,50978,17668,7958,4720,2668,1449,745,290,52,24676,22109,22957,20642,19976,16831,15648,12531,8304,5737,36252,42703,28748,19806,13742,10595,8036,5216,2339,311,0,2496,15829,37049,36321,34643,24253,11725,4274,489,0,3157,17909,34021,35045,36341,24320,11772,3922,534,55576,46003,23050,14928,10853,7915,5469,3217,1190,140,54661,60549,28094,14728,6918,3329,2073,1061,564,50,6319,2781,3270,4381,5458,6772,9754,16061,33327,81214,16455,16982,19324,20101,19754,18962,17474,14744,9950,13620,44057,37594,22422,15497,11666,9007,7293,5551,4678,9541
586,3,3,3,3,3,3,102025,77408,15402,4310,1890,829,452,297,233,300,121274,63637,10801,3714,1555,781,448,354,319,263,129393,42887,15128,6866,3903,2183,1287,769,523,207,24654,24791,26116,25428,24460,21958,20033,16509,11948,7249,60278,59290,27611,17080,12347,9973,8095,5556,2468,418,12,6593,28779,46224,40783,35103,24873,14112,5596,1003,12,8241,31560,42872,38347,36614,24959,14378,5005,1090,97600,45376,20234,12792,9289,6779,5471,3818,1529,245,75290,67060,30989,14418,7369,3992,2395,1036,458,139,6123,2857,2887,3190,4049,5476,8061,13464,29214,127825,17636,16100,17401,20163,23176,26696,29108,24158,15980,12698,78969,47259,20608,12972,9403,7510,6383,5179,4226,10607
587,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1,3,3,1,3,3,16296,35506,59398,35848,18995,6758,1568,337,285,668,27823,101206,35040,7353,2484,557,283,226,253,390,44572,95503,21628,7611,3671,1240,549,323,262,208,10619,15048,16895,22528,20225,29190,22561,22560,12252,3645,40878,47570,27256,18174,15942,11908,8804,3899,883,174,187,2613,18480,74000,43141,24539,9369,2741,217,3,185,4047,24501,64971,45036,24025,9715,2617,190,3,60742,50212,28322,15636,10367,6109,2888,954,214,103,22495,60373,52075,25169,11178,4187,1853,725,483,418,1506,930,2225,2920,3512,4852,7447,17368,58982,75259,11199,14295,14758,13523,13354,15344,18133,22662,29786,19358,53711,43481,24864,15335,10394,6907,4898,3524,3019,6523
589,1,3,3,1,3,3,10740,143731,88570,24446,10795,3656,1603,563,632,4131,73806,179733,22593,4794,2405,692,471,404,630,3481,117803,133946,23189,5187,2711,1132,909,604,762,2864,22704,24750,31657,46178,35719,34905,48851,20368,15877,8167,81544,82460,45655,28892,20065,15050,8391,3794,1300,2158,3462,10684,23491,122446,87051,32425,7358,2270,98,0,3563,14001,28266,101799,100408,30869,8187,2146,46,0,110533,91412,44743,20332,10960,5151,2336,1206,725,1924,54176,112557,80177,22959,10051,4353,2437,920,858,3369,4515,2715,2902,3293,3958,5425,8311,22325,95488,139820,14892,21259,21533,21228,20967,25533,30990,40764,55122,34336,93230,78585,43539,26207,17154,10708,6264,3695,2635,4692
590,1,3,3,1,2,2,92690,40505,11001,5516,4113,3316,3245,2899,4105,29244,100422,39258,9212,4829,4211,2698,2778,2836,5461,24479,109007,34089,10538,4533,3776,2698,3006,3056,5730,19274,23823,12853,10366,12783,10872,13427,19342,18824,26577,46454,53719,52375,26458,15017,9524,6927,5512,5214,5140,14555,25744,126472,34746,5538,1072,508,101,28,3,2,26403,139269,22908,3595,1177,475,120,28,2,2,68221,59191,20782,9835,6120,4396,3642,4117,5231,13141,49955,36281,21536,18598,13523,10305,9498,6606,8112,24331,4884,8120,5180,5054,5461,6593,8566,12449,29799,108552,5190,8399,13090,18066,18095,18319,19582,22187,31932,36281,73638,54277,23507,14992,11937,8676,2974,733,457,616
591,1,3,3,1,3,3,25242,74372,50178,20010,11245,6438,4397,2448,2359,9557,66580,101318,16578,5353,3475,1479,1247,1138,1743,7353,113406,67642,10532,2718,1830,1048,962,926,1631,5646,20826,11373,11860,18758,17654,22132,46174,27050,18948,11583,116742,48349,16471,8656,5072,3126,1879,1467,1223,3655,6728,20035,34490,126758,15986,2510,292,61,10,0,6926,23557,49045,104675,19707,2388,339,64,4,0,136912,41429,12589,4899,2481,1468,1083,1080,1322,3256,40093,56050,60297,24386,10342,4739,3078,1532,2153,7037,3841,3089,2135,2366,2651,3731,5364,10815,42330,129391,2304,4222,5512,6080,6967,9019,13343,23122,60256,71911,132451,38550,14303,7489,4884,3062,1171,457,320,393
592,1,3,3,1,3,2,58150,131519,89075,35339,10928,2941,1348,723,490,2714,103075,187143,29862,5704,2500,1109,568,438,606,2388,170836,136724,15777,3812,1899,849,582,455,628,1938,21849,16550,19969,27995,23389,30230,39834,58036,58862,36937,101295,113009,55858,33449,15449,7241,3546,1818,804,1472,10815,24835,67720,176932,44983,7283,926,181,12,0,11088,31195,86896,147621,48607,6828,979,173,7,0,148976,127687,34634,11240,4837,2367,1290,834,649,1364,47300,75201,70056,67239,38170,18080,10164,4599,2364,2478,3434,1957,1522,1770,2356,3533,5841,14623,65700,231552,8971,19579,24706,25251,26055,29931,36980,47096,60335,48278,164886,106278,28907,12385,7008,4167,2273,1272,884,1012
593,1,2,3,1,3,3,160264,188488,55958,14449,6475,1212,473,139,83,109,176083,182709,43071,13340,5935,3367,1442,793,339,82,255266,128585,22517,10781,5072,2440,1179,570,223,58,39496,24534,22279,23272,19832,33060,41607,77357,83961,60787,127180,135108,77458,45793,20693,9784,5440,2245,598,118,13301,79129,56127,125072,107924,35927,4316,1340,238,10,13996,95185,50399,102217,122172,33220,4723,1283,180,9,177447,165406,48604,17480,7989,4297,2135,1125,471,119,91497,71352,77714,69315,59116,30217,20237,10670,3077,148,6998,3856,4380,4602,4879,5716,7827,15089,45204,327077,14628,31390,43085,45247,45464,47526,49696,48052,41922,53880,220611,141155,33713,11940,5824,3153,1771,1126,668,724
594,1,3,3,3,3,3,68358,112062,63998,13039,5614,1630,830,286,103,18,89895,131011,33168,6382,2203,1424,616,329,212,28,138347,108718,10034,3980,1797,868,410,262,146,10,21580,9929,12230,12853,10327,18711,26323,61132,57416,33424,70872,105205,47026,24493,8871,3099,1637,585,209,40,42,15488,42895,76498,88335,33285,3613,731,115,12,51,24151,45937,57854,97857,30335,4040,688,88,13,112218,107416,29033,7927,2896,1773,847,420,151,61,54672,32123,42969,48825,57232,17701,11149,4357,2023,338,6699,2236,1628,1673,1733,2180,3258,7100,29523,207671,4741,12143,18483,21800,25327,31042,37807,42700,35958,29940,155764,78161,15431,4692,2292,1230,714,377,262,251
595,1,3,3,3,3,3,53006,122967,27304,12859,10441,3818,2479,1259,485,158,92779,91667,30583,9818,4013,2892,1384,764,322,98,125407,84349,11952,5877,3017,1587,860,474,232,70,18926,4270,5803,6978,6773,15498,24545,59653,57644,33232,32236,72437,69019,37466,12715,4449,2206,846,297,96,0,294,13059,71744,90069,46230,6971,1905,552,76,0,900,19801,55716,101381,42981,7744,1872,420,85,52267,122688,34145,10853,5390,3737,1846,941,350,148,28998,25928,55366,45893,46390,15984,11585,5281,1975,206,10645,1662,1514,1661,2118,2875,4518,8811,26443,173029,4711,19738,32096,33272,29141,28416,27403,21956,11421,22868,89401,104209,20011,7288,4159,2444,1383,741,435,397
596,1,2,3,1,2,3,418649,20354,1428,473,312,245,244,257,376,3275,399009,35508,4780,1292,663,274,247,322,576,2475,399911,36330,3818,1073,477,326,289,326,569,1621,38986,24680,26818,26159,21889,35100,40047,67389,71208,92197,142743,143058,70094,38949,21874,12598,8754,4066,1406,942,52002,157592,100529,90659,30296,10485,2305,906,261,25,53019,184700,92476,66433,35115,9572,2588,888,193,34,208249,155510,44534,17497,7913,4893,2389,1546,1036,813,154295,87030,68190,40073,40002,21345,18694,12573,7155,3862,8384,1112,779,662,764,868,1371,3416,16639,409106,61214,66643,71359,64151,51874,40564,30035,19928,12594,18343,258918,120868,28284,12548,6908,4016,2326,1274,787,1481
597,1,3,3,1,3,3,89979,88313,21297,8405,3425,557,274,159,200,1264,126354,67490,14395,2876,862,557,229,187,249,1070,147768,53505,7479,2676,1075,532,307,210,312,773,21386,3901,4634,5169,5221,11773,20036,54253,56935,31674,30717,64317,75155,30975,8379,3143,1594,708,407,460,7,3340,14609,130098,51694,13357,2718,349,26,3,6,4950,23278,111373,60824,12481,2955,316,15,3,47989,132375,22766,6540,2592,1472,635,456,412,323,32440,33437,58381,37996,32737,9479,6137,2702,1231,1165,9600,2355,2071,1834,1952,2310,3247,5402,14553,171193,6333,31444,46547,36170,23712,16790,11720,9594,7928,23061,76147,110905,15126,5485,2951,1614,799,381,172,96
