census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12
583,3,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,2,4,0,0,2,2,2,5,6,1,0,2,5,10,30,5,2,0,1,3,4,1,3,0,0,0,18,12,3,3,5,2,2,3,6,2,0,0,0,0,7,3,6,10,0,0,0,0,0,0,0,0,10,2,8,15,10,5,0,0,0,0,1,4,12,25,64,23,9,11,18,36,23,40,137,7,7,3,6,5,9,8,16,13,17,59,37,0,0,0,0,0,0,0,0,0,0,20,60,0,0,0,0,0,0,0,0,0,0,18,0,0,1,3,2,1,11,26,12,2,1,11
585,3,3,3,3,3,3,26913,97476,33038,8810,2734,1199,498,218,139,78,59,32,42903,95175,20614,6644,2768,1253,631,260,157,116,76,39,68184,54601,22271,10372,5669,3743,2354,1368,844,438,169,31,20607,19249,19656,17440,17463,15945,15001,12751,11678,9012,5728,4881,27302,38851,28911,20119,14873,11195,9057,7259,5352,3236,1398,195,0,1112,8711,20880,30442,30550,26429,25935,13979,6525,2265,251,0,967,7001,22321,30551,29292,30029,24079,13774,6539,2218,250,42543,47536,24674,15605,11230,8822,6843,4964,3415,1986,638,85,37180,59147,34976,18648,10197,4802,3020,1842,1064,813,317,21,5715,2439,2468,3089,3845,4653,5476,7324,10533,17475,34581,71739,13724,13937,15110,16766,16462,16617,15673,15088,13379,10864,7356,12390,35406,35945,22750,15728,11851,9556,7627,6376,5320,4102,4025,8620
586,3,3,3,3,3,3,71604,92616,25736,7025,2555,1499,688,457,299,206,212,249,95003,79503,17321,5262,2582,1310,681,430,330,241,296,187,115466,47236,18613,8908,4947,3007,1959,1196,753,509,406,146,19975,21813,21898,20912,21089,19762,18642,17104,14904,12609,8635,5803,43380,61873,30719,18085,12328,10221,8459,7226,5485,3589,1476,275,0,2696,19315,31185,35882,33313,27219,25724,15746,8220,3140,638,0,2783,16388,33613,35878,32370,30492,24087,15691,8049,3110,617,79376,53620,21665,13193,9823,7614,5828,4774,3824,2376,868,172,54699,69662,37270,18204,9277,6014,3599,2177,1168,687,286,103,5627,2390,2408,2433,2802,3446,4416,6045,8844,14569,31751,118415,14993,13308,13674,15699,17198,19604,21809,24295,22762,17320,11784,10670,63233,52400,22391,13739,9766,7682,6388,5527,4723,3917,3576,9774
587,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1,3,3,1,3,3,12387,25886,50417,36748,26630,13975,6527,1542,438,253,244,612,17492,81707,53865,14446,4712,1684,472,272,206,183,235,341,26786,95765,31407,11240,4985,2802,1078,568,314,239,209,174,8120,12477,13467,15811,17951,17489,23221,19241,21949,16096,7160,2541,28931,47292,26362,19253,15450,12532,10136,8056,4954,1930,453,139,94,1487,8819,30601,58060,39360,20000,11857,4098,864,48,2,98,1603,7633,35148,60134,34124,21095,10581,4051,753,69,1,48047,49912,29377,17707,11896,8340,5387,2867,1365,429,134,86,16037,40705,53376,35643,18753,6776,3701,1911,832,517,340,365,1416,552,1516,2048,2537,3024,3877,5368,9794,22627,65412,56830,9037,11593,12310,11949,11070,11170,12643,14379,17149,20849,26973,13290,43208,42583,25356,16761,11617,8260,5892,4414,3401,2593,2509,6062
589,1,3,3,1,3,3,5505,108940,114767,23941,19122,6007,3650,1375,553,441,550,4016,28835,198260,41403,9744,3596,1493,514,447,379,414,636,3288,54264,176347,36178,10674,3258,2115,940,770,670,488,698,2705,18330,21546,26419,26835,32848,35030,34789,28231,29347,19542,9994,6265,58928,84213,45298,30432,23035,16710,12115,9339,4431,1875,921,2012,1713,9184,14824,30512,104237,86664,26893,11245,3415,590,8,0,1894,9433,13307,34159,124513,64731,27836,9464,3497,444,7,0,86003,90241,51849,26005,14936,8946,4651,2219,1349,737,563,1823,40642,91237,94092,34051,9877,10021,4263,1978,967,779,772,3178,3984,2349,2351,2498,2863,3338,4295,5761,11695,32356,110934,106328,11763,17570,17083,18601,16915,17947,21062,24630,30372,38646,46746,25289,75222,76678,44389,29153,19651,13622,9291,5975,3764,2539,2034,4391
590,1,3,3,1,2,2,69217,58893,13304,4833,4808,2770,3199,2556,2269,2538,3964,28283,80472,51457,13060,5665,4133,3145,1949,2317,2454,3015,5705,22812,92248,44234,12678,6296,3417,3070,2202,2330,2588,3082,5662,17900,20120,13208,9644,8012,9181,10532,13000,11392,15860,20771,23517,40084,43103,47400,30456,17165,11081,7888,5577,5210,4261,4185,4616,13499,11749,114201,55318,8710,2581,1013,405,184,40,10,1,2,12871,116405,51103,9628,2543,802,416,160,41,7,1,2,52621,61774,25424,11955,7327,5048,3792,3073,3388,3504,4569,12201,42345,32840,23996,16157,11593,12962,9857,7324,5864,5778,7467,22562,3129,7834,4759,4090,4349,4538,5376,6289,8816,13731,32993,98754,4230,6157,9050,13195,14792,15416,15143,16109,17144,20251,30192,29462,59098,56515,25834,15543,11565,9796,7647,3468,991,428,371,551
591,1,3,3,1,3,3,17583,62289,60467,17272,16482,6954,6425,3584,2224,1843,1944,9179,36541,114962,26752,8402,4295,2352,1035,1185,1039,1094,1764,6843,65832,105892,16152,4978,1822,1452,870,785,775,964,1546,5273,17988,11256,10039,10123,13571,17494,21904,24153,33368,25725,11160,9577,93281,62545,18509,10231,6573,4151,2549,1932,1270,1090,1115,3394,3107,19495,18349,61882,85353,15811,2170,590,85,25,3,0,3331,19764,16313,69172,85606,9724,2212,469,88,24,2,0,119390,49960,16780,6628,3507,2045,1304,918,916,910,1135,3026,33672,41992,62329,32081,10889,10205,4690,2376,1436,1510,1988,6539,3163,2917,1906,1878,1999,2219,3049,3750,6524,13821,54677,109810,1843,3151,4200,4840,5053,5998,7389,9986,14621,26706,66942,52007,118337,44997,16106,8714,5615,3908,2699,1264,543,303,238,356
592,1,3,3,1,3,2,42425,105162,100957,46254,24054,6159,2745,1191,847,366,438,2629,67242,181541,63163,10596,3799,1943,914,572,433,371,586,2233,125838,165038,27317,6865,2574,1416,707,531,412,415,602,1785,18686,14192,17240,16787,20307,22540,28264,27059,38116,57720,46046,26694,70766,112508,61502,39409,22550,12325,6243,3729,1960,984,592,1373,6551,20820,36353,103964,117827,39770,6365,1673,319,44,1,0,6930,21162,32132,113976,121662,29545,6294,1330,330,32,1,0,114649,134286,50117,17030,7400,3892,2044,1259,799,598,544,1260,39405,51866,70080,57990,44824,33801,17171,8554,5348,2701,1635,2276,3069,1733,1361,1284,1574,2018,2836,4098,7820,20910,78896,206689,6911,14217,19389,21296,20635,22114,24763,29041,35061,43366,55585,34804,130007,120501,38758,15859,8812,5527,3578,2235,1374,835,666,920
593,1,2,3,1,3,3,141833,151005,93830,24340,10745,3881,999,612,169,75,60,101,144047,177566,67845,16917,9127,5636,2817,1745,752,445,195,69,212941,149420,36074,13049,6766,3971,2171,1085,740,321,108,45,32093,25185,18291,18096,17037,18711,30796,29205,46081,77398,68543,44749,97734,122702,82750,56733,29785,16528,8778,5163,2724,1087,352,81,4582,66180,59191,41247,104529,105824,31793,7677,1738,543,76,4,5439,68997,54505,45847,125152,84029,31102,6006,1762,470,70,5,147091,160110,67989,24166,11148,6422,3657,2250,1188,680,297,75,72135,66443,64343,69261,52438,44374,28171,16791,11608,6249,1433,97,6460,2991,3507,3823,3780,4154,4595,5839,9372,17761,54215,309131,11224,22318,33324,37441,37488,38019,39360,41908,40926,37129,35413,46340,169536,165468,48762,16863,8049,4565,2708,1705,1136,735,517,641
594,1,3,3,3,3,3,62898,74628,85087,27709,9196,3553,1269,1071,274,173,68,12,80631,104747,61510,9376,4247,2148,1174,753,327,192,153,10,114518,118950,20534,5143,2314,1417,764,385,279,177,91,0,18906,10155,8101,10580,8918,10259,18549,16684,32348,62148,44222,23055,54006,89502,59449,31554,14769,7187,2814,1556,732,322,119,27,5,7127,33462,38487,56586,87591,29157,7200,1087,247,59,6,8,8263,31334,42630,69176,74439,28180,5644,1080,199,55,6,98187,98341,43734,12277,4604,2347,1502,932,436,236,100,46,42610,34981,33592,41572,49429,33637,17693,8691,4117,3519,1373,175,6278,2040,1449,1354,1381,1467,1741,2235,4181,9412,38552,193611,3691,8074,13822,16903,18334,21670,25408,30435,34725,34082,26981,25816,121327,99432,23426,7295,3083,1777,1057,682,415,262,202,216
595,1,3,3,3,3,3,39412,113275,39175,16148,11397,7170,2880,2951,1132,793,320,123,76999,85864,43985,11230,6769,4013,2323,1705,747,405,207,73,106062,90132,21711,6764,3527,2406,1400,749,585,287,160,42,17777,4330,3649,5259,4962,6773,15498,15139,31309,61211,44652,22763,27137,44437,69814,50481,21736,10268,4109,2005,1054,467,179,80,0,43,4990,21062,59002,90069,39267,12696,2534,906,282,49,0,58,4615,23902,74428,74795,39408,10042,2573,770,266,43,43451,103732,51764,15124,6828,4444,3165,1933,1044,533,231,116,23500,21537,42574,46362,41351,27251,15984,8833,4799,4204,1080,131,10324,1434,1296,1269,1509,1768,2348,3064,5517,10770,31068,162909,3203,13273,22954,28990,26123,24415,23891,23334,21176,13898,8392,21373,62368,112085,32543,9705,5119,3248,2121,1331,812,462,321,353
596,1,2,3,1,2,3,408230,29409,2415,559,338,265,211,210,187,260,332,3197,385980,45311,6247,2295,1026,393,249,189,223,325,595,2313,384921,46466,7439,1731,672,380,283,222,284,283,586,1473,32266,25176,18948,22448,18576,21118,33951,27552,41250,64692,63666,74830,111916,130500,82954,47604,25567,18177,11332,7723,4692,2305,892,822,23615,149194,104738,64383,58920,30228,8802,3458,1124,455,130,13,25901,152900,96990,71645,61495,22812,8686,2890,1174,393,119,13,183334,151062,58938,22867,10937,6565,4151,2528,1452,1073,777,696,122194,95675,68506,42369,34801,26045,20241,14687,10287,10533,4545,3336,8148,1033,751,563,569,637,681,966,1844,4764,21783,401362,51568,52406,60031,58609,50229,42398,34054,27680,19899,13498,9865,16468,203637,155792,38214,15631,8774,5478,3484,2222,1349,822,662,1345
597,1,3,3,1,3,3,65515,97608,26995,13039,6414,1848,464,308,147,125,178,1232,113598,67471,23765,4463,1861,819,468,259,151,164,255,995,132073,60640,13637,3810,1514,829,466,283,199,176,321,689,20194,4157,3016,4091,3670,5183,11707,12286,27187,57767,44188,21536,26491,36872,72027,51455,15991,6707,2875,1443,822,448,327,397,0,2129,7736,31028,108156,50699,11217,4412,726,90,5,3,0,2209,7254,37138,118053,35777,11276,3713,702,73,3,3,39107,119168,38319,9704,3907,2057,1250,677,435,334,366,236,26421,26474,49965,41434,31983,18714,9372,4822,2538,2118,813,1051,9069,2172,1781,1622,1523,1645,1873,2277,3694,6102,17510,165249,4155,20764,36757,37221,25685,19624,14450,10676,8480,7124,6774,21589,49223,120527,27660,7003,3907,2294,1398,816,425,220,125,78
598,1,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,2,1,3,1,1,1,2,3,4,17,12,6,9,2,11,4,7,1,4,4,5,185,1,0,1,1,1,2,3,1,1,0,0,237,55,15,6,2,1,1,3,12,2,0,0,0,3,62,36,23,2,0,0,0,0,0,0,0,16,73,43,32,4,0,0,0,0,0,0,127,83,95,121,74,136,41,31,40,6,39,11,723,47,23,23,21,11,4,1,1,5,29,30,79,0,0,0,0,0,0,0,0,0,0,162,431,0,0,0,0,0,0,0,0,0,0,35,0,0,1,4,5,7,39,64,9,6,11,206
599,1,2,3,1,3,3,2,1,0,1,0,0,0,2,1,0,0,0,13,5,4,1,2,1,2,3,1,5,2,3,9,10,5,7,3,1,9,2,1,4,3,2,66,1,1,0,0,0,0,1,0,1,0,0,62,17,0,3,0,1,0,0,0,1,0,0,0,4,7,13,2,0,0,0,0,0,0,0,0,3,2,23,0,0,0,0,0,0,0,0,16,8,13,15,9,19,7,6,4,3,3,2,87,7,3,2,0,3,0,2,1,1,1,5,71,3,0,0,0,0,0,0,0,0,0,20,60,0,0,0,0,0,0,0,0,0,1,57,2,2,4,7,8,8,16,30,12,4,0,20
600,1,2,3,1,3,3,115569,42634,11280,4425,3275,2272,1936,1816,2188,1928,3244,36933,115849,43176,12066,5026,4260,2307,1867,1688,2058,2882,5314,31070,125144,37392,13614,5330,3723,2151,2416,2037,2206,2795,5975,24697,24339,5153,4460,3984,3394,4006,6671,9178,12426,22403,41964,89398,39613,36294,33152,26258,27975,14516,10193,6771,4944,4855,5078,17333,7875,32712,31185,30035,34567,36371,30489,19006,3303,1000,166,26,8769,32272,28850,34299,38999,31126,32999,15071,3294,816,150,24,66405,61150,33865,16658,7656,6093,4189,3279,3088,4010,6091,14622,38113,18881,18869,17648,20801,17365,16333,16558,11292,8703,11534,34564,14599,7826,5035,3865,3447,3531,3635,4792,7144,11440,21218,140198,23528,23962,21160,18821,18597,16504,13225,9657,8486,9971,18889,40310,76441,75729,27912,14620,10229,8926,7285,1605,391,236,165,180
601,1,3,3,1,3,3,97362,41318,14922,5993,4188,2920,2313,2146,2150,1981,2951,26575,93881,45827,14541,7371,4512,2974,2304,2113,2309,2785,4466,22184,102645,43314,14755,6078,4239,2707,2660,2225,2209,2640,5029,17175,10049,3959,3435,3480,3073,3700,5820,8988,12809,23840,42435,84393,25763,43091,38998,25560,22992,13313,8238,5451,4130,3884,4132,11142,5500,27199,25361,23803,27011,28089,29957,30206,6980,1960,495,132,6006,26597,23085,25685,28689,27003,34487,25931,6932,1659,458,128,54390,66648,31490,14695,7218,5453,3884,2910,2883,3521,4771,8659,20228,15604,18513,17516,21143,16367,17710,15782,13505,12148,12460,25136,5553,4577,3928,3783,3284,3243,3333,4162,5993,10002,21053,136198,16360,18772,18216,16701,17002,17119,16852,15978,14446,12192,17000,21379,80844,67345,21202,11962,8693,6195,4247,1353,633,372,315,341
602,3,3,3,3,3,3,1642,20772,25562,19888,27753,38046,50249,53370,45483,34077,14797,4990,1371,12121,21731,23797,30735,40737,46428,48866,49810,38645,18875,3513,2744,21477,37933,41559,44286,40365,38974,35378,34774,24231,12597,2311,26006,16582,17439,15980,20484,22082,25436,33955,44760,48055,41735,24115,25752,16752,18159,23349,28825,33501,37642,42071,40891,37536,25281,6870,22,175,2017,9465,22275,45695,54045,95525,68056,27446,11142,766,23,177,1539,9729,22851,41724,57571,89145,72794,29491,10933,652,22928,20211,28463,34304,38603,41274,37852,35937,31332,25824,16364,3537,18262,11648,14511,19254,23938,30632,35270,38643,53770,57648,29913,3140,15977,12533,18265,21779,23729,26884,31488,39430,47091,49652,36788,13013,9454,28033,36890,35708,32227,29092,27653,26785,26330,24514,24093,35850,22680,25752,31194,36114,40460,43009,38963,31304,23758,16681,13373,13341
603,3,3,3,3,3,3,0,0,6,92,259,392,700,1149,1862,2934,4027,1858,0,25,190,432,523,824,1117,1385,2260,3300,2206,1017,0,101,702,737,862,1124,1342,1838,2330,2713,913,617,2178,2591,2113,1410,1144,834,556,646,567,495,341,404,644,732,950,1370,1747,2156,2451,1776,628,327,290,208,1,19,219,284,471,811,1572,3851,5324,629,98,0,0,19,176,295,450,721,1599,3899,5265,759,95,1,426,363,707,924,1188,1496,1828,2064,2416,1280,378,209,876,685,749,1075,1460,1914,2061,1537,1103,586,614,619,2392,3147,2007,1378,988,780,625,562,553,482,350,15,4,27,32,68,94,149,244,801,2779,4305,3283,1493,170,580,768,937,1332,1696,1901,2002,1626,1106,670,491
604,3,3,3,3,3,3,11,3174,14070,22681,39803,59049,80836,81363,65605,57469,33357,19481,332,4331,14560,24823,38787,56015,69497,78452,77695,59955,39541,12911,769,14081,40222,52555,61812,60282,61067,54692,54943,41931,26775,7770,33306,17075,16146,15250,23337,27687,33514,46144,64214,77347,76196,46683,29391,20377,21822,26223,33330,41562,54301,66700,68710,63851,38204,12428,1105,1601,3531,11404,30560,61735,75756,130512,92051,42325,23623,2696,1073,1620,2926,11393,30622,55626,80150,123337,99228,44814,23611,2499,24602,24492,37728,44493,49547,55685,56044,57622,51827,41395,25344,8120,22941,15399,15202,18477,23189,31286,40240,49801,81127,103497,64082,11658,18217,17954,23534,31062,36474,43367,51813,63714,72852,70338,39168,8406,5233,28690,49713,52829,51062,48335,46225,43705,40982,35847,32686,41592,22096,34169,44478,53025,59442,61588,58870,49500,35822,23920,18142,15847
605,3,1,3,3,3,3,213999,199397,94520,42593,24663,16450,11378,8900,5603,4508,2851,1442,151928,153487,117572,62753,44066,31915,22708,16064,10721,7848,5349,1893,161224,144187,121625,69538,44418,29042,19260,13776,10322,6479,4657,1776,13002,15182,15612,19294,23704,32718,46006,72597,100941,126030,106646,54572,36305,76012,82693,77980,72768,69824,65698,57926,42293,27226,12941,4638,335,55664,62936,55568,88367,133641,115383,78250,27061,7068,1836,195,249,53472,58003,59594,78162,133841,129793,77268,26878,6856,2007,181,51965,119360,93018,84322,76497,64880,48782,36303,24968,15962,7004,3243,36627,62789,75354,77809,68885,70585,57836,56757,49862,45288,21836,2676,1467,3771,3720,4372,6249,9157,15093,26726,51223,99229,161437,243860,49880,103829,112102,88301,65709,51002,41280,34211,28338,23280,18576,9796,69744,140930,102418,88668,72482,55577,38903,25163,15384,8387,4946,3702
606,3,1,3,1,3,3,108404,160859,106861,45299,24729,19229,19111,18602,15087,17666,8555,5610,82462,108496,103045,64245,46873,35983,29006,25633,22213,17537,10381,3720,88855,106134,109986,71605,50548,35591,26486,20091,17092,12918,7706,2154,30337,21744,20498,22787,28644,36050,47740,67567,78919,84589,68235,41634,52215,69789,64603,58979,56169,56373,55541,52600,40666,26759,10989,3090,650,40733,31318,49605,101430,126940,88277,62921,29210,11217,3878,804,673,40075,27986,52123,95747,125542,98174,60742,30003,11330,3793,767,61409,85455,75093,71422,64544,57696,45124,35711,25984,16137,7624,1894,49814,51286,58572,60927,55488,52842,44616,42488,43197,53166,33461,5133,5973,3698,5349,9252,13481,19185,28121,43007,67731,105252,122287,125362,22251,53307,67433,66796,59478,52240,46887,42929,36974,32244,32259,34718,74741,95856,79377,74982,66559,54512,41146,28264,16818,8328,4472,2522
607,3,1,3,1,3,3,1219,5173,8130,10452,17151,27547,44290,65796,81203,108018,84917,25268,1182,5282,10288,15508,23758,31908,44393,59312,75210,98613,97163,12505,1802,8316,22729,30399,39219,44416,50717,53710,66859,74024,71125,7718,12403,12020,13210,14422,17482,20329,32460,45557,58586,85388,91085,63948,10613,16749,20737,23351,29054,34523,42931,54471,62590,68783,59780,31280,4148,5387,7742,15775,24415,26524,31054,54744,71555,94399,85760,27067,4200,5340,6817,16617,23633,24360,34206,52471,71258,95801,86499,26981,7279,16942,27998,34212,37361,45793,47693,52787,57128,60333,52751,19096,6685,8684,12192,15403,18618,23674,30004,42921,58388,104960,140652,22880,4796,12858,35879,50315,54438,56397,56869,56616,56593,49197,27492,5398,10475,28091,42228,51108,52681,51298,48879,46138,40975,35202,28624,18699,11489,30832,39343,44266,48980,51952,52949,49102,43475,33108,26581,21790
608,3,1,3,3,3,3,4632,23929,17377,7899,3906,1552,509,464,315,155,104,279,6403,12196,17141,11638,7414,4116,2172,1331,585,345,263,242,12102,18564,16251,8856,4375,2645,1517,867,674,331,265,161,6554,1282,1536,1135,1421,1796,3888,3377,6364,13504,15215,13316,9971,7406,8086,8019,8323,11614,9733,6751,4122,2303,952,337,208,2476,3504,6199,11804,18166,18023,14800,5018,1337,181,16,218,2622,3236,7328,13580,16094,19474,12819,5108,1080,158,15,10757,11013,8978,11357,9100,8297,4934,4134,2720,1857,1039,331,8459,2243,3139,3387,5297,7498,8065,7381,7793,4761,1859,274,5195,364,280,314,442,661,1097,2004,4020,8791,19408,24030,2022,3468,5513,7166,7710,6957,6036,4777,4390,4181,4145,7055,15930,15086,12117,9499,6284,4058,2421,1356,779,451,294,203
609,3,1,3,3,3,3,0,10,808,2287,2879,1670,627,491,350,324,168,48,0,95,1706,1658,1619,1678,1401,1134,632,473,190,45,20,2172,2930,1994,1412,973,645,438,546,253,141,28,407,80,157,142,184,249,569,584,1122,2630,3592,2730,738,2108,1721,1198,1014,1478,1697,1973,1550,916,536,188,1,11,72,1153,1965,3416,4406,3945,1151,230,27,0,1,11,47,1330,2356,3020,4873,3383,1148,184,24,0,813,2553,1494,1459,1416,1657,1265,1232,902,740,491,173,358,63,155,300,625,926,1234,1288,1708,1525,861,43,215,162,160,161,204,252,372,575,1085,2248,4042,2075,236,564,755,938,821,803,833,942,1145,1371,1462,676,2460,2070,1781,1694,1414,1028,693,454,301,177,128,77
610,3,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,5,0,0,1,0,0,0,10,12,0,16,14,15,11,1,3,0,3,13,11,18,119,8,6,3,7,4,6,2,4,0,0,0,97,17,15,5,4,5,11,14,3,1,0,0,0,7,14,20,6,6,1,0,0,0,0,0,0,2,23,12,15,4,2,0,0,0,0,0,1,15,36,39,30,7,12,20,7,18,26,6,139,20,9,5,2,3,2,2,4,8,28,14,112,2,1,0,0,0,0,0,0,0,0,80,166,0,0,0,0,0,0,0,0,0,1,56,0,0,2,3,5,18,61,66,9,5,1,23
611,3,1,3,3,3,3,217418,18167,1026,264,152,105,69,54,64,70,95,566,176942,47862,9225,1325,631,344,206,137,89,110,165,537,184479,39643,7926,2026,965,625,363,192,168,133,180,409,13754,13609,12958,8323,10028,11391,19063,13584,20569,31054,30927,51422,41856,56084,39812,30202,21468,19412,12329,7844,4124,1447,384,487,34742,115159,44426,18821,11045,5741,2516,1512,528,201,17,0,38913,114201,40806,20579,11207,4427,2567,1296,540,157,15,0,56613,84064,37815,23387,13619,10051,4762,2888,1346,666,301,388,60236,37765,30053,21451,21317,18955,15338,11996,12141,8297,3748,598,1459,289,209,205,248,339,494,777,1364,4272,23331,203407,40353,40877,34950,29395,22714,18273,12712,10094,7861,6416,5121,4599,82651,79272,28307,16730,10823,6821,4188,2234,1070,454,270,180
612,3,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,2,0,0,0,0,0,2,2,3,5,3,3,3,0,1,0,1,3,7,13,35,2,2,4,1,0,0,1,1,1,2,0,26,10,1,2,3,7,2,3,3,3,1,0,0,11,5,0,0,0,0,0,0,0,0,0,8,9,5,0,0,0,0,0,0,0,0,0,9,27,32,8,3,9,11,12,6,3,27,24,196,22,5,4,2,2,3,2,2,7,14,57,53,1,0,0,0,0,0,0,0,0,0,10,65,1,0,1,0,0,0,1,2,0,4,10,0,0,0,0,4,14,10,16,7,7,3,19
613,3,1,3,3,3,3,3920,34472,82009,53446,34738,20861,12227,7334,4538,3208,1675,702,2013,9588,28547,39180,46635,47664,36360,22781,13992,8494,3457,434,3128,12901,23057,27158,30033,35027,37718,36448,29309,17506,6588,281,1738,3838,6095,9251,13918,21223,31340,38825,40822,43612,36686,11817,3473,9085,9791,10746,12600,18782,32960,51402,58727,40303,10613,649,26,6247,17997,24124,39908,60780,54580,33593,12592,7274,1046,57,24,5951,14891,25224,36724,56331,62541,34968,14161,6474,889,46,3889,12005,13443,14803,19221,28796,39826,48212,44403,27283,6810,415,1809,3746,6217,10664,16616,28389,41325,50596,53515,37717,8557,406,975,5637,8274,12419,20507,27055,30681,34975,37808,37900,29489,13421,19547,47696,51664,43859,30111,18537,13383,10572,8354,6661,5445,3273,8772,16049,16443,19683,25368,32884,39050,40795,32586,17664,7558,2227
614,3,1,3,3,3,3,9026,66915,61189,22895,11368,6788,4540,3503,2687,2762,2376,3246,6330,31192,50190,36282,25447,15810,9910,6199,4533,3963,3553,2665,10644,36104,45665,34016,22572,14891,10117,7004,5142,3869,3313,1718,9800,6761,6329,6430,7550,9819,14588,22436,31007,36706,28715,14127,20955,23657,23032,21401,22605,22822,21184,15696,10656,6679,3143,1302,342,20882,45497,42298,36381,25144,13727,5538,1838,790,83,9,368,19661,38577,47126,36002,26034,16423,5610,1953,693,72,8,21537,31216,27887,25936,24680,20971,15552,11011,7047,4260,2091,1202,10441,10898,14217,18391,21925,25078,27229,25940,20506,13919,6857,3496,3398,3150,3269,3783,4548,6263,9105,14545,25100,41610,49115,30369,4929,11618,16807,19255,18999,18832,17511,16752,16219,15405,15422,21383,31577,37445,30699,27102,22606,16568,11339,7253,4205,2274,1298,765
