census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7
546,3,3,3,1,3,2,56319,301597,321302,104731,24284,4889,3385,89899,419364,192965,71538,29598,8395,4748,252413,344520,118299,57042,28341,10991,4901,105678,60082,82899,112814,166280,176979,111775,338250,140827,125772,99598,66718,37225,8117,9240,159215,261949,259774,112512,12284,1533,9260,153704,290847,243238,104686,13345,1427,377795,157177,114078,78789,53306,28638,6724,137558,152725,201297,168231,115123,36600,4973,37912,19822,27779,52624,104711,230193,343466,37550,87050,99541,98317,95014,96561,302474,392927,158695,109703,76078,45512,21935,11657
547,3,3,3,3,3,2,1040,169935,348011,275019,76232,20903,6769,20925,282423,345586,177696,49527,16842,4910,107102,381739,246758,102311,40873,15296,3830,145515,67813,107780,153418,198558,158903,65922,231753,172647,205520,148552,91276,40835,7326,491,41148,275794,365178,166446,46419,2433,478,38162,330999,317703,161777,46584,2206,255148,220220,209220,116757,63767,27429,5368,140904,106191,217766,261226,132602,35283,3937,65022,33747,44371,86706,188494,289890,189679,32658,81849,105100,119448,142983,161179,254692,271757,217718,179271,115250,68517,31045,14351
548,3,3,3,3,3,2,71564,374827,414351,220410,68283,28765,19597,71462,472384,380242,153732,63299,38177,18501,183116,530060,242519,115556,66867,42706,16973,73907,81260,114278,176468,258321,309754,183809,216666,265661,304558,183610,124528,75272,27502,921,134954,253205,376701,304324,115564,12128,739,130971,282883,355263,299713,116618,11610,240445,385861,243821,139591,97226,66387,24466,82001,160599,286072,313335,221756,112883,21151,40718,37553,56145,89982,174892,370617,427890,74395,138664,172548,183107,211311,202066,215706,349693,348103,201039,128618,85419,47073,37852
549,3,1,3,1,3,2,293704,563197,449824,306915,149146,60245,26790,258435,444766,476458,314749,185539,132674,37205,299764,438368,392043,287087,220903,166832,44837,183008,167657,177570,240081,333978,460428,287117,188590,279106,281141,301156,340243,316750,142860,11615,160905,199526,380566,572804,459366,65064,11239,156867,222543,367576,556479,475405,59737,234152,294349,310688,301606,295910,297570,115570,202130,269318,308175,305516,316918,344111,103677,48676,109563,169317,246328,358604,477819,439527,415559,395772,312511,227256,182130,168840,147758,256962,311722,320615,337168,312763,206876,103733
550,3,1,3,1,3,2,216405,311376,215683,152851,142269,147553,122138,187512,273616,245757,189692,143757,145336,124837,216322,327068,242203,170706,129877,144005,82455,231566,125979,163333,184076,234046,216348,159482,333427,181134,159088,180319,178843,168356,119908,4365,102500,200424,433134,362375,157905,63522,4252,100075,229595,418954,342742,169243,59364,347685,222542,185907,168032,151167,144284,99148,224478,208913,204455,198859,188298,194709,96186,160935,118022,124370,148614,207504,283335,269258,197243,211865,171661,146203,135289,122115,320321,344715,220801,186594,169104,145274,107042,135096
551,3,1,3,1,3,2,494159,418870,343137,193839,82525,27763,14026,403198,320307,345672,258778,139173,83568,23623,450685,339707,253037,217229,169125,115301,29235,125236,160162,197001,206173,308789,315407,261551,219987,241970,201401,274679,260275,256879,119128,5356,157739,250952,294013,407130,325912,133217,5380,161477,272861,283592,381930,339791,129288,308595,272030,216204,229734,241483,233055,73218,219075,262335,242009,256673,287041,239401,67785,52587,84485,135635,171093,229564,321186,579769,336694,344596,318761,240020,147465,90808,95975,347676,271400,215358,213324,210768,167792,148001
552,3,1,3,1,3,2,6,9,2,8,2,1,21,4,4,7,8,17,18,47,9,11,12,16,25,19,55,121,9,1,2,2,9,10,91,16,25,5,4,18,2,0,1,18,21,8,0,0,0,0,18,24,3,5,2,3,19,28,41,26,33,39,87,15,6,10,9,12,50,173,0,0,0,0,0,10,80,0,0,0,0,3,131,10,2,7,43,100,14,29
553,3,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,2,5,7,21,30,9,3,2,2,3,7,22,10,7,10,12,7,9,0,0,0,0,6,24,12,0,0,0,0,4,34,20,0,0,3,64,30,56,113,90,19,6,12,12,35,148,44,0,0,0,0,0,30,90,0,0,0,0,0,18,0,0,3,12,37,14,34
554,3,1,3,1,3,2,761502,475541,146959,76865,53392,36079,19364,436897,450558,269062,187229,114562,80186,31208,389487,406826,274041,201996,151164,111845,34343,76242,81290,116676,180045,323014,495052,297383,143867,201478,204826,227495,275780,332399,183857,15284,161253,236201,484217,484370,173730,14647,15079,155867,261801,452944,499753,171456,12802,194826,257827,244533,250583,263721,265534,92678,177559,236788,231374,258743,283135,292245,89858,16207,38281,72853,134832,264072,492777,550680,717440,348096,175466,113825,88060,63365,63450,206218,281386,284377,283112,245675,163978,104956
555,3,1,3,1,3,2,248373,685732,323562,101711,38070,4771,209,169194,590904,356917,171707,88805,24389,512,132057,515512,300750,184873,151954,113055,4227,292228,346591,263263,208949,157052,91272,43073,192569,382043,275714,207199,188492,134889,21522,12822,96207,138187,310469,384348,345109,115286,12967,96401,161586,301269,360082,360010,110113,164598,349370,307619,254590,206887,108767,10597,314710,386888,312283,205978,129694,51124,1751,69680,165820,183646,207249,259163,321056,195814,208245,162871,176018,193373,233370,306309,122242,196850,258863,232230,224071,214759,172894,102761
556,3,1,3,1,2,2,10266,236770,155900,131799,105167,42702,5614,7147,171244,142318,135776,131010,89858,10865,17986,149410,90337,94153,143122,157978,35232,196523,133693,100831,91654,82553,59689,23275,73762,122195,85466,108727,127345,118749,51974,1328,23826,40213,85683,104567,184452,248149,1029,24046,47048,81952,100422,190059,243662,60781,102099,80012,91804,152185,147652,53685,104168,147533,131724,103911,98075,84411,18396,147217,178838,101492,68519,63404,84007,44741,90462,99482,97373,103198,105961,125246,66496,86515,73868,62834,69876,90292,118976,185857
557,3,1,3,1,2,2,3449,104185,223911,321405,302360,139409,9089,3490,85965,191482,280475,289637,228648,24111,7377,61081,130500,201081,303792,334794,65183,452177,278035,165606,103408,62300,34156,8126,61772,202657,280378,256278,186376,100215,16132,713,14574,8094,21722,60524,235502,762679,656,14574,9329,21096,60364,239765,758024,24632,76981,212318,314726,308503,149727,16921,158096,232576,219670,188412,178832,116440,9782,461710,294183,136871,92408,65829,42852,9955,18216,30812,79380,171005,319480,368434,116481,34386,72793,143575,210638,269250,254524,118642
558,3,1,3,1,2,2,0,0,2,1,1,0,3,0,1,7,9,16,37,35,0,0,3,36,73,49,42,232,28,9,3,1,0,0,147,90,35,26,8,2,0,0,0,0,0,0,0,94,0,0,0,0,0,2,94,0,2,36,123,111,60,18,191,53,28,22,13,39,18,250,0,0,0,0,0,100,290,0,0,0,0,1,134,0,8,26,88,191,25,57
559,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,4,4,10,5,5,0,0,0,21,25,18,13,113,9,3,0,0,1,0,79,47,22,13,3,4,0,0,0,0,0,0,5,57,0,4,3,3,4,5,55,14,8,12,67,92,53,41,123,50,22,15,13,20,44,93,0,0,0,0,0,70,200,0,0,0,0,0,34,0,0,0,41,100,4,60
560,3,1,3,1,2,2,621,27500,95217,138619,175993,120045,23389,1734,11885,49826,66053,126714,249848,75324,3146,30219,21607,34827,80502,204323,206760,84817,59035,48865,51157,85823,157633,94054,22520,23090,13168,27046,85580,141115,268865,0,5927,23659,28702,25054,77855,420187,0,5700,27697,24669,24135,84183,415000,26857,20671,13506,21702,74444,167049,257155,26518,38161,43086,50832,89451,181978,151358,170648,259651,54741,27289,22146,20517,26392,271184,102820,86991,47534,20106,20247,32502,41800,13518,15021,16648,30841,66326,397230
561,3,1,3,1,2,2,17837,140154,95442,90709,84013,46465,10011,5755,90485,97706,96443,91904,87470,14868,3504,40734,65472,90547,118668,130799,34907,138346,115617,75159,61811,52430,34131,7137,3063,5960,33808,86529,144999,133237,77035,69,1842,3302,13175,33819,134046,298378,69,1809,3855,12867,33031,137863,295137,2733,11868,26929,71870,149782,151798,69651,54539,112202,93863,75586,64653,64996,18792,98170,149382,97804,67578,40951,22423,8323,153155,106387,130783,73479,15002,2684,3141,3379,11037,16547,29616,58836,102975,262241
562,3,3,3,1,3,3,154699,220774,42255,19461,7619,1080,129,80444,238031,76194,35175,12800,3088,285,38388,187952,104200,66975,35646,12041,815,122093,102887,76956,69244,52164,20196,2477,5802,27474,105794,135708,92775,59808,18656,594,7425,27804,59335,129160,159198,62501,612,7558,30829,59683,122442,164596,60297,11479,44119,102704,145222,90367,45009,7117,142317,133181,85820,51095,24851,8069,684,7390,35037,56979,82506,112324,109155,42626,147702,156644,95790,32606,7875,2417,2983,5252,27409,52400,78017,99000,90696,93242
563,1,3,3,1,2,2,958547,81709,14679,3622,915,364,413,925373,84723,27479,14160,6233,1773,508,886470,90700,38381,23843,14206,6091,558,155701,244433,208735,191092,145212,87072,28004,623255,215617,75828,48123,42383,39413,15630,23002,592457,226201,122663,70981,21330,3615,21654,582221,248279,112598,71692,20160,3645,742163,155601,57602,37351,32070,26779,8683,701644,219462,78112,37360,17507,5546,618,24209,7573,15149,25063,41358,93744,853153,136349,114954,150722,192538,223773,161727,80186,606696,207755,93956,52184,35102,25536,39020
564,3,1,3,1,2,2,164853,271029,50942,9153,2872,782,659,42093,244235,139683,50825,17302,5005,1147,24503,118380,155804,104743,65057,29287,2516,34503,61393,86479,121678,119243,64643,12351,13609,20749,30974,78368,139101,165578,51911,852,19996,28744,77385,182588,176527,14198,842,19641,32411,75474,181670,177006,13246,16220,29533,58728,117501,136861,117769,23678,40193,110655,132097,112615,72037,30478,2215,6274,20053,53875,99858,150195,130973,39062,338639,92958,30349,13895,8201,6391,9857,14511,26275,44947,79578,110611,108172,116196
565,3,1,3,1,3,2,54436,258219,224712,148311,120374,61721,11890,30391,128929,200014,195013,174151,125076,26089,19119,91140,105852,147353,187353,240749,88097,141915,107019,95386,106604,143386,182573,102780,39628,51974,59086,88428,153560,231560,255427,491,15337,45588,73822,127993,353310,263122,444,14811,51248,68479,130088,353240,261353,40386,55098,59187,84568,157712,279373,203339,87353,100713,105978,128740,168324,209971,78584,84629,221982,209178,139972,95023,76204,52675,425700,148258,109838,63993,45175,43232,43467,63480,44373,48540,60112,94259,148374,420525
566,3,1,3,1,2,2,192669,283525,156507,123511,80885,32289,7267,74438,201696,150057,132796,142263,140891,34511,32364,115464,131490,123874,128672,192856,151932,75351,84141,90477,116259,157001,209963,143461,28914,26934,39868,69574,128005,222133,361224,3290,12943,20495,83578,213966,386284,156088,3028,12682,23298,79843,220266,386143,151384,24684,34180,56432,88365,141013,233499,298479,77455,111198,107053,106469,110922,191473,172096,27439,179856,196946,166462,149970,117365,38614,648823,114817,42634,22384,16178,13149,18666,29019,28926,45390,75422,114411,148903,434580
567,3,1,3,1,2,2,147905,348945,90119,21174,6712,2145,595,66129,209101,184565,100516,40588,14600,2096,47225,86834,126718,144197,123060,79532,10029,44819,70397,99204,129733,143564,104411,25467,30208,37261,42928,70883,107569,179519,149227,411,24131,30687,92486,165061,272549,32270,225,22802,33018,81474,185573,260774,33729,30433,45932,52139,91995,133345,186545,77206,55457,101070,136423,132349,103981,74329,13986,9513,36111,119146,160656,143115,88359,60695,405579,75504,50719,31780,20780,18649,14584,34738,39085,59784,66328,73440,98739,245481
568,3,2,3,1,2,3,677403,148521,29409,8532,2984,1408,850,570570,171532,72405,34422,13969,5380,1214,508017,171691,82652,52804,35263,17311,2079,120176,125607,135704,169115,158858,120396,40231,298197,173577,111962,93029,85079,74782,34105,29929,391917,207002,150162,70441,19364,2231,29490,387551,224849,135963,72099,19188,1906,349593,195080,111285,79473,66379,55572,13089,377885,202390,123735,85501,50950,25980,2878,36952,12103,28560,50388,79540,159728,502465,241319,148044,126099,107668,101864,75324,68763,307413,183550,119853,87813,65575,46206,59309
569,1,3,3,1,3,3,368097,25069,2378,943,557,450,518,351650,37413,5206,1839,886,682,697,325007,56685,9791,3712,1720,1081,695,37212,54486,73663,102856,80028,40812,9878,192768,99268,50030,30570,17467,7815,1597,3434,44370,91179,175572,79396,5528,198,3365,42418,102740,171331,74501,5125,197,239585,95745,37075,15619,7431,3313,566,201829,151061,31256,8494,3210,1353,609,5236,1802,2724,4941,12359,50790,320824,54669,57229,60587,68537,77064,53239,27015,210829,90637,45634,24904,13404,7027,6470
570,3,2,3,1,2,2,550118,90373,29923,14138,5701,1682,650,461772,105071,40857,36090,25269,20130,3140,404485,101116,50717,36025,38787,42656,18367,106893,105114,81800,118028,111072,109345,59752,255662,113804,58124,58854,56417,68834,80310,53326,242803,98241,100340,110869,76427,9539,53622,243484,106643,96553,99844,83578,7821,293935,106065,68513,54586,51554,62884,54458,330746,131158,75255,52570,38064,50379,22639,15394,23362,42920,49353,61662,106541,391607,268724,120056,97873,69977,57292,40786,29929,237632,123124,70382,58444,52142,47343,95780
571,3,1,3,1,2,2,0,0,0,0,0,0,0,0,3,8,15,4,5,49,0,0,8,29,10,15,64,148,13,10,14,15,8,25,135,40,27,18,40,20,19,0,0,8,21,37,34,0,0,0,9,20,40,43,0,3,30,71,66,56,58,126,190,28,14,13,14,36,125,142,0,0,0,0,0,154,313,0,0,0,0,2,95,3,15,18,83,122,12,104
572,3,3,3,3,3,3,15,5,0,0,0,2,13,20,14,17,2,5,2,45,3,26,38,28,8,18,54,175,19,18,4,8,0,0,144,30,25,24,6,2,0,0,24,34,10,0,0,0,0,31,24,13,0,0,0,23,61,63,16,20,35,27,178,8,11,10,11,10,38,200,3,1,0,0,0,70,182,0,1,0,2,1,126,1,12,23,73,127,19,17
573,3,1,3,1,2,2,107581,253560,79246,40734,16256,5429,4397,54309,213430,117563,67290,35147,14868,4556,85145,188452,99005,61270,44568,24472,4214,22147,15987,29590,49533,112950,176223,100645,70533,87949,66208,64055,78526,96071,43517,4638,135414,140628,153320,63298,9227,34,4655,136546,155090,139575,62614,8059,20,86304,106423,79320,68712,74059,73654,18473,25280,38028,88205,119196,120782,101946,15250,9661,6169,18058,40661,83435,167885,180927,155407,81736,53671,48335,57784,60770,47843,125577,97114,72317,68554,62424,46838,32730
574,3,1,3,1,2,2,315646,213073,60245,22989,9849,4926,2779,212705,183069,94496,78886,39629,17696,3330,166639,134800,92959,79544,87832,60091,8271,58111,63625,76945,136505,134285,120470,40516,119020,74897,52322,62612,78570,128151,115806,14130,126477,95148,152329,174607,68238,876,14076,126199,107198,148578,157648,77341,593,131296,82339,71664,72767,91285,129529,52157,138010,132741,99883,88287,79090,83415,16076,15786,17263,74015,109314,111355,131242,169796,318557,80814,56579,48647,42870,35799,38511,131320,69661,57423,60053,68727,79527,156212
575,1,3,3,1,3,3,317142,104224,4789,1322,692,470,238,360195,58958,5019,2063,1014,752,553,352333,57532,10333,3860,2272,1201,788,46230,62119,63619,99172,86055,57233,13703,225954,102558,45988,29639,15181,6750,1578,1486,79859,176741,133117,31819,3936,219,1477,79959,193807,118543,29313,3872,206,278840,89631,34502,14769,6827,2630,539,208750,164075,45937,10223,2916,2108,868,5826,2473,3103,4928,11152,48327,351369,40569,45762,50135,59307,78746,96958,50515,242269,92494,41425,22539,11740,6099,5787
576,1,3,3,1,2,2,328067,26567,5106,2690,2128,2262,18262,319611,30660,8733,4612,2606,2767,16681,306697,35102,14381,7711,4772,3559,14067,71487,51776,44619,58462,59507,60405,40671,220118,75888,29307,21364,16899,12432,12762,92219,239337,36221,14502,6532,970,59,93093,239176,37631,12808,5874,1160,49,254350,60646,25950,16380,11466,8469,10796,216505,92654,36015,16188,6633,4961,17054,7464,6815,8583,12839,19734,43110,287291,41878,49408,60807,58029,53640,51449,67266,234214,62844,34202,25097,13648,6596,6692
577,3,2,3,3,2,3,203685,266995,68906,26925,10857,6403,11460,140622,212000,114100,70113,32882,14495,10809,171308,165680,92533,66964,55653,32795,9819,59708,43570,44375,59719,86334,132510,168206,102215,85721,61135,81213,94017,109647,58987,41513,162915,103791,135492,101927,44584,1380,41583,163510,115193,127337,93952,48704,996,130647,96582,81500,77302,84578,91852,31116,90427,69554,73334,107862,103143,127316,29338,19140,16317,43653,56781,75795,136709,244416,200561,106382,72634,52834,39727,47756,64798,140766,108047,86041,74988,62059,46949,67254
578,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,21,0,0,0,3,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,22,11,11,17,5,0,11,150,6,0,0,0,1,25,0,0,0,0,0,0,10,32,0,0,0,0,0,0,0,0,0,4,2,0,14
579,3,1,3,1,2,2,0,0,0,0,0,0,0,3,3,7,4,9,11,19,3,5,5,9,20,17,18,78,9,2,0,1,1,0,63,26,13,7,3,0,0,0,0,0,4,10,16,10,0,2,4,0,20,11,11,9,21,31,54,39,30,12,143,22,13,11,7,16,12,96,0,0,0,0,0,20,82,0,1,0,0,0,69,0,4,14,32,50,10,34
581,3,1,3,1,2,2,190605,171554,28397,10976,5328,3036,1846,44196,145339,105259,63012,31713,16538,5685,20116,89026,102887,85123,65988,40067,8533,6693,11735,22256,40840,81626,143827,104759,4873,9367,20747,48873,101202,158002,68538,1338,11890,41547,134388,169320,51729,1299,1342,11052,47031,126819,175737,48509,1023,4588,17737,43506,78971,113409,122713,30751,13638,29879,42438,64922,98766,132921,29178,3078,8280,21626,52530,109356,150592,66274,313920,63320,17756,7013,4086,2352,3155,8217,29973,60384,94342,105893,74259,38532
583,3,2,3,1,2,2,0,0,0,0,0,0,0,0,0,2,3,2,1,6,0,2,4,11,1,6,11,34,3,1,6,5,0,0,30,4,7,4,6,5,0,0,9,7,10,0,0,0,0,12,13,20,5,0,0,4,19,88,27,20,50,58,143,9,9,12,17,25,72,37,0,0,0,0,0,20,60,0,0,0,0,0,18,0,3,3,8,37,7,12
585,3,3,3,3,3,3,108048,54944,6344,1279,359,149,71,124542,37824,5921,1621,437,204,87,111692,38565,11431,5176,2255,789,136,34838,32508,28833,25992,23111,15311,8818,56419,47830,27636,17173,11840,5847,1003,293,18032,42820,55548,36408,12409,1569,276,16432,47596,53095,35780,12358,1484,79444,42564,21022,13283,8027,3552,449,85817,55578,19295,6872,2919,1349,197,7560,4272,6326,8657,13768,29615,99139,23646,26219,28541,27880,25115,18823,17142,62698,38689,21786,14710,10561,7302,11560
586,3,3,3,3,3,3,152050,42208,5605,1788,698,388,409,162170,32521,5180,1684,740,439,412,153111,32904,9522,4299,1973,919,418,36308,36499,33774,34320,29257,21197,11791,92382,51793,23905,15852,11789,6227,1168,603,34781,53694,58558,37841,15000,2601,586,32884,59566,55698,36773,15064,2507,123122,37699,18128,11339,7935,4288,622,110682,60930,18977,7641,3422,1212,282,7372,4083,4603,6765,11364,25060,143899,24450,24003,29166,35498,41034,30399,18566,105826,38751,18114,12098,9123,6786,12418
587,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1,3,3,1,3,3,26310,77491,51232,16470,2906,444,806,71591,90251,10607,1877,435,329,525,99952,59897,10941,3137,901,401,338,17305,23336,27354,37813,35508,26680,7527,66315,46217,26058,19938,12732,3878,350,790,20490,77781,58947,15325,1938,19,794,20184,86436,51451,14353,2054,18,86342,49989,21914,11711,4599,823,169,47747,81906,35595,9723,2496,901,588,1760,2521,4217,5869,10679,40252,109703,17144,21264,18993,20422,25770,34638,34181,75218,43952,21658,12131,7222,4599,7876
589,1,3,3,1,3,3,49329,192988,30065,8753,2408,931,4393,181985,90976,8890,1991,654,703,3810,208203,65122,7942,2509,1193,933,3205,33998,44517,47463,69164,49622,30925,13487,128260,76345,40556,23821,14027,3747,2553,8366,29271,122833,113557,13999,1258,1,8514,28667,146447,92230,11845,1581,1,156378,86291,28151,11270,3675,1337,2220,99632,146507,29465,8579,2545,1389,3740,5680,4047,4847,6406,12060,58386,197326,24143,31022,29143,33600,43600,63622,61494,131311,78885,36989,19810,9308,4552,5854
590,1,3,3,1,2,2,118291,25679,7175,5033,4300,4932,31224,123758,23653,7558,4835,3708,5160,27512,130015,22603,6902,4538,3959,5449,22241,30665,16077,15201,19879,23391,31487,58621,79976,49901,20782,11264,8485,7253,16780,94886,92076,5597,1417,216,19,3,95741,91034,5807,1184,187,23,3,102984,43301,13730,7344,5533,6288,15496,66836,40049,23104,19564,10436,10663,28093,9150,8356,7355,8383,11957,23905,125552,8305,16357,24996,26028,27894,35191,52370,102752,46007,21269,15049,5084,812,834
591,1,3,3,1,3,3,50394,99334,24370,11684,6110,3859,10495,126920,54874,9176,3362,1705,1910,8317,161827,28999,4210,1960,1255,1645,6445,26705,17245,19368,38534,47624,39448,17434,148362,31565,12021,5555,3063,1895,4179,18478,42775,126933,17979,659,44,2,18579,40927,134752,11861,536,50,0,161095,28797,6798,2736,1652,1577,3864,60164,95698,30215,9761,3168,2676,8025,5378,3395,3433,4429,7546,25256,156276,3940,7364,8558,11365,18694,43951,108864,154617,29209,10517,5718,1921,570,528
592,1,3,3,1,3,2,107930,168099,43080,8276,2071,833,2938,197469,120159,8996,2551,854,685,2679,267453,54921,5535,1797,835,716,2243,29240,28638,31794,42999,55299,84729,60952,162390,101506,45292,15412,5668,1926,1747,21839,81531,182145,46085,1981,106,0,21986,78026,198372,33187,1696,127,0,222183,86634,15437,4908,2018,1045,1653,72434,114951,81380,45020,12720,5864,3282,4350,2335,2623,4132,8324,38162,272362,16152,33884,35407,39939,52128,71928,77744,227280,70065,17471,7842,3493,1547,1374
593,1,2,3,1,3,3,237756,165857,18165,4793,798,137,144,276172,120928,20393,6420,2228,851,169,337164,68639,12621,5655,1862,639,111,52008,30518,29961,38188,65466,113721,96323,190028,140084,62383,21532,7988,2111,291,52463,96094,127172,137610,9015,982,48,53431,95604,152498,113405,7298,1109,39,273211,114797,23782,8385,3351,1290,257,121762,111495,96984,60064,29921,12369,748,8553,6075,6585,7352,11305,31573,354185,25903,57201,63120,66813,71433,64303,72117,305729,86950,16811,6160,2692,1330,1013
594,1,3,3,3,3,3,105929,138327,15286,4780,1285,279,52,143995,107142,10237,2459,955,361,119,214100,42910,4478,2031,667,329,57,26874,13660,16182,22148,43645,84347,57069,117620,101041,32114,8182,2385,604,91,3063,55362,77242,116743,8079,482,43,3182,56402,92182,102254,6390,566,38,175933,71045,10672,3175,1341,463,113,69291,60219,72723,43929,18510,5664,1053,7796,2528,2435,2700,4672,17093,226477,8833,23972,30640,40278,53893,58673,43652,205696,42453,6715,2430,1052,472,356
595,1,3,3,3,3,3,124240,79037,16130,10050,3774,1236,309,140610,70718,15188,4667,2150,793,194,179305,42403,6488,3590,1319,582,138,21171,6093,8713,16242,41105,82814,57184,53130,113275,49306,11847,3180,834,195,0,13353,71744,129336,14677,1552,238,0,14134,88869,114203,11715,1771,208,120372,86588,14797,6389,2886,1061,272,38107,72185,65032,36430,18390,6734,728,11415,2178,2521,3474,6312,18727,188649,11310,41114,45298,41492,39372,25373,27063,152446,59603,10322,4609,2046,867,575
