census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6
444,3,3,3,3,3,3,0,0,0,0,0,0,2,3,7,5,12,27,0,2,4,19,24,28,79,5,2,5,5,2,66,22,11,14,5,1,6,12,8,10,0,0,6,13,13,4,4,0,3,10,61,22,32,26,134,7,15,14,11,29,96,0,0,0,0,30,90,0,1,3,1,67,2,10,17,73,13,34
445,2,1,3,1,2,2,0,0,1,1,1,4,2,2,2,3,10,23,4,14,17,23,27,27,135,7,5,5,1,1,116,36,17,10,10,0,0,24,16,13,9,0,0,15,22,23,10,0,1,28,119,53,58,42,208,26,29,18,14,41,138,0,0,0,0,60,210,0,0,0,0,51,0,3,28,116,22,64
446,2,1,2,1,2,1,0,1,0,1,1,4,0,0,1,3,3,14,0,0,7,12,8,15,40,7,6,2,0,1,36,17,5,14,4,1,0,0,12,19,5,0,0,0,16,25,7,0,0,12,62,48,36,52,123,23,18,8,12,61,51,0,0,0,0,20,80,0,0,0,0,27,0,2,4,51,8,34
447,2,1,2,1,2,1,2,1,0,1,0,3,7,8,8,3,6,17,0,20,15,10,15,24,87,9,2,2,4,1,82,11,23,5,5,0,0,4,19,17,0,0,0,2,17,23,2,0,0,24,64,34,30,23,129,19,10,4,21,27,97,1,0,0,0,30,110,0,0,0,0,61,0,0,11,99,13,30
448,2,1,3,1,2,2,0,0,0,0,0,0,70,14,0,14,0,0,135,20,7,27,0,0,315,0,0,0,0,0,329,0,0,0,0,0,79,20,1,0,0,0,72,28,6,0,0,0,150,101,84,29,22,6,430,9,7,9,8,13,184,1,0,0,0,180,330,1,2,1,8,103,1,4,19,238,42,44
449,2,3,3,1,2,2,24,0,3,1,0,0,21,2,5,5,7,2,12,8,6,15,6,9,59,0,2,2,0,0,58,5,2,3,2,0,2,10,6,4,0,0,1,11,6,2,6,0,15,20,30,10,11,5,75,4,4,3,3,9,68,0,0,0,0,10,40,0,0,0,1,49,6,2,4,55,7,10
450,2,1,2,1,2,1,39169,165897,184687,113875,45885,6081,52178,148336,171136,107585,59027,17332,50919,117273,154930,123761,76968,31743,61381,123668,124145,127006,95485,23909,34115,82933,118543,131313,118652,70038,30905,146071,191418,150021,36603,576,31762,148659,186574,151308,36804,487,39904,87576,126551,135639,112202,53722,58107,131052,140050,120451,78072,27862,19900,71032,132014,159621,123405,49622,146117,117686,109359,99629,60982,21821,25859,89603,116748,128047,103654,91683
451,2,3,3,1,2,2,35642,213972,226446,73227,8478,647,51890,242774,199652,55281,8406,409,53703,267745,142350,68317,25376,921,148794,159669,110247,82321,42207,15174,150523,182848,101755,67443,46958,8885,87138,233895,131357,87132,18743,147,90373,233034,127508,88621,18736,140,95938,223192,117273,74773,43136,4100,129967,214665,123674,67813,20718,1575,15975,38733,102588,160698,188125,52293,53162,61934,61998,78531,132308,170479,90697,179343,127079,85135,55019,21139
452,2,1,2,1,2,1,4168,76346,252423,207649,19201,1413,20140,140858,274217,107978,15981,2026,32856,179944,211588,97328,35895,3589,94152,122945,117951,123516,82218,20418,56909,179984,172644,91944,47017,12702,31049,136572,128161,129734,109304,26380,31939,138201,123440,132062,109455,26103,40151,189359,189597,94118,40891,7084,64256,158141,156785,131200,48027,2791,8565,46197,107732,170946,182490,45270,39860,58887,75406,128100,173465,85482,35873,180442,187442,101702,40781,14960
453,2,1,1,1,2,1,373099,216421,29229,3175,81,0,281925,222969,88248,25347,3441,75,195719,125303,133667,109758,56016,1542,235380,197962,96708,57119,27094,7742,134309,131007,117464,124191,96830,18204,94397,105194,127258,220781,73958,417,96986,104833,124408,222151,73235,392,133260,101648,128014,135659,110065,13359,282579,184369,95356,46923,12164,614,6465,116786,169487,94502,60099,174666,176524,166597,125381,93450,47920,12133,99901,81130,85888,136077,139640,79369
454,2,1,2,1,2,1,353632,347841,96038,20662,2948,343,345318,285981,127874,49003,12217,1071,279591,203678,156586,116732,60717,4160,281561,269387,142905,83378,36783,7450,157557,231774,161072,138240,99181,33640,102893,239657,189208,206938,80864,1904,106309,239998,183851,208609,80922,1775,177690,210272,160300,141365,106814,25023,369185,247553,118021,61049,22089,3567,23434,96649,184266,146270,160415,210430,176689,204722,180997,132797,86542,39717,70035,197715,170494,161112,137069,85039
455,1,1,3,1,2,1,63929,428762,498345,261899,26615,830,110153,421763,419876,262280,64531,1777,108018,316843,291070,301070,250493,12886,189228,308484,313835,277840,161739,29254,103112,230519,247464,300915,316429,81941,34203,205923,327034,424300,242954,45966,36084,208769,317944,430196,241199,46188,84869,283574,286549,318445,269862,37081,199663,339813,311047,263251,156475,10131,20861,188016,349904,331085,309958,80556,293640,319854,231938,188300,170237,76411,50070,207251,287498,344044,268213,123304
456,2,1,2,1,2,1,33328,349279,321183,214172,32338,347,132348,319323,262833,181450,53622,1071,154715,246769,209679,182142,150990,6352,254706,262976,198229,150948,72860,10928,151176,250187,164301,166460,179638,38885,101875,261100,247194,254562,84817,1099,104220,263369,240855,257288,83936,979,127599,265514,204549,178869,157515,16601,277964,267607,173374,150372,77747,3583,26493,140130,273466,208113,221466,80979,124560,189653,161642,173066,191351,110375,51526,206089,225976,235201,168054,63801
457,2,1,2,1,2,1,468594,249696,186857,79283,13227,3099,473810,208826,189603,95768,27925,4824,446178,165021,183837,131985,65740,7995,165129,330915,270685,161470,60742,11815,219759,231694,152668,158235,155709,82691,135692,414383,300394,134708,15244,335,140475,415125,292473,136903,15454,326,311217,195411,153306,148916,143052,48854,419555,240188,182574,107128,44298,7013,9589,34475,160946,217063,178698,399985,263018,258901,242039,152663,62478,21657,130029,260760,165970,163182,141545,139270
458,2,1,2,1,2,1,5,1,1,1,1,5,3,8,6,3,7,22,0,13,14,11,9,23,61,13,3,0,0,0,48,13,18,5,0,0,0,23,1,0,0,0,0,16,8,0,0,0,0,9,29,28,23,9,54,9,7,2,9,17,85,1,0,0,0,10,50,0,0,0,0,56,0,3,9,72,7,14
460,2,1,2,1,2,1,107791,228026,167606,92818,24654,2523,119430,171576,138634,107858,70858,15062,83154,135834,119474,121728,127027,36201,66559,124644,160491,156421,99042,16261,41264,72839,92406,118963,166474,131472,16258,120014,254320,203639,28955,232,17001,121681,248223,207370,28902,241,37915,87964,101364,121711,168263,106201,104391,145526,122127,115388,102524,33462,25148,84368,165117,149226,141085,58474,299651,163149,79169,38652,17957,24840,23471,66902,103184,124618,141058,164184
462,2,1,1,1,2,1,85838,146854,133562,94493,54544,10655,103143,124096,116662,93372,68828,19845,89721,104356,116185,103137,83875,28672,48020,104988,134444,136782,85266,16446,50339,77849,86474,126534,124046,60704,10500,104876,200725,181222,27771,852,10371,102808,194793,189258,27809,907,54148,89156,92052,118737,115611,56242,96858,100657,98680,114345,93559,21847,18655,64697,100753,129004,136260,76577,131899,131472,113385,85207,44051,19932,29518,95905,111703,117569,89333,81918
464,2,1,2,1,1,1,94,26529,104583,158618,80121,4848,1301,39750,77840,123092,117892,14918,1781,24895,41675,67586,170258,68598,103957,98247,68781,56968,41115,5725,16537,41829,60402,86511,90545,78969,470,3815,33410,109552,193630,33916,427,3549,31372,111101,193050,35294,3565,31460,49750,91938,131304,66776,22964,71938,90918,81972,83640,23361,151336,117084,50860,30290,21567,3656,89219,67712,69116,72037,57044,19665,9467,26369,33653,48671,104615,152018
466,3,1,3,1,2,1,48555,424478,202025,114652,16807,290,122842,369395,163466,105157,44748,1199,127488,279558,154987,115791,114919,14064,245107,238981,187322,99893,32068,3436,176457,184305,157200,158376,120730,9739,43849,107045,173484,254551,210224,17654,46864,107745,166382,257990,209942,17884,116849,239347,186902,160633,101268,1808,247109,247004,156486,98944,53705,3559,102539,132848,144374,183824,206121,37101,81380,165226,140931,129784,136214,153272,115826,149439,167333,189082,142922,42205
468,3,3,3,1,3,2,7073,116827,350684,587894,871319,2685735,9376,75333,225165,471355,990085,2848218,28682,153448,265536,476602,1045069,2650195,1079071,279002,366566,616394,1087134,1191365,1128214,130840,156533,322240,860620,2021085,3178,209699,572947,476441,1150065,2207202,2833,216403,557634,483094,1161013,2198555,949254,248979,245176,376390,840103,1959630,540176,224409,213497,374558,860958,2405934,2924147,840583,423795,245766,150982,34259,703901,726469,440665,383703,752852,1611942,949186,178353,305363,500259,1023143,1663228
469,3,1,2,1,2,2,4038,61430,217741,327159,357875,206259,11631,51751,117409,249305,362585,381821,12234,50124,111943,194505,358845,446851,17564,17190,29734,62597,233508,813909,12138,13486,25317,111758,427722,584081,507,9352,20316,73189,414542,656596,429,9539,19575,73410,413787,657762,10060,16370,44659,135651,368976,598786,16777,18060,29140,55999,280122,774404,76576,253357,255614,282859,257690,48406,406391,553464,152629,34198,15458,12362,10238,86575,243850,324061,330981,178797
470,3,1,3,1,3,2,2,1807,31579,135957,278042,172736,302,2844,23899,109486,267559,216033,1174,7569,35326,93308,259730,223016,21047,32881,46063,81702,191716,246714,6478,2555,13604,101613,267474,228399,25,1320,5453,23355,214646,375324,26,1349,5291,23203,216003,374251,5326,3597,15445,64976,249259,281520,5983,8477,23578,55300,239468,287317,121132,182341,126068,101735,79104,9743,75381,249426,178192,82176,24539,10409,5179,34313,99297,145238,186698,149398
471,3,3,3,3,3,2,238,18162,158149,190147,102957,14295,754,27721,134873,169475,129179,21946,1488,44000,118647,143660,143799,32354,4466,7481,17484,47656,166596,240265,3138,5024,24109,131209,240939,79529,141,1554,10551,75158,283636,112908,137,1619,9854,75196,283133,114009,2513,8186,42987,120177,221202,88883,3151,3874,18939,74406,280364,103214,8319,38304,82502,128329,178328,48166,148802,199709,95225,27221,8711,4280,4750,73066,154050,134725,84351,33006
472,3,1,3,1,2,2,6136,147893,436991,176244,38082,9112,23488,226899,325442,156925,68318,13386,34309,203801,249655,175742,120783,30168,33166,32485,62317,147215,316090,223185,27583,29521,91341,223823,301414,140776,1740,28307,70052,287124,374554,52681,1607,28903,66671,287781,376596,52900,26122,48990,130466,218374,271332,119174,33580,46669,118713,228105,319547,67844,20136,45390,104710,187083,321418,135721,393405,246006,93957,38624,18603,23863,25478,128736,217009,205431,139539,98265
473,3,3,3,3,3,3,2,18819,115764,65744,24240,9141,339,37412,99977,58008,28310,9664,965,44601,77540,59254,39879,11471,2360,5317,13769,39145,97980,75139,1571,4630,24078,86977,92920,23534,3,571,9521,70487,132171,20957,4,568,8808,70815,132417,21098,1172,7362,35959,74800,86802,27615,1589,5350,23456,66150,115938,21227,6910,13802,30697,56175,91756,34370,66312,101617,41564,14189,7547,2481,2748,43468,75023,62534,36827,13110
474,3,3,3,3,3,3,11,22428,94551,258742,376987,120548,2202,53236,139962,270947,305418,101502,3499,49387,145119,256678,318257,100327,191774,145903,124439,148461,179435,83255,37220,80848,145721,226495,293908,89075,120,4260,27182,124783,345949,370973,105,4390,25735,125634,343521,373882,20119,38275,123419,219633,351403,120418,69939,119905,146666,196445,248808,91504,155167,266719,219436,140275,77660,14010,61590,196849,222453,170584,133740,88051,22200,65252,152681,237045,252278,143811
475,3,1,3,1,3,2,48,51480,301328,358927,310365,122516,2458,109527,289479,295136,306128,141936,5235,96815,220995,277277,358966,185376,160999,183342,181426,209343,261465,148089,30867,93434,180126,293989,350546,195702,178,6464,25026,130697,427835,554464,169,6588,23529,132021,420895,561462,19476,55473,157592,271904,412515,227704,53716,126997,184235,249338,333700,196678,136571,380714,273664,185974,132590,35151,192307,294146,264257,208587,130149,55218,35628,94300,197097,298061,289705,229873
476,3,3,3,3,3,3,14241,288447,393791,304942,170038,44300,17025,378607,335066,250087,187687,47287,24102,308891,293870,248299,267399,73198,230182,274076,246174,223166,170201,71960,50483,279152,377600,288180,178175,42169,116,12379,28223,208002,460607,506432,111,12498,25785,209948,458644,508773,36815,236824,339443,330534,230559,41584,106680,249814,310480,296988,206540,45257,182162,274720,208092,199876,244667,106242,44493,157473,297672,398292,245484,72345,95307,251508,253189,276560,239728,99467
477,3,3,3,3,3,3,7112,207907,303838,341789,255203,67664,10034,196538,310218,304174,286382,76167,12065,170057,285632,276286,349512,89961,357900,317890,230890,171412,83892,21529,118153,172987,299490,276167,226736,89980,1559,17931,39478,167887,442791,513867,1623,18750,37559,168801,445157,511623,86611,168913,284204,295613,268886,79286,167137,275077,315016,244611,146871,34801,345112,303180,190014,168381,145196,31630,91313,159433,254363,325661,203359,149384,82337,158640,207098,219648,244214,271576
478,3,3,3,3,3,3,4991,36843,67096,77825,44263,16346,6778,37703,69771,64549,51217,17346,8239,37234,61528,61376,60665,18322,87420,47837,37753,37812,26364,10178,22329,32475,46817,52569,61530,31644,93,7086,7676,16820,102067,113622,88,7365,7285,17120,103904,111602,17583,22878,52847,56288,68192,29576,49838,46145,49244,48070,41963,12104,51732,75576,56829,35239,22651,5337,36358,52490,43896,42325,44831,27464,17215,15596,33814,54126,57262,69351
479,3,3,3,1,3,3,40019,367664,308101,120882,43306,11995,54925,415276,239155,107907,59016,15634,50221,301784,254957,158351,105774,20771,191149,230977,189432,145402,95097,39736,30628,142778,253488,216948,195413,52344,270,6518,22345,132076,381003,349290,277,6716,20972,133239,381410,348888,28023,127050,236101,249007,212984,38525,138390,272551,232387,157040,74496,17365,52793,151588,180170,200195,213749,93298,201804,209468,202529,173777,78648,25301,45988,131099,170669,180939,173008,189736
480,3,3,3,2,3,2,2777,262254,343751,167064,62735,12171,6974,362636,230852,152184,83162,14993,15008,259099,240237,168023,145783,22730,133083,185727,181748,166103,130442,53855,20030,121509,281004,246679,152687,29311,198,5098,17731,112925,369626,345783,161,5315,16133,113206,366002,350544,18034,122923,236104,270655,178051,25348,56070,174349,212677,241968,147172,19367,57605,160836,176146,167881,192689,95592,76979,214175,264271,215358,56014,23320,54880,151665,163803,203279,189702,87004
481,3,3,3,3,3,2,164,198138,311370,233409,121404,40788,1594,292938,236679,199532,139075,35455,12879,223570,222985,189093,213188,43558,178990,188240,189926,184240,126896,36981,52879,156583,265639,252649,164620,12903,1701,17550,15162,101349,432349,337162,1695,17928,14134,99746,428484,343286,40837,142079,228900,268985,204554,19918,76186,143952,218874,273828,173501,18932,143221,196418,162860,150842,180517,71415,27377,160904,256066,248209,137406,75311,75671,164628,174250,213238,201585,75901
482,3,3,3,1,3,2,33,41721,114442,99373,44457,17057,845,64677,140814,70347,27990,12410,2291,86381,125189,62462,30749,10011,42483,36866,50330,73481,75629,38294,24100,56259,131444,75788,26707,2785,65,3097,28389,115148,151835,18549,64,3160,27693,115638,152406,18122,18625,36021,109173,100986,45642,6636,25142,45903,93717,81134,58394,12793,39226,20761,37065,70970,114147,34914,3209,30808,71849,101970,73354,35893,33156,105981,97097,50149,24258,6442
483,3,1,3,1,2,1,45,32074,175942,177224,43005,7478,1554,64639,191878,123154,45970,8573,2918,89456,158878,109845,61317,13354,13495,25862,51832,110797,158589,75193,7630,30094,107458,139705,115656,35225,19,1553,22378,126390,249448,35980,17,1508,21044,126473,249708,37018,5886,27684,98975,142568,124813,35842,8777,34380,100245,133514,129369,29483,9227,27257,63819,127989,170398,37078,75723,118670,115158,84220,32161,9836,15869,89567,137417,112754,58477,21684
484,2,1,3,1,2,1,7363,142342,245190,148734,31501,2743,26299,168486,217150,116813,44956,4169,31048,140460,185940,125242,81966,13217,37092,32354,70145,164534,220484,53264,30660,31675,83187,147548,183986,100817,5,13714,47653,203309,286798,26394,2,13778,45563,203317,288599,26614,28991,40061,97633,157862,180141,73185,37331,70002,154621,168053,129177,18689,23169,29814,85924,164925,228496,45545,257344,160833,77584,36714,16718,28680,27061,68447,135307,150058,111971,85029
485,2,1,3,1,1,1,2020,44123,122277,147438,70892,5290,7145,49758,98598,110139,106734,19666,8330,41517,68811,82226,130371,60785,33812,36913,48933,93546,137733,41103,11443,21525,37909,66314,124864,129985,1592,15815,46915,112337,168207,47174,1661,15890,45536,112804,168765,47384,8508,19228,36717,74583,136223,116781,16115,32634,59245,90921,146657,46468,46892,90938,78162,86284,77605,12159,195205,82239,45565,32248,25531,11252,8732,25950,50369,83161,99817,124011
486,3,3,3,3,3,3,5241,246063,361421,149158,38736,15422,20160,349226,264181,109440,56023,17011,30833,310950,234346,119536,90465,29911,72806,128035,170037,218354,184985,41824,30672,163196,237807,203422,122328,58616,729,9257,35863,246271,430161,93760,748,9470,34218,246397,432679,92529,25281,177162,231843,207325,128074,46356,57996,202386,259341,163638,106577,26103,31893,68365,132354,205937,284566,92926,122438,173761,201992,179386,105958,32506,40317,201869,222741,183388,107998,59728
487,2,1,3,1,2,1,26268,136316,107015,33048,2628,232,40142,124487,95794,36339,8462,283,33675,97959,79213,59286,33017,2357,57052,70741,71539,64106,36589,5480,37919,55242,76266,79351,50200,6529,2526,12970,25854,81802,139140,43215,2585,13163,25163,81642,139717,43237,35244,61870,85919,80810,39311,2353,62488,81009,80944,51763,27740,1563,19176,28337,65138,82178,87304,23374,43975,74202,71084,55322,32267,28657,25941,57147,81946,83068,46253,11152
488,3,3,3,3,3,2,1539,73518,225637,171042,80022,19609,4643,139527,230501,130569,52502,13625,7432,142270,194228,139469,75902,12066,180421,138581,109629,92698,43494,6544,70997,174461,160299,113380,49491,2739,140,6491,18216,90056,300341,156123,128,6647,17295,90495,300899,155903,36661,153308,193874,134999,48154,4371,89972,167408,172377,96358,41436,3816,87545,96030,129032,131371,106534,20855,14838,52388,81858,129370,177837,115076,35368,121064,184103,152852,61141,16839
489,2,1,2,1,3,1,60741,96463,28135,4215,67,1,80387,68968,25809,12062,2390,6,66947,54238,28698,21035,17284,1420,44640,54696,41741,30633,15687,2225,33660,44469,39259,36183,30138,5913,1237,14075,45383,62529,56458,9940,1266,14979,44483,62300,56616,9978,37201,52814,41037,31782,24556,2232,72128,53605,32112,21461,9841,475,795,14273,27897,38377,58684,49596,45091,50319,36697,29393,19733,8389,11802,50066,46686,40202,28687,12179
490,3,3,3,1,3,2,14608,134264,60249,21382,8150,661,30339,140408,48800,16223,3316,228,46422,122420,44795,20935,4583,159,78094,82598,49935,20121,7025,1541,68508,98796,43525,19784,7726,975,1,6077,21881,128381,77888,5086,2,6207,20291,129821,78177,4816,49549,106009,54724,21913,6906,213,96390,103515,29139,7279,2849,142,23542,13529,24637,51098,92587,33921,9876,16919,25392,49284,81560,56283,33680,80022,71157,35463,14047,4945
491,2,3,3,1,3,2,31117,181035,78058,25245,5796,534,58209,171358,62691,25096,4196,235,68514,130595,64911,38323,18329,1113,86026,112629,65868,34023,18617,4622,78730,94978,62229,48010,33400,4438,34,9643,34671,149167,112957,15313,23,9908,32051,151138,113802,14863,61412,108341,74055,48941,27612,1424,122428,112076,45681,26172,14646,782,21216,18768,43256,79036,122297,37212,36400,50137,46543,61425,75693,51587,38036,89286,89199,62460,32299,10504
