census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13
402,2,1,2,1,2,1,77583,109478,89834,76627,69855,71845,57868,43963,22103,10116,2384,815,161,77352,102321,66390,53437,52439,56171,63036,55689,47584,33363,20122,4419,309,58814,84040,48320,35909,36460,37530,47826,52330,63784,72184,69178,25725,532,10643,43348,60942,71646,82385,72601,81207,75835,58784,44481,22794,6961,1005,22249,52051,38798,31216,28965,26867,32451,38432,47321,65810,89990,110760,47722,198,91199,96385,90267,106772,101247,75784,42662,22619,4845,603,51,0,193,104355,94191,104932,89526,84286,84442,45411,18600,6002,663,30,1,25758,53666,44575,31935,28627,29848,34428,40269,53000,68611,98737,104190,18988,44505,82415,68017,59819,63260,45035,54166,50668,51824,47630,46845,17853,595,1407,3827,32015,80739,89708,73205,56623,44403,37376,36002,42533,73752,61042,244468,109456,63484,43423,33568,27983,24530,23158,21213,17585,12855,8298,2611,11185,55807,40466,28083,23752,24507,27579,32770,40130,48078,55186,81294,163795
403,2,1,3,1,1,1,2560,62494,120625,87148,74212,81936,90405,98077,80649,47519,16691,3503,2487,13011,123138,104515,71256,68351,71418,87501,78010,71039,49372,22886,5274,2535,18109,115322,87539,62397,61596,65615,72492,80771,74996,68435,47133,11447,2454,60862,89347,92773,100254,109610,95097,84308,60684,38626,22079,9509,3408,1749,33441,79962,65909,54980,49538,50359,54952,62693,72285,82368,86279,60709,14831,1,15683,68463,102941,150011,153300,111301,72172,55458,27624,8761,2346,245,0,21604,72023,126100,128754,128881,124510,77476,46743,30612,9624,1761,218,28808,87100,71892,55292,48200,50709,56017,63049,74824,83633,90227,51618,6937,57074,98655,100207,92721,88932,75915,72184,62650,49986,37245,23098,7399,2240,11325,15098,44260,84064,97778,93383,80051,65918,57268,55717,66672,78311,18461,65467,103681,94817,78138,63737,55052,51703,51126,50798,48087,42516,38413,24771,8382,48928,60782,55557,50285,48861,52716,58496,66966,73440,71616,78687,93590
404,2,1,3,1,2,1,8081,71302,116301,87267,56966,60689,64710,75813,82670,60142,24159,5811,2178,18348,126006,112509,68147,53519,54218,59605,64455,58259,48951,35523,14586,1963,26130,135015,95986,59050,47341,47914,50472,58588,59506,59166,52264,22850,1807,38519,60943,81887,97221,101397,95736,83281,66438,45908,27481,12283,4016,979,37700,78563,71064,53285,44350,41223,41747,48009,58248,70672,81559,67233,22436,0,16997,45552,72949,103372,101363,102901,101254,95259,54274,17110,4531,527,0,20942,46945,87365,86526,83706,111866,110881,85379,60249,18206,3524,500,43828,89006,74159,52604,43713,39401,41672,48750,56773,70520,84947,60002,10714,47665,100730,117867,92002,65437,62695,52525,47893,42339,39661,31025,14531,1719,20631,13632,39676,66699,71907,66307,58510,51935,51913,61002,84935,102713,26229,66920,100326,87338,67920,55276,47800,46527,48402,50814,49167,41361,28775,25463,18631,66727,68016,53460,43603,39849,40100,43262,50140,56729,61162,76608,97802
405,2,1,3,1,1,1,5,529,962,2587,7190,18214,39740,91348,130632,92587,22551,5468,7151,90,1217,3467,7922,17886,37954,71752,82722,84304,65814,29602,9019,7215,121,1930,7222,13162,23303,39392,49011,61443,68709,77051,57133,13357,7130,11992,17356,30999,56411,77446,79944,62696,39209,20825,9725,4577,2480,5304,8237,8245,8592,9651,12539,17621,25926,38246,53999,69132,88846,63635,14295,0,129,6195,36615,56478,86867,81347,52294,44125,31568,14476,7475,1395,0,196,8224,45685,45976,69501,93215,59247,39324,34175,15743,6360,1318,5539,6729,8567,9981,13169,19511,29897,42122,54221,68033,93067,56777,11351,7061,8171,11958,24490,43523,67416,69531,66792,50988,36077,18635,7491,6831,7583,16526,43807,81100,80996,69051,53348,34462,18611,8531,3338,1563,48,21604,90092,82168,57957,40458,28816,22280,17484,14335,11456,9175,10604,12535,3837,5539,6391,7909,10470,14890,22403,31771,43985,53864,56843,68462,92600
406,2,1,3,1,1,1,37336,100231,107059,81925,60738,75989,102672,136292,116514,62820,20566,3185,508,53852,113821,83156,77143,78582,98671,118793,96229,75456,59425,39474,10659,574,47649,115552,69315,70743,84423,103816,90277,84868,75356,71823,65514,25796,703,21966,56157,89819,109268,135237,140886,127320,97216,66714,38450,16434,5299,1069,19874,69408,59543,50160,55957,70001,84454,94196,98090,95185,97888,81104,29975,0,8954,60924,96464,131200,148983,136766,110714,105389,69458,27371,8627,985,0,13553,66259,117609,109672,122538,151250,121316,90241,75987,30005,6479,926,25552,77374,66604,56003,63967,79904,88414,87452,85273,87102,97822,75491,14877,45291,100227,85266,100535,111255,120749,96483,79250,58786,51711,39768,15816,698,9280,12235,43236,70681,87569,100252,106983,102166,83118,68778,74806,109485,37246,98821,126849,123433,116535,103346,84431,70154,55259,44136,32150,20267,14428,16026,8502,37519,67856,61756,59699,66128,78379,88885,92434,87863,76385,78231,102198
407,2,1,3,1,1,1,99612,109161,137300,54946,24351,15147,9634,4622,2066,628,156,22,6,89698,79608,105315,76692,41417,24573,15157,10496,6824,4670,2571,620,10,48292,75262,76448,78388,59008,39595,25151,18516,14331,11571,8389,2685,15,19742,59107,63491,59700,54310,49719,45799,35236,30314,20687,13122,5511,913,12557,37895,37291,48800,57403,54962,50413,43054,35584,28245,25176,19434,6837,0,6955,26184,32244,46267,72424,76299,65885,69309,44816,13706,3418,144,0,9332,27615,38444,41374,61329,82743,71226,58468,49354,15152,2487,127,13557,40964,44766,48693,60717,63690,51719,38618,28124,24834,24032,15143,2794,59375,81268,80865,64414,52470,36769,27830,20555,14112,10963,6598,2402,30,2741,1241,3229,8389,16495,25716,36351,48704,60625,69890,71034,87800,25436,79945,61719,64090,60344,53389,45747,37116,24201,13830,7114,3585,2356,4215,2649,15023,40689,51856,55348,56597,53847,46364,38092,29764,22505,21394,23523
408,2,1,3,1,2,1,67045,214172,221727,183966,87253,46158,27480,11997,5090,1699,556,151,35,95504,171285,150239,182640,104014,63032,40768,27879,16843,9632,4189,1201,103,94142,138096,98426,144427,123736,83964,59002,45372,34702,26529,15229,3579,125,31973,72925,117655,130049,123468,111968,98543,72358,52098,32389,16866,6231,806,22293,84207,82817,75188,93839,100764,92278,79764,73089,64608,56275,33576,8631,0,2831,48579,95941,142948,190145,154198,99455,76292,41658,11187,3808,287,0,5446,54994,116458,127838,159053,168333,106703,68722,44058,12493,2972,259,34695,112945,74724,68542,98089,113063,94123,74621,62795,57079,49617,24120,2916,62198,157371,199163,150565,103912,63630,47478,33209,21536,15475,9307,3414,71,12489,5294,11023,20992,35433,57564,85194,111781,124419,106251,80600,119590,96699,109060,107414,104785,105734,104972,97136,84235,61344,38932,20924,9132,6368,17293,16742,67426,73233,67515,73145,89464,99446,93282,81805,66416,51068,45263,42524
409,2,1,3,1,2,2,5250,61696,154152,184725,138719,120801,109250,83607,44667,18659,4495,718,139,9126,66252,120054,183140,171539,142009,104565,62948,37900,19773,7842,1634,96,17418,55548,79569,158041,182843,153229,98821,68101,49589,36869,21961,4775,114,53039,91985,148668,159085,147219,117240,89973,58037,34568,17128,7305,2177,454,29079,34342,51671,73946,117414,139636,135738,114425,88916,63866,47700,25372,4773,0,321,12858,51437,148152,213800,163171,115586,111450,72981,26237,10337,548,0,886,15242,73688,142553,179449,179286,124439,94862,78526,29451,8013,483,26701,41543,41756,68076,127227,165179,143442,104113,72078,59727,51033,23693,2310,35118,82829,178354,195324,155288,108931,72887,44528,25219,16507,8999,2769,125,22994,16258,32536,51498,70388,95231,124435,145074,139514,105684,61828,42459,18979,41637,68554,90528,109325,117305,113447,107820,92261,68066,42235,25963,18312,31425,18983,25079,37292,53395,78117,109714,133291,133586,114687,82125,53757,43285,43567
410,2,1,3,1,2,2,14132,179166,122582,110228,81359,117687,140376,207275,199088,119269,34831,10348,3891,47953,212089,122871,77694,114017,134293,190536,155151,128595,92690,44488,14123,5732,63284,188434,106914,89243,105882,147546,137876,139007,128443,118484,86183,21566,7370,70801,164825,213385,222370,209513,164448,124679,77991,45672,23513,11382,6378,5275,29446,151438,126849,83296,73773,76419,91644,112707,140379,155908,164027,107956,26390,0,756,16815,73383,174986,218135,209187,186188,195622,136012,74537,46241,8370,0,1572,21315,104346,155561,178962,231442,203758,163532,149665,83659,38639,7781,42664,152072,123810,80942,75119,84631,102910,123328,132327,143874,165482,95284,17789,63113,230397,161577,145978,148010,172748,131118,104057,74444,56691,32296,12616,7187,24007,56826,93088,120674,137108,154230,158337,132252,94708,82008,109235,137612,40147,117955,187844,172904,141883,116180,98560,91597,95742,101303,78868,55154,49105,33137,11765,56982,115937,96326,76804,74447,86722,107106,125787,130425,120940,135037,201954
411,2,1,3,1,1,1,2,3966,24473,42905,51766,82943,89894,87243,69213,41060,13310,2841,446,608,14880,43746,43494,59022,61927,76908,67115,61177,47998,25677,6365,1145,862,20437,36904,39728,41307,50202,53413,65499,66199,65870,53440,14684,1517,13639,25012,45901,64692,81640,84246,79090,57631,33598,15648,5807,2250,908,9086,19396,26990,24916,24016,25253,29261,36846,49916,66818,88927,83287,25350,0,117,4444,8814,33959,72629,80341,80528,93373,76924,39907,17058,1968,0,240,5040,12708,33976,60354,86725,87544,80052,84187,43563,13826,1847,7912,20447,32985,28683,27109,29165,33551,42136,54635,70548,90707,62613,9571,10933,21000,41050,55186,59357,70246,65135,60143,51197,41909,24961,7456,1489,6502,10938,30553,60543,79334,81132,70307,54502,41776,33799,27875,11756,1045,98861,112492,72023,47715,33146,24828,21328,19840,18688,16853,15732,17618,10938,4711,9846,22969,24936,23978,25048,28047,33140,40928,49054,54588,71465,121352
412,2,1,3,1,2,1,22,102938,73613,59726,52934,57197,42004,24208,9737,5138,2560,3495,2012,19576,131626,51580,33522,53111,49824,40813,20119,14569,8381,4761,3924,3778,46800,102664,50991,46706,41482,41896,30075,24868,19120,13211,8571,4578,4622,20063,34888,93289,84666,59065,44024,38004,25555,15591,8639,4811,3047,3942,17974,97847,69050,38403,29368,25006,25379,25488,27445,26711,25927,17618,9368,0,1493,16665,67487,90935,74301,54992,44286,44313,22626,9428,5943,3115,0,3415,20285,88616,73417,61080,60912,47945,35583,25619,10753,4978,2981,33920,101082,67099,37554,29004,24655,24286,25771,23527,23348,23950,13466,7922,24039,113541,69170,51764,40212,43138,29851,24050,15536,10401,5384,3737,4761,14954,7728,6169,10618,19978,31436,40307,45069,45454,44788,52065,96364,20654,36943,37804,31581,29004,26991,27430,30606,43215,58664,39640,21026,30011,22669,16549,40161,83527,51257,36044,29841,27699,26856,26433,24355,20969,22045,29848
413,2,1,2,1,2,1,53840,265752,149348,94644,58594,47522,29010,17429,6953,2838,1005,747,376,113640,214962,121984,81682,67882,44630,36589,19696,13526,7205,3547,2072,643,159742,134889,86816,73467,67678,62115,46536,38426,27811,17913,8352,3474,839,10413,32371,65507,93669,109106,112643,103923,82842,57340,33899,16938,7447,1960,22255,140502,83590,50676,44674,44482,51567,58637,65317,66557,58698,32879,8224,0,13503,122086,93356,108643,129124,104356,70213,55672,24517,5450,1050,88,0,25377,123605,105030,95133,107669,115116,75625,46314,27452,5884,783,70,71040,149388,60139,49599,49539,53951,57772,59685,58429,53777,43579,17637,3523,39125,177531,138282,105568,75524,60107,45081,34351,23164,16060,8521,3877,867,3679,2982,2930,6366,17047,35387,56316,73727,83302,83423,83813,118752,160334,127130,109488,80440,62318,53047,49511,51872,56603,58146,43265,21322,8891,6025,26530,129683,74070,49445,44625,47636,53432,58971,62110,58472,48487,42053,32544
414,2,1,2,1,2,1,41467,321184,178564,155651,110395,111022,66464,54307,33089,21679,7923,1014,70,84241,275613,130642,92063,90469,85992,84317,74611,69178,58754,43876,12794,279,55180,208946,119604,69789,63641,70810,73348,83780,96432,104324,112283,44248,444,15841,93318,147709,161946,156936,156325,143160,107655,69587,34725,12030,2992,605,10523,75865,102535,76892,59854,52964,51204,59089,73235,99573,153457,209412,78226,0,13046,51330,92680,110992,109084,115692,127190,161911,126040,104991,81313,8560,0,16522,57075,112554,92303,90280,127522,140616,130530,138391,127781,61953,7302,16162,111368,106270,75247,55536,52529,49439,59854,71042,101640,162896,209538,31308,76897,217569,150273,107119,84534,80517,81842,79539,79494,74970,53941,15606,528,4824,28609,95645,105744,103850,99576,92750,81317,74480,76736,116727,190739,31832,439002,185847,102764,79054,69148,64025,57668,48065,29921,11952,5641,3804,5938,2585,30471,95277,89778,68267,54162,49058,50025,56602,65573,75890,112276,352865
416,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,1,0,3,2,3,1,0,2,1,0,1,4,2,2,19,3,0,1,1,0,1,2,0,1,0,0,0,15,10,7,0,0,2,4,2,2,0,0,0,0,0,0,0,1,9,3,1,0,0,0,0,0,0,0,0,1,2,7,0,0,6,0,0,0,0,0,0,3,1,4,10,5,11,4,1,3,5,9,0,36,6,4,3,0,1,2,1,1,0,3,11,2,20,1,1,1,2,0,0,0,1,0,0,0,10,50,1,0,0,0,0,0,0,1,0,0,1,6,0,0,2,0,4,6,7,11,3,2,0,0,20
418,2,1,2,1,1,1,1,3,0,1,0,2,6,1,4,2,7,3,26,0,2,2,2,1,1,0,3,6,10,16,22,47,0,0,1,0,3,4,3,6,12,26,21,30,41,86,22,8,6,9,4,4,3,2,3,10,10,1,8,51,42,9,13,17,13,12,9,10,15,4,0,0,2,3,1,0,2,0,4,2,5,19,22,6,0,0,4,0,0,0,6,4,0,8,18,20,8,0,0,0,0,0,11,33,43,33,17,45,29,34,20,51,36,12,6,5,4,4,5,13,19,39,38,180,1,0,1,0,0,0,0,0,0,0,0,30,130,0,0,0,0,0,0,1,1,0,1,7,132,0,0,0,1,1,10,27,111,45,7,3,5,50
419,2,1,1,2,2,1,5,1,0,0,1,0,0,0,0,0,0,0,0,7,5,3,3,0,0,0,3,0,0,0,0,0,6,1,5,3,4,2,0,4,1,2,4,3,0,39,7,2,1,0,2,2,1,0,0,1,1,0,21,13,10,4,6,2,1,5,5,2,0,1,0,0,0,2,4,0,4,2,2,1,5,2,2,0,0,0,4,2,0,3,3,1,5,4,2,2,0,7,1,1,5,7,3,10,10,12,8,10,22,2,27,6,9,12,4,2,3,4,3,4,4,14,20,22,1,2,2,2,1,0,1,0,0,1,1,32,79,2,1,0,1,0,1,2,0,0,2,3,6,3,0,3,3,3,3,4,23,5,4,2,4,33
420,2,1,1,2,2,1,0,1,334,1033,1558,3429,12160,19063,70633,149895,170331,69655,2804,0,16,434,913,3384,5087,8745,13282,34858,84450,216663,131715,1349,0,58,1358,2172,3352,5245,8946,18710,54029,126438,169946,109124,1518,2585,3184,8061,13189,22847,33450,40277,54988,81146,105895,98540,35278,1456,2121,822,2365,4398,6149,9514,16795,40950,85226,134253,146580,49294,2429,0,0,7,185,908,2574,3829,5759,12634,26690,47588,133909,266813,0,0,8,353,791,2246,4198,6615,10007,27201,61453,125403,262621,1582,954,3625,5851,7775,9948,15242,25513,48237,89971,153070,129514,9614,1359,522,440,1148,3428,9296,15131,28413,56735,93593,180215,109354,1262,2743,34759,88264,107779,98484,76195,49069,24824,10894,5053,2155,638,39,914,2049,8834,34613,86330,118299,107237,70435,37849,17621,8043,5109,3563,1404,2295,4236,8064,16193,30816,54038,82336,103682,96634,63318,30816,7064
421,2,3,3,3,3,3,0,601,9335,21152,30060,38673,60518,72956,111338,108292,88452,37555,4220,36,2531,8409,16006,24167,26699,42143,59652,81201,102605,135106,82021,2576,38,3277,5636,12974,22492,29369,42218,58421,83982,97130,119848,103899,3868,8891,27447,35566,36868,41896,45639,46708,52779,63771,72694,74028,55480,21385,5346,2327,8407,15138,19289,26693,35392,55046,72398,89163,111257,104341,38355,0,195,1198,2366,10109,18516,23478,28774,47291,63935,75310,123629,188351,0,266,1284,3608,10130,15397,25375,31928,38846,67694,91113,111554,185957,4756,2145,9708,16264,20143,26050,34115,43269,61042,89233,119028,128333,29066,5339,3454,9511,21949,27663,42706,44248,56175,78809,92319,114021,82432,4526,6180,45010,109003,100500,82833,65808,49728,39448,31061,25269,18586,8952,774,53573,76843,62449,68344,69085,63800,52782,38739,28610,23360,21744,16380,7443,9698,17696,17730,19109,21948,27299,35571,47065,61514,71010,70249,75958,108305
422,2,1,2,2,2,2,0,56,2263,5836,8199,9100,28787,28090,57814,39895,22644,7073,704,6,194,1920,3075,5536,5721,13806,22678,34782,41666,56543,24068,466,6,393,1369,2394,3746,5389,9930,22453,45385,50893,44290,23628,585,1693,8317,12225,12361,16223,16248,16322,18482,24680,30489,32866,19030,1525,867,416,1537,3482,4268,7357,11586,25445,40844,44452,41665,22933,5609,0,0,0,0,18,148,788,3532,12597,23292,34540,71137,64409,0,0,0,0,17,124,874,4249,9881,24230,44631,64231,62224,589,1039,3012,4052,5273,6873,11386,16961,28470,43790,50610,34129,4277,613,403,1588,8043,13802,17473,19859,25118,33138,34148,34815,20750,711,675,11977,33825,35628,35804,31981,22558,15147,9881,6633,4173,1847,332,5678,11580,14568,26398,39982,39624,29478,18254,11719,6453,3417,2002,1308,706,3664,5296,6527,8518,11823,16565,24251,30340,32704,30102,26036,13929
423,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,2,4,1,5,8,0,0,0,0,0,4,8,1,7,2,8,6,6,45,0,7,3,1,0,5,0,1,1,0,0,0,15,28,11,6,0,5,9,3,4,3,0,0,0,0,0,0,0,0,4,21,25,20,0,0,0,0,0,0,0,0,0,0,21,39,12,0,0,0,0,0,0,0,0,0,55,28,32,43,18,20,44,19,72,49,5,16,18,10,8,4,3,4,9,38,30,47,1,0,0,0,0,0,0,0,0,0,0,30,80,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,3,3,45,18,3,2,1,31
424,2,1,2,1,2,1,1,633,1584,4501,9413,23513,52696,87585,137492,133976,85857,23473,713,136,794,1746,4495,12539,33165,54089,83415,99911,120177,111599,39119,252,246,1231,3147,6186,13360,26691,43773,72932,99623,113870,117640,62065,673,13873,9412,14478,17274,23152,30228,41410,63052,98890,113701,94843,37719,3405,11110,2271,2113,3312,5486,10934,21874,43177,72814,99524,123756,114415,50651,0,53,861,2030,2496,5018,8560,18474,53445,112926,139202,149728,68644,0,95,969,2324,2325,4131,9089,21033,45379,116870,160995,130987,67240,9325,2097,3033,5372,8777,15045,26312,45207,71336,106903,135057,114640,18333,9987,3452,4882,10019,18009,28126,48096,70323,97890,109934,103568,55990,1161,9758,10733,43865,79241,99787,101034,88170,65516,39835,18401,4842,252,3,72654,120156,96893,76228,59871,45159,32260,20465,11454,6196,3877,3037,13187,6933,2442,2886,6912,15264,27463,42686,58897,74241,84037,83893,88057,67726
425,2,1,2,1,2,1,1,329,12274,41089,49306,56316,63228,82571,138325,173409,180169,158878,3873,1,5253,36236,44715,42445,59367,80155,146986,150907,206164,156415,30866,258,2,7256,32486,39449,49321,74931,103721,148853,177071,158382,129158,38789,349,16032,21400,32759,45763,56700,69388,85015,112799,148663,176808,137300,51502,5639,11369,10483,16121,20438,26523,43709,78085,131804,154927,159343,151337,113843,41786,20,14349,29940,37977,72907,111909,134308,135477,151343,132080,85442,47750,6266,17,17591,29490,45228,62994,91140,145898,150624,132336,143684,97661,37375,5730,10096,13862,21732,29209,39161,61003,86506,124241,152566,159750,156974,93716,10952,11867,14617,24247,30740,38212,55161,80694,123686,171425,199092,163849,45651,527,9236,7139,34019,93466,142272,154136,143968,127519,109680,83237,43066,10788,1242,103344,126930,114707,98829,88628,83860,85068,87770,78752,46897,22537,9073,13373,7211,7838,20569,40883,63462,86856,111968,129052,132546,116089,90581,82350,70363
426,2,1,1,1,2,1,5,724,14645,55645,94706,92442,78781,85637,139454,117499,81640,21428,277,21,7363,45884,86198,76457,73299,66546,107302,119894,110575,65541,23299,504,11,7087,36001,48201,57354,86960,120272,124714,105004,85073,68613,41428,2165,9740,44013,73705,83416,80701,79784,80015,82399,81548,77878,55998,27558,6128,5320,12902,20744,22951,32467,55894,84015,99420,106669,109884,108481,79422,44714,32,10065,33199,46176,80631,124933,142471,134377,123646,64934,19333,3041,45,24,12402,33283,55431,71181,101982,156742,147613,109244,72241,21029,1675,36,4934,17939,25370,30835,42063,67235,92048,108576,106854,106281,97978,63222,19548,5978,20845,50580,70049,77568,85220,82862,84804,92414,90913,79503,39071,3076,3278,10578,35466,73249,112288,134284,133153,110623,81270,54177,27296,7067,154,169828,92500,62336,54409,54648,58258,64910,69696,64640,45256,26630,13027,6745,2106,5984,20435,34239,47821,68091,90338,94625,82682,69666,61665,71826,133405
427,2,1,2,1,2,1,0,986,27692,98969,142369,202455,231510,205629,159491,47678,7802,1416,132,7,4525,48202,88389,130585,198318,210856,218912,125039,73048,25290,2924,34,3,8085,43841,71596,103809,136665,161804,182027,177096,139845,87084,14246,28,34110,125352,149692,140871,141301,127031,112468,103907,90388,58913,31212,9603,1281,5807,14996,41048,67304,94928,141145,169179,174405,147648,118465,90268,49026,11910,0,3593,9508,12738,23250,39567,56882,70516,115353,200395,252420,273136,68771,0,4420,9604,15894,20920,32857,62383,78054,96401,207951,303347,228000,66298,4595,12884,31541,53037,83780,117544,154367,206255,203355,142744,83975,29257,2795,9204,39595,83168,130308,191126,166172,165896,132759,95653,66902,37424,7859,63,4990,28497,106654,161804,181970,169239,140226,114829,90995,68496,45219,13021,189,74548,88958,90578,95603,105441,118196,130061,135976,119111,85691,51659,22228,8079,3018,5836,25811,45798,69859,106641,151823,186881,185358,145835,93319,63661,42289
428,2,1,2,1,2,1,0,723,18099,40534,72759,149550,146047,134551,161111,64943,15861,2814,207,5,6184,34721,59931,71533,125751,122029,173874,104156,59208,35587,13968,252,8,7482,24191,45083,76404,99116,129380,137774,106292,73011,64178,42304,1976,11682,28580,51659,61543,75626,87426,87345,103236,106679,96932,68517,23777,4197,6838,4790,10847,22858,42145,63685,89903,108933,105125,103150,103178,89570,56177,28,18790,51913,57185,76200,99890,121127,125267,128495,68626,36453,22127,1098,27,25248,53116,67412,64850,81344,133080,137488,105363,78973,41889,17553,856,5288,5684,13395,29380,49041,74635,97482,121200,124304,105446,90425,63442,27477,8392,10902,20811,43667,91922,91422,127742,130153,107293,81214,62296,29364,2021,4677,10561,37717,63618,94583,123821,136914,121714,99410,68964,35624,9259,337,201402,102516,69648,60756,60143,60268,62325,61754,52819,38550,21964,7247,7807,2944,4908,15532,30352,50053,72734,92688,102187,98378,86884,72850,72551,105138
429,2,1,2,1,3,1,0,1330,24888,62990,89193,135465,148138,150286,120413,57514,29234,7508,834,156,15396,55272,65133,78473,131903,141444,124054,91662,66908,42762,13968,662,7063,16940,41673,69415,91975,118344,129522,122267,85432,64925,52325,27237,675,32204,38820,55754,64392,70492,75296,85844,99207,108170,101185,66647,25797,3985,23126,10528,17587,30490,52324,85631,115699,128552,114232,95816,81709,50133,21966,20,6416,22509,30788,61184,97298,141743,171872,178649,88734,23849,4558,173,16,8877,21711,39033,57132,80197,152656,187676,152302,98857,26086,3090,160,20135,15247,27160,39725,58099,88481,113050,122905,109626,94704,79423,49821,9417,26732,23127,42920,54679,68848,89971,98975,120579,114746,99967,64896,21584,769,20343,10944,32333,54893,76764,98159,113678,123001,121292,100217,59821,15539,809,73484,78523,74951,80916,91170,96802,95796,83631,61575,36921,19040,9796,25188,16726,7152,27462,57387,83918,102656,109445,101685,85566,66314,50778,49575,69129
