census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11
558,3,1,3,1,2,2,0,0,0,1,1,1,1,0,0,1,2,0,0,1,4,5,4,9,12,24,21,25,0,0,0,0,5,22,37,50,25,54,10,216,29,15,5,6,0,2,0,0,0,0,44,140,49,23,23,16,9,3,1,0,0,0,0,0,0,0,0,0,0,0,16,78,0,0,0,0,0,0,0,0,0,10,86,0,0,1,10,41,80,83,66,36,32,1,134,76,33,16,17,16,8,11,22,26,5,250,0,0,0,0,0,0,0,0,0,100,290,0,0,0,0,0,0,0,0,5,130,0,0,8,12,26,55,170,48,16,9,51
559,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,10,1,3,4,0,0,0,0,6,13,8,25,8,15,2,105,11,6,3,0,0,0,0,1,0,0,20,79,26,7,21,5,5,1,4,0,0,0,0,0,0,0,0,0,0,4,6,52,0,0,4,2,2,2,2,2,2,6,52,14,3,5,2,14,43,79,35,33,32,27,72,69,30,13,14,10,6,11,10,21,31,93,0,0,0,0,0,0,0,0,0,70,200,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,15,93,35,2,0,60
560,3,1,3,1,2,2,0,3546,17076,55529,64350,86924,109180,119765,78653,42124,4237,8,2822,8989,27128,32085,41374,63484,102948,139187,158589,4770,1024,8264,22324,14405,13532,21831,38042,59421,114697,240918,46926,49810,55690,37257,30588,26845,38973,40478,61209,101752,98260,40522,8947,24245,11146,7891,9621,16298,38693,64543,84607,126457,188936,0,38,5530,10943,22635,13140,16101,16132,39901,139585,317379,0,22,4554,9201,24639,13846,15799,17615,39413,163312,292983,8322,26344,11664,8421,9111,12964,27722,63438,98962,165614,148822,12745,24107,24722,24722,28877,32231,46341,69555,96270,195634,26180,21517,275603,124261,45146,24416,17207,14681,13428,12074,20852,12199,212072,91350,62240,58489,48851,29952,16066,11016,11397,24453,15498,34856,10916,8247,9990,8825,10459,14821,23848,37993,80134,341295
561,3,1,3,1,2,2,709,52547,87919,66948,56367,59539,58335,52133,30922,17433,1779,194,22866,63259,60063,62695,61937,62146,60010,54519,36170,772,278,11421,27880,38374,46189,57791,72071,74724,86542,65965,3396,68817,108759,70744,51208,42267,41065,34497,29708,24144,11539,1883,2470,1145,4038,15526,30480,54266,87598,92007,85327,75040,36734,2,370,1400,1577,3986,7122,14817,27279,72887,154820,200371,2,313,1339,1360,3999,7564,14474,28747,71401,165633,189799,2057,2074,8789,13402,24317,44438,77126,104473,98538,83718,25699,18505,66531,70463,65996,53096,48347,43241,42422,39369,34513,2148,10172,140526,86542,67374,55307,42740,31976,21886,14601,10980,2527,112686,68337,67539,83173,78381,46458,17472,5197,1821,907,2660,1963,3538,7665,9263,12629,18538,28713,44444,62929,93731,201218
562,3,3,3,1,3,3,38783,215847,111859,35506,19156,12646,7695,3475,761,238,51,23043,149722,131777,61985,37416,21803,11844,5616,2138,589,84,13752,70967,127869,78488,55580,41264,30153,16970,8554,2301,119,69593,81961,62853,56088,45608,45617,36343,27973,14847,4416,718,2739,7755,18020,50565,87264,86457,70198,50997,39931,25903,6188,2,1154,5898,19026,19433,30920,67535,87787,110408,82216,21638,3,1056,4330,18642,20618,33697,65182,93229,105963,85420,17877,3254,17507,29266,51055,86086,91916,72350,47660,31119,14480,1324,78555,102694,82013,66582,40892,33011,22292,12575,5694,1604,105,2070,12521,23731,32401,41540,52264,65339,75556,71956,55408,13231,101356,88448,101718,75476,42519,20200,7979,3249,1643,878,2551,2555,6989,19636,29057,39374,48937,60084,64574,59397,51607,63806
563,1,3,3,1,2,2,845646,151991,39329,13366,5522,2358,885,421,250,206,275,829165,134935,42401,20745,14016,8872,5216,2822,1339,448,290,793146,130830,47970,28685,20634,14723,11144,7377,4371,1152,217,73814,137609,153324,159329,127178,120092,102907,82072,56834,35549,11541,360693,356555,110963,58199,38599,29797,27516,26608,25940,19726,5653,0,166629,384347,215430,110300,67631,59613,35424,14552,5303,1020,0,168513,370797,213717,123099,69684,58767,35310,13967,5354,1041,572226,235598,82232,43150,30426,23015,21213,19506,17511,12962,2410,500896,289779,111838,67697,37087,24345,14751,8714,3868,1016,258,22853,2829,5106,8220,11546,15970,21541,30367,49112,157345,735360,98769,66109,74766,89709,104252,122912,140200,141999,107579,66986,46968,408509,273970,119588,71627,46053,32801,25401,20431,16688,15398,29783
564,3,1,3,1,2,2,30822,237968,145987,55822,18010,6734,2496,1085,540,322,504,15073,89153,163913,108363,61691,32083,16448,8168,3461,1437,500,11543,31516,81316,106525,91113,66327,50561,34061,20641,6233,454,17406,29901,41752,52341,63470,74603,82563,69403,46245,18618,3988,8687,10286,13548,16305,25996,49300,76765,97355,109034,77371,15643,0,2748,14380,20294,23963,41088,94207,132412,131780,37384,2034,0,2641,13385,19202,24856,43378,92083,136640,128320,38250,1535,8101,16044,18542,27026,54134,74306,86148,86365,79749,45367,4508,19346,44368,69962,88112,77571,76017,57663,40998,20281,5505,467,4255,4958,14067,27567,43692,62837,85826,101928,89615,48963,16582,267660,108080,51087,24906,13451,8705,6016,4803,4064,3725,7793,8201,12317,17398,24133,35327,50271,66001,72910,70516,64040,79176
565,3,1,3,1,3,2,16919,95211,165711,163866,121854,95869,83997,69236,43102,21451,2447,9914,42681,91902,119702,127687,123770,120976,106715,82407,50558,3351,6315,36413,59145,61364,76923,93513,111465,123280,150797,149865,10583,88668,87006,67512,57988,60204,71034,78836,98026,119914,105496,44979,20527,35667,31196,32922,44036,55665,78795,112377,143307,166093,159078,0,1919,12188,26357,37823,38307,64187,104954,216079,246346,131503,15,1834,10888,22644,40962,40198,62738,107206,209730,259681,123767,17555,37926,35214,35177,41426,52485,77191,119348,173918,201234,88189,48302,67822,62187,66207,68284,83514,97672,117300,128963,127102,12310,31501,110568,143948,141216,119109,88328,68377,54982,48538,48452,24644,355276,113927,92547,78992,57221,40267,31250,27226,26742,31979,24236,43662,32655,27541,29557,32727,37793,49537,68435,90985,128150,338621
566,3,1,3,1,2,2,63110,225548,154733,117520,96700,78577,61830,42729,23057,9820,3029,20023,111069,128455,101376,88087,80508,89291,92633,95708,64135,5367,11099,49235,74636,81766,85552,78566,80005,84856,110138,191651,29148,44222,53987,55686,52710,61497,72919,90375,104853,135956,138099,66349,19144,16776,17753,21763,30087,44344,64296,97248,135856,164663,264722,197,7918,6611,10400,24188,46202,100381,173485,248325,200998,57939,247,7764,6113,9197,23593,47631,99669,176672,243522,209437,52799,16868,15602,22396,32190,41944,55176,76054,99969,140716,197951,177786,40966,64453,72565,71682,60598,69512,66417,81773,106819,192009,49872,13695,47822,126126,132545,115971,105199,99263,92896,79123,48071,15941,561423,131894,64166,33570,20161,14060,11242,9666,8521,6900,15048,20348,15544,18910,25191,34588,47631,63356,79948,92775,118710,359650
567,3,1,3,1,2,2,50012,214695,208314,87210,32221,13738,6031,2899,1485,705,285,24387,89278,140843,129662,99280,62887,36660,20024,10067,4067,440,20753,48562,54941,72893,90556,92131,85332,72106,54786,24623,912,24877,36904,46894,55730,70326,81165,92642,90776,73245,37096,7940,15302,25628,23402,24265,32450,45330,57420,78445,109536,129434,76383,0,4847,16575,17472,31991,48406,98028,132659,182549,80266,4802,0,4503,14870,16526,29110,49009,97239,134916,179593,87425,4404,15583,28003,28812,29243,40435,58477,74491,93175,118554,107227,23595,29787,46800,70085,87848,82312,86166,73421,62720,49019,27512,1925,6793,7225,25307,61050,93387,102866,97296,85262,58037,46273,34099,357817,73120,44504,35728,27672,20148,14480,12673,12188,9079,10186,23903,19997,25793,33995,42198,41756,43401,50265,61297,80882,194108
568,3,2,3,1,2,3,543152,200293,72388,29505,11736,5795,2670,1455,961,587,565,442745,194696,96062,53649,35345,21697,12575,7047,3553,1615,508,386251,189677,91299,61710,44663,33586,26754,18878,12045,4548,406,76117,76943,77517,92022,93259,102229,108103,95789,82679,50433,14996,183789,173183,103316,77625,64223,58709,55188,53398,48609,38191,14500,1371,138748,249274,169871,114710,79226,66392,33550,13141,4227,536,1428,133273,235763,173530,124700,84670,64649,35601,12775,4241,416,240350,178077,113241,79389,61956,49078,44839,40104,37344,23284,2809,250004,197986,115439,88752,65286,57256,40791,30019,16735,6459,592,34558,4612,8170,14946,22844,31946,41947,58415,90964,175563,385771,179952,103920,92761,85088,73832,68128,67620,62162,49824,33260,52534,200637,166532,110449,83957,67093,55740,46815,37894,30400,26155,44047
569,1,3,3,1,3,3,293112,89871,9255,2633,940,571,402,325,267,324,312,269959,103901,14165,4323,2367,1135,714,489,426,556,338,247320,106388,25757,8816,4193,2254,1443,849,624,790,257,23411,25085,32297,49554,56652,60218,58447,47284,29301,12411,4275,112210,117113,56702,36338,25962,19990,13718,9060,5430,2471,521,7,11455,29309,54796,81244,97554,97018,24141,3598,528,27,12,11045,25821,51201,83770,107032,92743,24147,3333,556,17,176388,97729,55713,29355,17120,9665,6135,3768,2328,968,165,105179,163624,74060,31073,12073,5760,2766,1442,934,640,261,4644,1045,1144,1522,2066,3116,5317,10253,25867,78610,265092,34564,35613,36422,37965,39591,43141,48990,47718,36169,22196,15971,151045,91807,52972,34023,23163,15425,10601,7204,4642,3416,4607
570,3,2,3,1,2,2,472926,109503,48224,26745,17168,7737,5571,2686,1014,721,290,391316,112555,52538,32352,26761,21837,17808,17245,12440,7031,446,341912,100104,56394,34271,29344,25458,22244,24699,25287,30382,2058,56406,87264,47022,73998,57320,60491,86612,54467,81175,61494,25755,142406,149200,71065,40480,36026,37377,33299,40677,41216,47997,52262,796,153754,140348,70603,55188,50065,71147,65210,60061,23216,1157,929,138613,134500,82617,61588,55528,66172,71136,57083,22723,656,205622,124164,62505,50335,37690,32923,33107,32113,39738,48428,25370,234289,130893,96105,53065,23352,37162,29273,33141,24603,34791,4137,14320,3484,17491,26198,28327,31533,35003,43839,62469,100629,327546,217451,86656,74090,67450,54647,44091,40089,33263,26790,18874,21236,156426,125946,70768,48746,40639,36751,34394,32660,30311,32193,76013
571,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,8,7,1,2,9,43,0,0,0,1,15,18,9,4,7,28,44,131,21,8,7,5,9,10,9,7,4,22,106,39,26,17,15,10,25,26,14,8,13,0,0,0,2,12,8,20,30,26,2,0,0,0,0,4,6,5,24,34,37,2,0,0,9,15,51,51,40,29,41,31,65,78,177,17,20,13,8,8,9,12,16,41,99,140,2,0,0,0,0,0,0,0,0,154,313,0,0,0,0,0,0,0,1,6,90,0,4,12,9,23,45,122,26,7,8,101
572,3,3,3,3,3,3,14,6,0,0,0,0,0,1,0,6,8,18,10,6,10,7,2,3,2,0,16,31,3,8,16,25,20,22,4,5,6,29,37,168,9,14,13,8,3,6,3,0,0,0,129,24,18,17,14,15,8,6,0,0,0,0,1,21,22,20,4,0,0,0,0,0,0,2,25,18,12,11,0,0,0,0,0,17,27,39,25,45,10,4,18,23,23,14,173,7,6,6,7,6,6,7,7,16,25,196,5,2,1,0,0,0,0,0,0,70,182,0,0,1,0,0,0,2,1,6,120,0,4,7,14,18,48,118,31,11,6,15
573,3,1,3,1,2,2,10204,194966,142457,64706,39264,23634,15702,7689,3232,1968,3381,9159,106630,126256,93312,61416,44730,30671,18826,9464,4069,2630,16247,135007,113810,65779,54378,38372,31573,26887,16949,6513,1611,17880,7949,10325,15002,26042,31504,48059,85679,113658,108235,42742,34089,63383,54301,45512,38905,40705,45874,53368,61309,53397,16016,404,25582,105955,97573,96104,79616,68685,26649,5765,225,1,444,22323,93681,101511,103863,86648,63680,28629,5564,215,1,40958,79293,67097,50132,45560,44516,47157,47071,48963,32175,4023,18673,12329,27955,47301,64356,74445,71615,78833,75485,34559,3136,8349,2436,4124,8632,15715,25509,40793,63290,99029,151189,87730,109156,73962,48325,36889,31598,30105,34295,38179,39554,35615,27868,77792,78795,58928,47933,44328,43656,41899,37716,31226,23891,19390
574,3,1,3,1,2,2,199080,186864,122406,58287,29952,11896,8901,5381,3083,1551,2106,136767,139630,96329,73203,62207,48690,33131,22794,11191,4137,1732,110112,101419,79473,57579,58333,55674,51006,54934,40241,20075,1290,38186,37616,27848,65408,61073,70225,103045,69364,90085,52774,14833,64659,75413,48102,35158,34019,39747,41893,60422,74515,99571,57879,383,59684,77334,62013,73241,77249,113473,99755,63002,5622,49,500,51861,72547,64899,78483,85857,106077,108784,57493,5095,37,89342,65356,52006,49412,43260,44027,52330,61345,84388,77693,11878,74017,94556,101380,67236,36392,60119,54400,62985,48617,35154,2646,14013,3537,12203,35528,59884,70779,69848,73564,80690,91711,117014,272818,72467,47832,38597,33133,31561,27968,26297,23365,19330,28409,93590,59432,42665,36716,36724,37468,41863,45624,49699,59617,119525
575,1,3,3,1,3,3,171712,202842,44281,5958,1763,750,528,404,288,232,119,227642,172142,17824,4810,2259,1275,792,599,445,539,227,264195,118144,25374,8815,4494,2581,1663,1181,766,771,335,24882,39349,28949,53823,47852,52203,69580,41548,45795,19211,4939,127926,131356,62904,34526,24621,18864,11894,8348,4450,2179,580,20,6425,74134,117905,106055,67946,40568,10766,2826,487,45,36,4878,50727,124575,120779,74236,37872,10887,2643,511,33,206337,104943,51819,28539,15325,8752,5828,3346,1883,758,208,111618,145363,113538,38652,10021,8115,3134,1862,1092,1217,265,4818,1650,1592,1768,2246,3105,4833,9411,23726,86511,287518,25154,27119,29645,31430,32498,38762,43972,54636,60404,57198,21174,162826,114486,52456,30722,20847,14079,9590,6202,4073,2841,4231
576,1,3,3,1,2,2,275359,67385,11241,3764,2650,1835,1405,1191,1231,1946,17075,280134,53590,15209,6893,4421,2785,1889,1603,1679,2791,14676,270198,50753,18554,10763,7498,5058,3436,2703,2171,3074,12081,46063,41011,26927,35552,29637,35807,42513,32245,42340,30621,24211,135006,113320,43648,21834,15928,13470,11422,10372,8095,5875,9800,12909,199265,117868,30158,12831,6832,6022,2931,901,112,11,14304,184632,120789,37553,15295,7620,5506,3177,800,104,11,192028,85573,33872,19632,13807,9746,8326,6524,5741,4092,8716,147536,100629,56454,27976,14867,11214,5964,3786,2986,4053,14545,3696,5811,4133,4805,6253,8315,10548,14345,23452,56542,247936,27053,27301,31706,37510,37982,38029,35712,33161,31285,38131,44607,181152,76123,35902,23964,19334,15989,11398,6933,4344,3362,4792
577,3,2,3,3,2,3,64962,250894,136499,62195,33293,15303,9328,5886,3922,3079,9870,69628,127181,133012,92089,61802,43562,26948,18093,9303,5436,7967,88306,145855,91881,63202,51791,43745,37858,33429,22711,10208,5766,40753,30807,23802,32579,29750,39351,46456,62538,81170,102065,105151,57665,72722,51656,38170,41797,50041,59395,63721,68625,63736,25407,2501,107259,90803,70319,73136,69317,80767,52627,38172,6660,41,2884,98592,86474,72975,79181,76638,75544,57233,35638,6098,18,67451,92453,59742,53165,50463,48487,52461,55035,59725,45429,9166,63087,48081,45710,45310,49599,62091,65598,85085,78449,48608,9356,16434,5290,11252,23420,31986,36443,41652,54333,80862,125872,165267,149232,84396,65644,50947,40677,33742,26004,25130,29153,42037,37730,96925,76852,66242,57358,52003,47619,42582,37362,30322,27673,51166
578,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,15,6,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,15,7,11,0,11,11,0,0,11,0,111,41,4,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,14
579,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,3,3,5,6,8,13,8,2,2,4,3,4,4,10,13,10,16,9,76,4,7,1,1,0,0,1,1,0,0,37,38,13,7,7,6,2,2,0,0,0,0,0,0,0,1,1,4,10,10,5,9,0,0,2,2,2,0,2,18,8,9,5,7,8,15,15,21,37,34,21,20,14,4,117,34,13,6,9,6,7,5,8,12,7,93,3,0,0,0,0,0,0,0,0,20,82,0,0,0,1,0,0,0,0,0,69,0,1,3,6,12,15,52,14,5,3,33
581,3,1,3,1,2,2,58504,219155,80586,23606,11879,6484,4194,2930,1908,1408,1088,12374,63607,94698,82323,57750,39317,25547,15804,11093,7226,2003,7102,32415,62291,67484,59511,53424,47921,38017,26584,14974,2017,3750,5472,7869,11421,17216,24982,42918,63503,85477,95621,53507,2746,4172,6107,10199,17996,30660,50649,76389,100681,87470,24533,243,2714,7736,21343,45742,73353,122701,98132,34828,4610,109,268,2557,6622,19417,44640,76610,122833,99805,34132,4569,60,2209,5285,12397,22982,34946,50148,63888,77361,82359,53242,6858,5799,14174,20647,24797,32914,38680,53068,70854,90245,56064,4500,1736,2860,5665,10366,18889,33037,54267,81225,98110,78503,27078,254029,86743,33637,14758,7418,4453,3039,2283,1556,1229,2457,3187,10686,20576,32300,46782,60374,68116,65523,49860,34015,20181
583,3,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,1,1,5,0,0,2,4,2,7,3,0,1,6,10,31,4,2,0,3,4,2,3,0,0,0,24,6,4,5,3,2,3,4,5,0,0,0,0,8,4,9,5,0,0,0,0,0,0,4,8,2,15,11,7,3,0,0,0,1,4,15,39,63,14,8,17,37,25,43,139,6,7,2,8,10,6,14,17,18,60,37,0,0,0,0,0,0,0,0,0,20,60,0,0,0,0,0,0,0,0,0,18,0,0,2,3,1,4,27,16,4,2,11
585,3,3,3,3,3,3,39967,96032,25604,5804,2262,831,336,167,90,63,38,60322,83693,17517,5187,2121,941,393,196,132,86,48,77068,51528,19997,9125,5262,3202,1975,1088,534,224,41,22374,20447,20313,21374,17590,16681,14430,13466,10623,6708,5405,31158,40893,28795,20361,14435,10729,8632,6663,4034,1808,240,0,1942,12728,28696,32586,29540,31403,17901,8851,3033,399,0,1728,10034,26333,35045,32849,30750,18395,8488,3064,335,49020,46677,23736,15304,11302,8287,6172,4296,2551,886,110,45378,58889,32602,17480,7846,4471,2508,1452,954,419,28,5992,2607,2779,3655,4510,5460,7081,10234,16831,33855,76333,14977,15388,16975,18064,18110,17816,16640,15417,12533,8494,12952,39565,36699,22598,15627,11761,9310,7516,6162,4768,4233,9067
586,3,3,3,3,3,3,88312,84587,19603,5436,2404,1140,576,364,225,225,274,108351,71570,14147,4290,2027,1034,538,387,269,310,223,122856,44745,16832,7796,4528,2546,1638,973,619,440,173,22049,22308,22494,26386,21459,20950,19305,17485,13987,10364,6359,50784,61386,28975,17820,12526,9946,8356,6685,4404,1909,325,1,4858,23556,38654,37542,32353,30895,19378,10957,4014,870,2,4590,21039,37209,39919,34886,30265,19908,10395,4097,768,89001,48804,20764,13057,9976,6908,5693,4607,2984,1137,202,64663,69737,31755,17163,8803,5197,2846,1659,845,361,117,5862,2598,2628,2687,3300,4305,5799,8458,14056,30500,122953,16250,14480,15360,17598,19922,22596,25336,26145,20240,13570,11619,70831,49798,21755,13279,9492,7676,6449,5363,4437,3854,10182
587,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1,3,3,1,3,3,14070,27044,55721,40561,21935,10805,3530,816,276,261,640,21195,93772,44436,10444,3313,1055,366,209,207,252,366,34669,96259,26628,9560,4493,2045,811,406,264,246,186,9455,13789,12727,19919,19300,23362,26096,18667,19789,9504,2915,33653,46868,28781,18628,14542,12935,9811,6797,2714,612,147,122,2522,16897,50271,50785,30035,16791,6168,1583,113,3,138,2187,11772,46935,58189,32613,15464,6488,1384,118,2,53785,50447,29060,17179,10797,7067,4433,1945,577,162,95,19785,48603,57020,30189,11475,6823,2577,1157,530,401,396,1450,676,1855,2444,2946,3727,5230,8434,19920,62996,65323,9940,12878,13362,12739,12078,12895,14560,17940,21500,28385,16135,47938,42853,25697,16062,11152,7500,5445,4017,3025,2574,6393
589,1,3,3,1,3,3,7643,145254,89338,18988,14490,5410,1864,736,482,582,4080,45614,196552,30786,6836,2672,1159,549,405,453,571,3412,74509,171182,25773,7031,3259,1589,927,790,557,691,2799,20300,19891,26644,41340,34992,36176,44165,21686,24319,12593,7070,66590,83847,48909,28079,23479,14400,11981,6159,2770,1027,2068,2199,11861,23091,56155,121671,49460,18575,5015,1232,26,0,2483,10570,16887,48288,133715,54418,16477,5402,1018,27,0,98084,87521,52602,21817,14080,6621,3563,1583,950,623,1878,53281,112257,61347,33769,15336,6580,2821,1342,1058,810,3256,4228,2539,2614,2778,3287,4135,5991,9557,26946,104464,122213,12901,19535,19298,18980,19728,20843,24228,31453,38868,51439,29351,83520,76136,46020,27765,18441,12306,7926,4738,3072,2105,4680
590,1,3,3,1,2,2,81179,50912,11574,4403,4341,3551,2791,2418,2692,4033,28740,90699,45105,11225,5302,3755,2888,2457,2615,3110,5270,23758,99195,41543,10795,4983,3732,2818,2512,2777,3199,5486,18667,21885,11991,9669,11715,9990,12965,14577,14152,20151,25043,43183,47012,50598,29477,15285,11024,6694,6041,4796,4759,4815,13940,15600,133166,37770,4997,1648,649,305,57,19,1,2,17616,126725,39799,6778,1991,716,271,64,16,1,2,60001,59599,24695,10304,7204,4414,3781,3334,3790,4775,12779,46675,35994,20423,16289,14335,11598,8665,6999,6601,7934,23232,3900,8050,4936,4453,4857,5368,6573,8504,13040,31477,103500,4638,7153,10832,15328,16512,16695,16834,18357,21187,30952,32653,66040,55191,25014,15232,11778,9596,5815,1629,527,400,585
591,1,3,3,1,3,3,20949,76574,52091,14591,13642,7925,4304,2576,2119,2097,9378,49132,111519,21111,6610,3520,1965,1317,1131,1181,1626,7152,82465,96018,11489,3431,1911,1253,925,846,985,1536,5482,19342,10077,10071,16137,15476,19994,34521,24565,31090,14650,10435,101815,57583,18780,8927,6313,3290,2459,1531,1280,1175,3487,3954,22503,33786,93343,46490,5385,1201,162,43,3,0,4503,20797,21568,93053,59548,5979,1043,173,38,3,0,128673,44106,16013,5367,3262,1590,1227,942,978,1204,3157,39505,54890,45680,31490,15455,6958,3300,1822,1767,2144,6696,3431,3061,2015,2047,2297,2754,3949,5692,12284,48621,119562,2028,3639,4844,5345,5850,7216,9338,14171,24495,64009,61801,125328,41355,15744,8038,5218,3636,1992,749,381,256,383
592,1,3,3,1,3,2,49035,122941,97102,37217,16109,4677,1484,1060,461,474,2667,83951,187061,45686,7674,2872,1675,648,553,382,585,2306,143299,158504,19369,4860,2288,1105,702,472,444,600,1857,20188,13979,16736,25601,21724,26848,30600,40067,53941,52818,31149,83207,114525,59835,35635,20295,9101,5363,2603,1286,681,1410,7709,26563,60745,136958,81589,16076,3439,507,98,3,0,8403,23899,43042,138151,98899,17405,2977,523,92,3,0,131386,129170,45169,13485,6400,2956,1742,984,687,588,1311,43827,66988,68387,60479,43720,24833,12499,7116,3456,1963,2383,3222,1841,1444,1496,1891,2610,3822,6803,17475,73163,218521,7740,16681,21897,22778,23474,25126,28966,36642,44759,57806,41313,146258,114520,33969,14173,7830,4879,2970,1734,1021,739,979
593,1,2,3,1,3,3,152727,171092,73273,18635,7863,2691,756,346,94,70,103,156321,184898,55139,13675,9375,3788,1797,1331,529,231,77,233530,140350,29705,10948,5631,3120,1838,902,462,153,52,35714,25920,18498,21177,18401,22883,32955,46814,75224,77095,51504,109658,130986,80900,50272,26261,13149,7445,3683,1498,475,90,6841,85491,54731,62607,130937,63300,15795,2683,852,138,9,8190,77799,52526,56007,141890,70103,13134,2850,752,126,7,156900,169491,57204,20521,9864,5256,2945,1534,898,370,90,80757,73400,63558,78493,52859,35779,23373,15382,7535,2086,121,6682,3425,3919,4151,4201,4642,5966,8525,16221,50167,317729,12549,26485,37955,40618,40998,42459,43885,46161,41949,37908,49923,194244,154617,40961,14330,6892,3851,2259,1359,909,577,686
594,1,3,3,3,3,3,68358,89277,78311,18472,6641,2756,1194,600,232,83,14,80641,124195,46238,6850,4139,1491,736,561,237,164,16,125635,115832,14653,4079,1880,1165,657,326,235,106,4,20147,11179,8875,11724,9645,11205,20620,29240,62621,50896,27773,59336,100932,53530,26915,12541,5077,2014,1063,436,160,33,10,15517,42579,44485,81394,59534,15108,1862,439,74,12,12,12700,36414,46181,84734,66057,12480,1999,352,77,8,98575,114277,32119,9447,4058,2006,1158,614,314,124,50,48448,38159,24915,66953,42917,24752,12506,7671,3157,1639,272,6486,2130,1512,1472,1555,1708,2254,3709,8038,34744,200093,4130,9822,15956,19099,21346,25555,29886,37490,38062,31136,27459,138214,89606,19123,5859,2679,1517,884,516,315,221,240
595,1,3,3,3,3,3,53006,112079,32918,14226,9996,5947,2995,2064,1005,408,132,76999,97055,37274,9332,7117,2754,1652,1308,515,231,83,115787,88085,16679,5704,3074,1955,1214,680,410,184,53,18328,4868,4068,6030,5747,8053,18356,27874,61370,51215,27413,28623,58609,71244,42648,18063,7461,2741,1435,623,233,87,0,294,13059,33748,87975,65887,24162,3985,1339,375,76,0,170,8512,30459,92295,73055,20538,4241,1211,368,51,43451,123746,37385,12159,6641,3977,2481,1401,711,280,133,25891,29035,32685,68574,34306,21263,11916,8521,3811,1427,177,10456,1552,1391,1408,1756,2248,3046,4943,9670,29215,167591,3780,16087,27702,30396,28219,25881,25291,24716,17243,9682,22025,74187,110838,25437,8370,4676,2818,1795,1016,589,360,382
