census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5
425,2,1,2,1,2,1,4342,112651,171271,401509,269995,25445,114354,242681,471102,106186,25381,116250,275768,429990,112379,56441,129465,230487,415004,128371,31383,60591,218702,405492,243600,31692,150672,326981,348318,102105,37456,144729,325931,358350,93302,36291,88213,233710,404898,196656,40704,89832,221568,474970,132694,31205,286422,369940,240152,32049,301019,248438,222135,154403,33773,25163,130169,285850,314157,204429
426,2,1,1,1,2,1,7220,183515,213575,311680,66893,30689,204174,205017,285285,57718,25383,138040,288790,247148,83522,98082,210786,208991,201220,63804,30928,72671,210304,281087,187893,28416,170735,347640,224326,11766,32692,168342,347181,224599,10069,37802,94515,235483,275318,139765,54793,188316,219770,234226,85778,31846,228620,332649,169246,20522,301284,143650,167481,136631,33837,18502,103868,222992,195910,241611
427,2,1,2,1,2,1,9337,309406,561583,241273,4530,26651,281150,543555,261944,12829,32027,214961,429239,392344,57558,247811,369326,300792,182652,25548,41873,208358,429133,335488,111277,8938,50574,145668,415833,505116,10688,48932,145899,438573,482037,34991,170364,412179,433199,75396,92723,388391,403923,215891,25201,88734,430999,367467,201577,37352,217227,260360,334250,256826,57466,21635,146788,388607,412668,156431
428,2,1,2,1,2,1,6751,176702,354784,259279,9683,24256,184918,355733,210549,31743,21113,145081,319485,240043,81477,71480,175158,246889,254941,58731,17162,82026,229887,271161,206963,48914,192881,294907,226341,44156,63796,171674,295373,235478,40878,17799,98125,255911,291799,143565,29224,156712,302285,257790,61188,34835,199024,337009,209634,26697,347145,159200,160397,114568,25889,15521,100895,234516,236225,220042
429,2,1,2,1,3,1,11558,192331,381961,219038,22905,47210,192647,344455,205831,37650,45528,202927,323937,197293,58108,103990,172094,227016,259974,64719,43415,105450,290805,269937,118186,20881,127126,356264,308123,15399,23666,125108,358521,307201,13297,50646,125825,284449,261791,105082,73844,161209,264361,273384,54995,47796,165387,292091,275798,46721,196655,221565,241965,122901,44707,36728,175288,275098,193059,147620
430,2,1,2,2,3,1,4286,86053,359443,224573,23351,18627,104377,306243,202996,65463,18543,130352,275892,168199,104720,58338,116014,209263,241012,73079,13931,72692,242230,222292,146561,3000,74236,406228,211340,2902,3663,78774,407358,205050,2861,15674,81494,236908,212585,151045,34791,105294,238395,222694,96532,53718,165338,241915,209940,26795,181306,191208,221269,87004,16919,16185,126175,239407,156338,159600
431,2,1,2,1,2,1,256126,167076,60722,16723,2189,240925,146664,76184,31522,7541,186596,141500,100192,57403,17145,113740,177365,126271,69662,15798,86616,143060,114139,103222,55799,62353,208650,178526,52666,641,83529,185067,178809,54958,473,106014,134044,115970,99994,46814,207852,140407,82103,55075,17399,14412,53880,129602,147473,157469,169310,159388,111292,42970,19876,51390,140012,134449,109494,67491
432,1,1,3,1,2,2,4538,150513,175224,114137,15288,15916,162568,130864,102025,48327,19258,141800,102337,102160,94145,61916,71579,115060,162471,48674,58379,62629,82032,101382,155278,19942,75490,170812,168856,24600,22766,72662,169891,170833,23548,24647,83558,101922,118799,130774,39758,72170,118175,160221,69376,67156,128216,104390,117399,42539,218099,67865,51316,56055,66365,47521,87882,79986,80738,163573
433,1,1,3,1,2,2,9592,296672,212831,94801,7341,28339,301486,170201,97964,23247,35101,273981,152452,106600,53103,237801,152448,121400,87715,21873,219496,164816,103499,85703,47723,28278,89353,208400,246350,48856,31648,84613,208838,249380,46758,78116,250147,144387,109166,39421,149415,175662,152638,115798,27724,115197,165451,149575,155761,35253,60123,61597,89081,161557,248879,118435,179774,151245,106204,65579
434,2,1,2,1,2,2,3065,161731,243739,109572,10524,8766,175670,192432,130220,21543,8186,152553,146908,152602,68382,225075,142134,94259,53847,13316,106193,145252,133996,113474,29716,2249,28376,141208,276569,80229,2679,28203,140010,276296,81443,21896,154988,164310,161368,26069,100233,152184,150049,105632,20533,178063,141207,101471,87046,20844,26139,84863,123303,155845,138481,46863,121819,134586,125320,100043
435,2,1,3,1,2,2,12084,392191,206169,49990,6119,28786,390798,180024,58684,8261,41860,356025,176742,76999,14927,209585,148508,140281,115396,52783,201734,282340,117482,58057,6940,38961,172019,209261,194416,51896,46163,166204,207362,197419,49405,68071,309407,200624,81580,6871,146637,209003,188081,110565,12267,63171,124031,165960,214738,98653,8154,49054,107111,284914,217320,155365,239554,170575,89069,11990
436,2,1,3,1,2,1,6191,336329,256458,88426,3108,15042,379570,196494,93296,6110,17073,338414,181023,121183,32819,201346,204539,169878,90836,23913,180334,279266,120799,96771,13342,68129,261093,212491,121803,26996,85753,241448,214245,123340,25726,80480,316099,174423,114800,4710,140026,263758,184330,93177,9221,73007,167079,184783,212877,52766,17968,79206,115789,264155,213394,132997,238784,169927,131227,17577
437,2,1,3,1,2,2,43582,481959,209261,23035,974,92769,482141,154274,28404,1223,83144,429033,171644,68844,6146,183500,231809,198098,113341,32063,163389,279301,164475,128615,23031,37180,314219,280587,118039,8786,53366,294997,282702,120016,7730,91521,333718,216791,106599,10182,189234,316017,186919,62748,3893,19937,88432,205803,348493,96146,117944,130625,127300,235709,147233,117597,251758,231994,126539,30923
438,2,1,3,1,2,1,11551,340573,359073,163227,12010,34449,361701,269119,193766,27399,40814,279436,210863,247536,107785,265394,240878,200233,139031,40898,139094,316335,207428,165289,58288,10596,90855,259931,394466,130586,13477,88190,256938,405313,122516,58325,280849,271756,223653,51851,102421,257209,298473,192863,35468,239419,201407,162624,196495,86489,72927,115595,189317,356083,152512,140853,221081,186524,200687,137289
439,2,3,3,3,3,3,29706,264748,100426,24535,7031,48655,247901,94323,30282,5285,56377,219743,97708,46751,5867,103865,108389,99732,77491,36969,98312,203806,78099,42116,4113,37159,143107,136377,90985,18818,45271,135631,135862,92296,17386,52474,186161,136738,49082,1991,77825,151530,132492,60242,4357,24168,56667,97754,164056,83801,23295,43655,61813,200061,97622,104204,156861,110100,49901,5380
440,3,1,3,2,1,1,35359,390306,297037,144966,5126,71468,371988,223868,188671,16799,87029,272236,179455,235474,98600,124230,241741,280111,183928,42784,123447,258056,215946,238438,36907,6805,97729,268169,371969,128122,8744,96774,269674,378159,119443,89448,290103,228390,249647,15206,84142,236836,296905,225512,29399,127066,208495,181219,235905,120109,82844,191149,230047,269433,99321,139085,217110,231008,235746,49845
441,2,1,3,1,1,1,16632,160433,266682,139468,5061,22574,159143,202286,189452,14821,16119,103260,123469,245568,99860,213523,201080,115688,50909,7076,37597,131530,193040,196070,30039,2225,30272,95737,234900,225142,3353,28274,94188,249411,213050,23923,118293,171001,249071,25988,57641,161965,225851,133995,8824,240959,153388,94018,80434,19477,65205,124536,177530,178405,42600,26987,85785,122783,221346,131375
442,2,1,2,1,1,1,5590,230773,309504,125217,1882,11616,297450,234771,125880,3249,11067,251190,207384,173691,29634,194268,212087,182298,75479,8834,164427,224433,147944,122738,13424,45335,229219,257863,136395,4154,57932,215369,259226,136865,3574,73494,256345,199195,139182,4750,122039,241288,205501,99740,4398,70900,223020,181759,173542,23745,19202,99709,130362,221181,202512,104336,210669,171926,167526,18509
443,2,1,2,1,2,1,0,0,0,0,0,0,2,6,11,16,0,8,22,15,32,97,7,5,3,0,83,34,13,10,0,2,28,8,8,2,2,28,8,12,0,0,30,75,49,35,114,8,12,21,41,96,0,0,0,50,150,0,0,0,44,0,2,74,55,42
444,3,3,3,3,3,3,0,0,0,0,0,2,5,8,11,30,0,4,13,27,33,80,5,4,6,3,72,25,9,12,1,6,16,6,8,0,10,19,3,8,0,3,29,57,33,32,134,12,16,15,33,96,0,0,0,30,90,1,2,2,67,4,12,68,29,36
445,2,1,3,1,2,2,0,0,1,1,5,3,2,2,10,25,7,20,20,33,32,138,5,9,1,1,129,28,17,14,1,5,30,9,18,0,8,13,29,20,0,4,70,104,69,54,215,38,22,17,44,138,0,0,0,60,210,0,0,0,51,0,7,112,48,66
446,2,1,2,1,2,1,0,1,1,1,4,0,0,1,6,14,0,1,14,6,21,41,10,2,2,1,37,17,15,7,1,0,2,21,13,0,0,11,21,16,0,0,34,73,44,59,126,29,13,11,66,51,0,0,0,20,80,0,0,0,27,0,3,23,37,36
447,2,1,2,1,2,1,2,1,1,0,3,11,5,10,4,19,0,25,17,18,24,90,7,3,4,1,88,16,15,7,0,0,10,21,9,0,0,4,26,14,0,1,50,55,32,37,136,17,5,17,35,98,0,0,0,30,110,0,0,0,61,0,2,80,40,31
448,2,1,3,1,2,2,0,0,0,0,0,73,11,3,11,0,135,27,27,0,0,315,0,0,0,0,329,0,0,0,0,83,17,0,0,0,84,20,2,0,0,191,84,82,23,12,435,9,6,9,17,185,0,0,0,180,331,0,3,6,105,2,11,170,119,46
449,2,3,3,1,2,2,24,3,1,0,0,21,6,2,9,4,15,6,14,11,10,59,0,3,1,0,59,5,4,2,0,5,7,8,2,0,4,10,6,6,0,16,26,28,14,7,75,7,2,4,10,68,0,0,0,10,40,0,0,1,49,6,2,42,23,11
450,2,1,2,1,2,1,58859,226874,184226,74577,11058,74989,196191,173878,82951,27585,69661,158951,174727,105624,46631,85177,147580,156374,128747,37716,47172,112973,156342,146474,92633,49304,210879,212517,80444,2450,60976,197236,213278,82173,1931,55232,117945,163821,144292,74304,80353,166016,159839,109202,40184,28504,108214,183111,165582,70183,171719,135785,128500,89698,29892,40898,118173,150701,136737,109085
451,2,3,3,1,2,2,68045,294286,174949,19684,1448,85397,308236,144901,19052,826,95133,300417,113098,47073,2691,186316,170412,120309,61124,20251,195540,183718,99395,63943,15816,129284,256788,126592,44937,811,159101,224640,128173,45904,594,150433,223549,110045,64954,9431,174652,227815,110345,42474,3126,19192,69824,156748,228958,83690,65539,74024,80266,134838,203745,127338,199996,124025,78243,28810
452,2,1,2,1,2,1,10942,150924,338386,58570,2378,36397,238157,245260,38337,3049,57637,257435,175791,63316,7021,119803,143096,154555,113005,30741,87303,226518,159158,68508,19713,50242,177767,146589,140760,45842,64862,159450,149123,145352,42413,66149,250842,166774,64300,13135,90358,193978,177334,94181,5349,12947,77591,166973,230151,73538,50351,75451,115405,201957,118036,62001,236517,176410,66073,20199
453,2,1,1,1,2,1,460831,146280,14432,459,3,341543,210280,61117,8852,213,216421,156346,152361,91089,5788,283678,192344,96542,38951,10490,160016,152302,145869,132220,31598,115635,130421,219327,154063,2559,129138,114501,218046,158424,1896,156301,128684,156371,152399,28250,333211,184706,78061,24581,1446,13845,185407,157954,76289,188510,212986,184688,130717,76111,17503,123256,85669,136301,173503,103276
454,2,1,2,1,2,1,451593,303172,59031,7188,480,416235,279412,100263,23480,2074,326425,223040,164268,97999,9732,348835,267082,137053,57055,11439,208475,249963,177866,137520,47640,148693,275118,239452,150875,7326,176245,245938,238376,155004,5901,228342,228116,176937,148538,39531,435751,241038,100204,38326,6145,29504,165562,201115,173324,251959,216046,244233,186295,123247,51643,106826,231664,196621,179815,106538
455,1,1,3,1,2,1,123331,593651,470380,91187,1831,181127,532484,418838,143857,4074,172355,371683,344424,351843,40075,253042,379018,357943,240288,50089,147591,281273,328079,388901,134536,57114,312985,449705,386335,74241,73564,294339,448547,393896,70034,135544,347826,360210,364261,72539,261305,394532,356297,243191,25055,36792,308519,414550,386084,134435,363022,352268,245141,211257,108692,79637,286086,381340,372610,160707
456,2,1,2,1,2,1,98522,429531,324270,97335,989,205681,362414,267753,112021,2778,213868,276015,226540,213149,21075,316025,292339,209344,114778,18161,208921,262339,192124,219209,68054,146535,322871,304991,171174,5076,171714,295651,303748,175847,3687,185443,297422,220936,209019,37827,340333,272517,195730,132588,9479,36426,241265,294510,246447,131999,162850,218583,193431,228455,147328,80959,267470,274970,241490,85758
457,2,1,2,1,2,1,518825,286263,158305,33463,3900,519551,248021,172349,53543,7292,484993,203954,191355,105316,15138,234058,384839,257028,106523,18308,286185,226689,186450,187959,113473,219907,462909,268602,48439,899,258282,427970,266958,46757,789,370141,195382,187412,171703,76118,471886,266334,176429,74444,11663,11531,80254,247631,219320,442020,310167,317700,238723,105882,28284,193834,266214,195114,181820,163774
458,2,1,2,1,2,1,6,0,2,0,6,5,10,3,9,22,0,19,8,18,25,65,12,0,0,0,50,16,18,0,0,0,24,0,0,0,0,24,0,0,0,0,25,30,23,20,57,8,5,7,21,85,1,0,0,10,50,0,0,0,56,1,4,53,33,14
460,2,1,2,1,2,1,164310,245216,158535,51132,4225,162114,184597,154191,97113,25403,113707,151002,147742,150873,60094,84933,166862,199721,144002,27900,52025,96985,125774,179843,168791,26822,208120,303076,84478,922,35105,198069,304259,85208,777,51904,113020,130843,181727,145924,138150,164183,140322,127760,53003,31980,140680,195178,166418,89162,341951,159251,67163,27586,27467,31505,97642,135995,167130,191145
462,2,1,1,1,2,1,119053,167728,143573,78178,17414,131429,140908,129962,92677,30970,113310,125862,136863,105737,44174,63785,140895,167616,127573,26077,67378,91485,128789,156914,81380,19596,160151,266272,77776,2151,23585,159479,264614,76271,1997,74265,101758,128867,143476,77580,119844,115499,128091,126857,35655,27638,92227,138886,162340,104855,158801,152847,120428,68131,25739,46859,120758,141580,120477,96272
464,2,1,2,1,1,1,809,54107,173912,134365,11600,5650,61036,123523,151917,32667,5585,35521,61852,159677,112158,127567,104722,73595,57846,11063,24328,54790,89879,107979,97817,710,8785,81079,210607,73612,770,9420,81896,208437,74270,7019,46022,78879,151855,91018,32902,98220,105259,97644,40768,184003,108985,45594,29205,7006,103058,80813,85944,75645,29333,14236,33967,47045,102246,177299
466,3,1,3,1,2,1,108184,464221,182574,51071,757,212619,359948,151599,78395,4246,184301,293613,154510,141009,33374,296551,272404,171107,60612,6133,218024,206504,188351,169967,23961,63706,146668,254816,293838,47779,70199,143691,259020,289506,44391,158215,277349,205810,156758,8675,304833,261504,147058,83756,9656,125009,166602,190243,256501,68452,113547,192725,159605,158925,182005,143584,185970,215263,201172,60818
468,3,3,3,1,3,2,15427,213588,541538,956783,2892196,16344,141928,395370,943126,3122764,51217,221862,429458,981670,2935325,1133846,355926,568225,1111100,1450435,1161500,148992,265234,755247,2288559,18043,508469,503119,964827,2625074,29425,491740,500426,1033482,2564459,995702,299042,350366,761858,2212564,593536,248062,328633,788120,2661181,3135541,832214,380464,215351,55962,873154,757906,455259,761759,1771454,980393,245721,485271,928577,1979570
469,3,1,2,1,2,2,10843,117307,345423,406594,294335,19222,75696,220006,374441,485137,19093,81422,185997,347377,540613,20601,23522,51178,176234,902967,14294,18700,65334,370272,705902,969,15275,43066,305468,809724,1189,15094,42716,324870,790633,12269,26723,94857,328581,712072,19956,25721,47185,193255,888385,122685,308679,319686,335901,87551,539374,512946,84494,23025,14663,16966,160163,356066,400016,241291
470,3,1,3,1,3,2,39,5917,94912,279708,239547,688,6150,69359,256533,287393,1942,16933,73352,241122,286774,27061,43065,71630,176334,302033,6827,4479,54626,261910,292281,36,3100,11344,145982,459661,45,3024,11238,156699,449117,5814,6799,38869,214144,354497,6894,14998,43476,185342,369413,161843,197892,131751,108573,20064,116546,296268,147186,47822,12301,7229,65304,147921,211944,187725
471,3,3,3,3,3,2,469,64801,230151,165515,23012,1485,69434,194365,178593,40071,4009,83428,164742,176269,55500,5383,12287,33331,140944,292003,3699,9520,76362,272013,122354,231,3670,35250,258869,185928,274,3697,34496,268619,176862,3177,17883,92646,233817,136425,3534,8426,46333,246763,178892,12250,62524,124774,200956,83444,194470,204645,64732,14782,5319,9887,126190,182247,120277,45347
472,3,1,3,1,2,2,16567,327802,377528,80199,12362,39229,354782,292977,105888,21582,57627,287390,256308,163535,49598,38883,46340,114144,317339,297752,31600,48800,182956,356361,194741,3558,45358,177939,483255,104348,4517,44777,179414,487641,98109,31630,85325,209149,315056,173298,40009,77416,195662,375175,126196,24884,74742,168933,338037,207862,458503,230622,70674,28106,26553,40102,196130,264549,193779,119898
473,3,3,3,3,3,3,102,65674,116242,40152,11540,1261,79971,96672,42090,13716,3844,73301,84559,54364,17642,3118,8757,27591,95438,98806,2092,8911,63037,122816,36854,15,1994,36492,151732,43477,45,1997,36737,154681,40250,1786,16136,67320,105614,42854,2143,10908,47187,132164,41308,8905,21740,50590,97979,54496,89376,101135,28836,10809,3554,6373,69429,85715,54176,18017
474,3,3,3,3,3,3,877,50014,197423,446120,178833,3765,92692,254103,362994,159713,7223,89434,250290,366898,159422,225365,163053,156649,210797,117403,48247,121162,214304,348796,140758,192,10182,76019,317598,469276,243,10068,75784,325696,461476,23168,72525,206125,378257,193192,91794,150542,203953,283852,143126,204824,315477,213268,115017,24681,92452,259712,237215,170058,113830,29571,107211,237900,310446,188139
475,3,1,3,1,3,2,1039,139262,433032,392840,178491,4493,212550,366529,355248,205844,14440,164271,308564,396962,260427,198714,217289,227731,299115,201815,40473,146386,277708,416066,264031,278,11719,72624,373252,686791,302,11997,72489,381414,678462,23016,102700,254491,448404,316053,73070,169315,264731,364286,273262,211923,428567,268692,178813,56669,247825,351083,283045,189549,73162,48710,145265,305288,363548,281853
476,3,3,3,3,3,3,42299,417156,428384,262049,65871,55424,483034,347945,255189,74167,65543,398168,315825,311947,124276,288828,318429,278829,228416,101257,72880,419708,395638,262972,64561,218,20252,104278,468701,622310,295,20073,102211,483548,609632,55395,356720,403981,331134,68529,143809,329524,376479,291367,74580,243161,302452,235518,278145,156483,64377,240922,429725,382999,97736,140453,307821,312814,319913,134758
477,3,3,3,3,3,3,27518,301975,409470,337317,107233,29608,288537,383073,360623,121672,26969,271250,340288,387311,157695,434548,340645,241429,134216,32675,131963,282982,337238,308320,123010,1786,34961,88317,421024,637425,1986,34224,84355,446517,616431,100932,269142,344984,356393,112062,212913,349331,356270,209970,55029,422857,308348,208531,189929,53848,116971,224146,358555,312555,171286,105937,214293,258134,284590,320559
478,3,3,3,3,3,3,7203,54845,104162,56855,24299,11659,51088,93333,66176,25108,12821,56855,77150,71912,28626,98993,51873,44471,36958,15069,28434,44226,58534,70934,45236,113,10950,9802,76977,149522,116,10803,9388,84555,142502,18452,41910,68102,74306,44594,57803,56308,61324,53384,18545,67391,85930,53779,31354,8910,47275,60060,50542,54253,35234,19099,24609,53544,70199,79913
479,3,3,3,1,3,3,89287,459469,252830,72092,18289,121309,455829,208212,83282,23281,96732,377977,237055,144788,35306,240426,266959,196921,131675,55812,44440,229043,286895,244615,86606,539,12380,68563,359434,450586,649,12108,66632,378400,433713,39898,206211,300104,272381,73096,186519,324340,238564,115772,27034,80129,193926,227537,256502,133699,242874,251023,231367,132922,33341,66293,176505,212861,213655,222125
480,3,3,3,2,3,2,10058,418519,294143,108904,19128,36115,438805,223236,128669,23976,50530,334344,233781,188803,43422,169467,227142,206207,173251,74891,25063,222814,331449,222265,49629,514,9702,53629,341005,446511,545,9568,54934,341585,444729,27234,202252,314201,260287,47141,81441,225498,280569,228552,35543,84648,205325,204782,218513,137481,109164,288086,303247,123020,26600,82524,187367,217060,247805,115577
