census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8
405,2,1,3,1,1,1,132,1681,8750,32676,138955,185895,40796,10079,779,5598,20472,77667,131761,124051,46824,11812,1046,10747,30389,66696,93416,119931,84424,12315,21480,50875,110955,125447,70380,25682,7397,6748,13118,14316,17975,31335,58457,98038,140828,44897,6,20129,79282,131145,89363,69703,24418,4918,11,16687,82593,121035,102789,65910,25161,4778,9310,13741,18710,35609,64546,97128,145238,34682,11878,19512,57562,107748,108709,72983,29961,10611,18902,67606,133967,107382,61951,22790,5580,786,76250,134188,77590,44796,29966,21331,15022,19821,7082,10511,15018,26361,48997,78940,93685,138370
406,2,1,3,1,1,1,96298,172853,112441,122516,220368,146118,33645,1596,132312,141264,122627,173148,163923,108374,59834,4353,130386,118658,128240,162062,136609,120264,100256,9360,50086,145177,198513,226461,166936,88707,26449,3506,62097,99776,85135,118408,150683,157221,156373,76142,2065,109097,186380,220202,176261,160949,46855,4026,2656,100670,201201,205235,194813,151067,46537,3656,73104,109960,97422,134194,141209,139327,154822,55797,113194,138870,178113,181436,135017,90094,62437,6674,14878,65570,130667,165286,167675,123578,129933,108248,178069,201273,177691,133274,94577,63259,32781,24911,25287,104758,97612,111034,141690,147425,124816,153213
407,2,1,3,1,1,1,165274,198822,59373,22350,9393,2144,279,16,143749,156434,89485,35983,18234,9536,4016,214,99561,120275,111875,59071,31681,21459,12823,906,54798,103033,90813,80713,62744,41685,20334,3531,35702,62464,88388,87722,72814,52336,40621,17604,1067,47198,63385,111836,102772,106036,24273,1084,1393,44105,69082,107252,112048,98470,24324,977,38743,70989,91769,98738,65541,43772,37445,10654,113192,126373,95055,54604,36296,20541,10670,920,3447,5229,20787,45026,75295,105787,120182,81898,118291,103183,91600,72181,43459,17394,5884,5659,8721,62060,87828,91012,77979,55912,36717,37422
408,2,1,3,1,2,1,214747,338605,214311,68472,24543,5658,896,97,221987,251990,220141,94727,48785,22314,6761,624,193071,170588,222730,128006,77023,51351,23301,1259,71596,183763,207509,177623,127335,69173,26658,3672,71125,135509,138742,161504,133713,112583,88333,25820,69,94264,195966,275104,168694,111591,20008,1633,129,85012,211589,263528,182674,101968,20901,1528,108593,129400,137980,175890,126747,98357,76039,14323,151944,309495,202857,98181,57438,30980,15019,1415,15512,17504,46707,101869,173903,191719,141911,178204,176994,170522,171655,154312,107177,50029,15363,21277,56222,118268,113545,148685,154370,122195,82898,71146
409,2,1,3,1,2,2,34583,230271,268573,187813,144697,52804,7738,399,47949,196359,282349,225830,114244,46996,12397,754,54458,129772,289548,226899,119773,71248,33700,1480,103337,231724,244374,187364,103688,43222,11738,1431,47550,82377,159742,225449,193728,125783,75109,17140,9,30066,182693,303042,189515,170484,46940,4129,12,26075,200044,286780,206249,157216,46781,3721,51639,71485,164114,260158,179699,108249,78697,12837,75426,274580,284014,161452,80897,34915,14421,1173,32046,51087,100599,163702,229103,205009,100399,44933,82278,144642,185738,183281,154766,91738,42031,42404,33222,59715,108464,185469,218480,163697,87043,70788
410,2,1,3,1,2,2,129936,219957,152192,179793,325524,263126,60061,9643,194507,204154,156452,255019,268471,179273,68651,13705,188750,186806,167256,229058,220887,203557,128413,15505,161710,342740,348683,262099,138090,59388,18649,8873,114744,216255,123412,129380,178584,240004,257259,80594,3,44473,221464,325219,288291,302412,129207,29163,6,39117,241018,301345,318812,282277,129912,27745,139528,200371,122944,147671,191090,222548,255593,60487,208360,280594,246019,251816,180222,108619,50965,13637,56978,146130,210359,252527,224232,141704,181903,126399,234613,282702,206148,157728,153884,151490,90075,63592,34999,176411,137191,124380,168265,208626,199272,291088
411,2,1,3,1,1,1,1027,39018,78879,124870,151513,91017,21948,1790,6379,63088,83873,110810,113091,89604,39230,3987,9005,58484,67301,80600,99252,110235,78784,6401,26725,71982,118855,140104,98656,42141,9520,2079,18547,43675,39225,41968,58096,93077,142475,72999,5,7833,39496,112758,120740,155301,65420,8509,10,7126,43370,105694,131839,145807,68014,8202,18080,50675,44417,49816,65849,98796,141357,41072,21879,62811,96123,108971,99872,77163,38619,4624,12086,48526,116731,128941,93406,61989,41991,6392,174801,122287,63605,39305,32614,29279,26254,21917,9124,34766,39568,41375,52490,72509,90400,169830
412,2,1,3,1,2,1,57017,134321,93813,83987,45499,11819,4532,4596,122036,86469,72627,79889,43255,17425,7354,6529,124476,85615,75535,60856,41586,27015,13264,7237,31905,137425,115444,72219,44236,20774,7843,5738,75040,120827,52349,41884,41819,44732,40330,18603,0,43203,133377,103382,70197,62394,17044,5987,0,39174,145316,95202,76721,56862,16592,5717,105830,106831,51749,41592,39950,38460,36890,14282,99760,122318,74535,59848,42242,21009,8805,7067,19776,11156,25365,53898,71855,73140,92718,87676,61593,52258,45376,45125,65482,85838,37506,42406,32274,123387,67969,47681,43910,41776,34367,44220
413,2,1,2,1,2,1,233965,261417,122861,67321,32406,7532,1735,821,269488,203495,115060,76290,40462,15759,5619,1885,255291,144187,117847,91775,64378,38485,13571,2524,27048,103677,169512,179077,140605,74829,27618,5692,114241,146184,75203,75576,93318,107993,90889,24654,495,182681,154412,185997,117696,76174,10147,456,781,175312,168745,176079,128360,68709,9664,408,185376,108305,78583,89872,96807,91652,66184,11279,149052,238384,142224,90127,59024,32658,13942,2647,5440,5181,19351,63886,114568,136250,139751,243631,199459,134459,92211,81247,90527,85206,34230,10719,113707,130218,74719,79171,94468,98734,78341,58700
414,2,1,2,1,2,1,249865,338936,208987,153795,95095,43196,12515,440,267605,247955,143105,142099,129856,103679,63974,4556,190635,208234,112591,110870,132913,164944,169492,13150,60768,232765,256042,256032,184063,90858,20404,1897,47958,164038,104304,86299,92142,138653,261534,207901,2582,103225,162241,164971,186995,254192,186952,41671,3509,94126,179452,153433,208591,242255,186737,34726,80031,176408,102919,81122,94287,133645,277641,156776,216484,258509,148411,134438,128660,128873,81149,6305,12657,142947,170301,159830,136362,120341,207949,152442,570720,177818,118990,101807,81030,34955,9359,8150,12301,140097,126281,86427,81267,98219,126584,431653
416,2,1,1,1,2,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,1,1,4,4,0,3,0,5,4,22,0,1,1,3,0,1,0,22,10,0,3,5,2,0,0,0,0,10,4,0,0,0,0,0,2,8,0,6,0,0,0,2,2,13,10,11,4,12,2,40,7,2,1,4,0,6,10,21,1,2,1,0,1,0,10,51,0,0,0,0,1,0,7,0,2,4,11,14,4,0,20
418,2,1,2,1,1,1,4,0,1,5,4,5,10,27,2,2,3,1,4,12,33,55,0,1,3,5,11,28,34,65,101,15,14,6,6,4,16,6,40,64,15,25,22,17,20,0,1,5,0,2,4,4,30,20,0,4,0,4,6,5,27,22,0,0,0,24,69,39,65,48,58,53,13,7,8,12,41,60,181,0,1,0,0,0,0,30,130,0,0,0,1,1,3,137,0,1,0,24,129,48,5,53
419,2,1,1,2,2,1,6,0,1,0,0,0,0,0,9,6,3,0,3,0,0,0,6,6,6,3,4,2,5,3,45,3,1,2,3,0,1,1,31,16,5,4,6,7,0,1,0,2,4,5,3,3,7,0,0,4,2,4,3,9,2,2,8,2,10,9,15,18,17,19,33,10,15,4,5,5,10,30,23,3,3,1,1,0,1,33,81,1,1,0,3,0,3,8,3,3,6,4,28,5,7,34
420,2,1,1,2,2,1,0,788,1806,7810,32315,171769,261491,24917,0,714,3185,9586,19465,92899,319945,55102,5,1919,4427,9377,27380,133503,275253,49032,4091,12766,30970,51671,89593,144542,152801,14462,2542,3654,8985,17437,59057,176275,214697,18249,0,35,1065,4255,7907,29681,102867,355086,0,24,1113,4161,9039,29957,108267,348335,1953,5411,10805,18660,39270,101256,246370,77171,1686,840,3913,15673,52100,108824,273296,44564,15895,136481,168200,115495,47939,13108,3481,297,1860,15095,102579,188822,126707,45955,13202,6676,2634,6865,20017,57006,125110,166167,99597,23500
421,2,3,3,3,3,3,66,15768,40757,68849,126657,173942,136747,20366,1264,14073,33149,49012,89670,149931,204506,41547,1834,9616,29341,51284,89846,146346,200454,54431,24527,57495,64433,70158,88817,105707,120500,51515,6331,12778,29309,45226,82003,130683,178645,98177,82,2120,11666,29904,40864,92342,144900,261274,86,1919,12948,28138,45847,89673,148369,256172,5591,14486,29332,46721,66373,117098,198212,105339,6828,16401,41976,63882,99641,128239,179506,46679,22683,164655,146590,101894,66824,46379,29197,4930,105218,104239,112460,100224,67333,42608,34748,16322,20741,29079,33387,46803,72942,107595,114553,158052
422,2,1,2,2,2,2,10,4567,9896,22832,61741,73233,34987,3195,74,3251,6477,12572,31525,66813,79908,9841,97,2214,4865,9794,31169,78805,72391,11126,6524,19959,22018,23638,34040,41135,53076,10071,1086,2421,6890,12794,36229,70576,64348,16117,0,0,18,360,4108,27824,70826,107325,0,0,16,348,5012,28355,74277,102453,993,4440,7267,13724,26224,54809,81394,21610,807,4066,17663,27681,43121,53786,52761,10576,4408,50983,58094,48801,26712,13799,6424,1240,13022,24255,55377,61663,32940,15203,5566,2435,2759,8407,12299,20680,36921,51305,48213,29877
423,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,8,0,6,3,11,0,0,0,10,3,9,8,12,45,9,1,5,1,1,1,0,33,24,3,7,10,6,1,0,0,0,0,12,38,20,0,0,0,0,0,9,51,12,0,0,0,0,0,63,57,52,49,38,114,14,31,15,8,6,19,59,48,0,0,0,0,0,0,30,80,0,0,0,0,0,0,33,0,0,1,4,52,15,3,32
424,2,1,2,1,2,1,234,2760,11871,48258,143280,212240,133372,9422,549,2686,14793,61049,120460,184815,164367,12718,662,5141,15919,48943,106460,174625,183951,25736,18922,22909,33048,50902,102990,168701,143529,20436,12652,3507,7302,20556,64629,135786,199753,117252,11,1841,3588,8553,23499,132432,248095,143418,9,1518,4120,8052,27428,128084,252305,139921,10624,4958,11426,28616,66460,140194,218647,80512,12132,8392,21446,52067,111739,165789,162768,27104,14113,67222,148994,160309,113751,49025,7986,37,150459,159905,108906,69457,36754,14632,6182,15142,8568,4850,18528,49122,90663,128574,136608,124524
425,2,1,2,1,2,1,34,21490,75409,89942,135503,255192,302109,80089,508,53706,70981,109509,192935,298128,224754,9247,1475,46989,74091,128612,223422,278435,194923,11821,28122,53897,83631,115409,175501,269796,205971,27441,17422,25258,38226,81394,194699,254829,242118,105822,4567,55808,94818,177591,204103,251011,146678,25192,5447,50336,98881,163159,227126,245493,146843,22483,17575,34606,56925,106817,185557,257157,243063,58068,19989,38256,57436,89900,197197,294100,248108,14782,12381,55427,198986,247474,212143,160614,66559,6184,183487,187679,150908,136364,141415,106176,35546,18193,11137,32668,86863,149233,204550,205343,147746,122228
426,2,1,1,1,2,1,32,23383,130226,139750,144630,222563,115471,6828,1839,73436,134891,116533,151009,193052,100793,11330,1718,51056,89755,149581,199519,158618,109756,22880,32203,119520,131775,128107,131774,132455,87708,19341,12309,32129,44861,100547,157677,174869,172256,88235,2525,60387,107191,196124,205657,178316,32153,530,2805,53536,114209,183072,228352,167622,32923,364,14792,40761,60058,118050,165690,177936,150995,54601,16290,78164,122725,129574,146066,144548,124643,20873,6801,56879,155101,218446,187282,112862,42748,2764,233471,105330,88064,96890,111504,91630,42304,13690,4696,31577,67390,117863,153237,124692,101958,181470
427,2,1,2,1,2,1,205,44483,209741,344342,351959,160076,14631,692,678,73855,181449,304774,353161,171714,39669,829,1382,65363,140891,233061,294289,258682,129433,3028,106650,235792,232069,198718,176106,123696,47617,5481,12847,63376,135938,231088,287586,216340,142269,36685,1064,17406,30619,65655,101310,252197,463555,194323,1250,15808,33274,62207,113917,246234,476933,176506,10376,50333,110507,206173,314127,288238,130362,16013,27519,132257,253082,292713,224345,136482,57297,2434,14815,161704,284328,266443,193579,131969,68672,4619,130475,146876,164108,195829,218209,170982,80639,19011,5069,39195,95782,186919,292844,275643,150499,80178
428,2,1,2,1,2,1,52,26626,91735,224454,238948,199788,24348,1248,1395,61301,106195,189799,252220,137402,52658,6229,2352,37791,97906,174031,215823,152786,105015,21495,27057,81162,116263,130305,162014,176822,97919,15657,9506,17430,54417,113228,170455,167164,167648,107351,5265,91712,107139,158449,187835,184057,62020,10722,6524,86525,117382,145213,208049,171624,62976,8906,8235,22663,62748,130473,188716,189176,141437,63751,13094,36552,103006,173701,210984,160121,94069,15672,7919,58460,130948,206558,203769,140457,55181,3907,271783,117664,97610,98688,100266,75973,33974,11241,5286,23903,67250,124504,163211,152416,118643,151986
429,2,1,2,1,3,1,252,37405,131035,216931,242780,152422,43350,3618,5162,78176,124182,207862,212659,131074,62451,6227,16797,62570,134939,197290,193609,127871,82509,12208,53424,91534,109712,124808,154842,174198,103444,15831,29180,28422,68485,149188,204626,171362,127416,49114,1131,41048,78738,161922,248991,252786,41817,1360,1296,36983,86825,152734,275576,231140,42057,1182,28072,42693,82026,151789,194509,167746,125164,35794,39564,65745,103115,143613,186973,178823,100328,9632,25532,49694,109184,164275,197170,183799,91536,6603,124088,122194,141054,157308,139606,82327,30588,30628,19909,43016,118195,168920,167963,125402,83014,101374
430,2,1,2,2,3,1,37,13421,59152,170885,247436,155505,47565,3705,2083,33020,67805,162433,203522,125807,91734,11302,2802,32188,87108,164396,163634,107042,99420,41116,24312,59783,73561,106876,151757,159608,98981,22828,7015,15727,47429,116774,177666,143190,103081,86824,187,10934,50649,183047,273865,163041,15933,50,224,8660,52879,169667,298671,150296,17262,47,6128,20304,53012,119333,169010,135536,108471,85912,13745,38560,66744,129337,161470,141751,115098,31001,7607,85091,102046,137026,161658,141881,59127,3270,126350,91638,124842,151806,117379,57857,19619,8215,4675,28686,84853,140137,149967,101204,67897,120286
431,2,1,2,1,2,1,121170,195794,96978,47984,26962,9858,3103,987,131565,154723,89298,57721,36241,20443,10632,2213,96342,130208,85528,73358,51330,38363,23638,4069,49132,114076,112444,83684,64811,49843,24269,4577,34400,94320,85196,73218,70454,65980,55729,23539,3428,128756,108771,114283,97796,47166,2607,29,4479,124186,119410,106344,105571,40489,2333,24,40629,104036,82114,73958,69673,62016,54307,16103,118724,137894,77406,56357,48695,35482,23907,4371,10255,10113,36354,70980,88522,88280,126020,72312,103608,107324,99228,83201,55267,27863,12678,13667,14846,71365,88288,84611,82686,70580,51934,38526
432,1,1,3,1,2,2,43,18859,110659,127175,91788,73201,35752,2223,2409,42191,112383,95389,67317,63153,69048,7810,6236,37829,99788,75574,53491,60486,103664,22632,40443,37326,44154,60598,87398,106489,68756,14536,29330,45733,38530,44210,56527,61674,84713,98983,2936,31603,47737,86917,112937,128850,43811,4909,3572,29038,50390,78183,124998,122292,46616,4611,13857,27227,55308,60841,65807,71006,96637,69017,24322,28996,47447,65652,81269,100241,99188,12585,19698,82953,78236,67902,64258,73752,63814,9087,179371,57952,41440,33823,30755,33998,45481,36880,21271,47387,55707,52599,48072,50327,53191,131146
433,1,1,3,1,2,2,560,43204,226816,167625,100497,62155,19206,1174,3028,92040,201960,133742,79891,64780,42564,3232,10975,72812,195503,122768,71267,64733,76846,6333,164531,115683,91223,82655,73119,56798,30556,6672,104234,167422,97598,71303,58134,54786,46025,21735,2940,45079,53652,96690,148223,186079,76892,11682,4127,41540,58181,85353,163598,177085,80334,11019,30261,118439,155254,104824,77637,71328,49785,13709,85260,108858,110667,102830,87308,74682,47848,3784,50922,109268,101689,91915,96603,101463,63622,5755,39525,34405,39084,47869,64477,94416,164833,136628,51866,113495,111460,102925,85449,70032,43621,42389
434,2,1,2,1,2,2,8,19919,116414,161329,131735,76007,21243,1976,31,35114,117930,134273,109002,84340,46163,1778,85,31910,107636,101112,83259,90964,106105,7560,142476,126360,83580,66345,51696,35732,17827,4615,42481,99181,90502,88906,79589,72931,50515,4526,123,5263,17884,60482,105945,194881,135269,8784,134,4726,18858,53981,115295,183043,144111,8483,2395,51810,101211,104327,101600,105006,61375,907,53663,81606,97801,98801,85827,69678,39624,1631,91421,129488,84080,67147,60557,56588,35594,3756,6905,37172,54767,67589,86641,98344,106566,70647,14527,59765,78004,84418,82546,78484,73821,57066
435,2,1,3,1,2,2,55,70898,285312,186623,79056,32450,11190,969,480,113356,251845,175054,68863,38421,17793,741,2135,114793,247655,146794,74678,49506,30138,854,139622,109666,92484,87888,83816,75803,53488,23786,72394,209169,176226,97978,55089,38673,16480,544,3210,78839,104338,127337,119138,145501,78347,9843,4082,72170,113231,119098,131656,136736,80704,8876,8849,136322,197949,153024,97125,54261,18584,439,78155,118715,135976,124480,105520,73872,29067,768,26286,64630,79024,92969,115127,136177,119935,32405,1599,14956,32591,48687,90175,177136,207543,93866,66318,152957,148647,122494,91153,60807,21056,3121
436,2,1,3,1,2,1,11,37439,246411,217449,117725,60681,10332,464,795,78967,249506,195028,81245,63953,20665,353,1706,64571,253301,155033,75097,73058,66689,1057,114770,137946,128926,118930,86766,63883,29714,9577,68690,195002,174828,87187,68001,64699,31460,645,7154,132563,149166,146611,113988,100045,32165,8820,8701,124829,164831,135722,125173,90642,32405,8209,13074,148059,206042,132218,88776,79660,22585,98,56252,145285,176253,134555,93507,61407,22646,607,22182,92564,105327,104064,128491,139898,86570,11416,3365,30566,51642,63155,84597,160082,204095,93010,48486,148599,148775,117358,98311,91853,32530,4600
437,2,1,3,1,2,2,206,133041,340332,195740,73846,13356,2142,148,5254,231965,279202,170066,48949,19341,3964,70,7276,190547,280637,143432,74728,45270,16803,118,90486,150214,145794,137315,104879,78398,38515,13210,56263,186348,173704,114492,95237,86057,42367,4343,1228,103685,188899,206562,138620,99815,18003,1999,1685,97443,208353,191775,150661,90200,16862,1832,16374,161229,215252,159817,109399,71052,24105,1583,68076,200328,213455,139032,84864,41791,11060,205,8433,25081,58631,99776,159681,228028,155042,24139,61103,93375,79257,73314,89677,145896,165671,50518,47074,129667,160110,157381,130136,85498,33983,14962
438,2,1,3,1,2,1,108,62248,240834,261225,175795,117595,26774,1855,803,101446,248588,191755,149114,125845,66664,2219,3460,102746,183867,143340,123173,150874,167650,11324,149543,181715,149739,129531,118919,91125,49994,15868,44813,172264,205207,142776,120960,108439,67572,24403,799,24327,54668,130427,165910,284521,193845,31937,979,21938,59249,122666,185773,271326,193947,30556,11514,110825,179153,183114,156960,147990,77555,19323,47465,108850,168655,190648,171535,131136,63033,5112,113441,187469,119034,101140,104194,121879,116168,23109,39476,58570,73887,94433,147995,231366,186498,54209,55465,145901,135868,119879,114621,128518,108200,77982
439,2,3,3,3,3,3,1428,87895,177944,97711,35046,15365,9204,1853,4860,108661,149557,98841,33651,19581,10698,597,7002,108010,142873,81130,41301,30999,14847,284,57690,74207,67767,64839,57448,51327,34980,18188,33819,122947,129052,62308,39225,28614,10236,245,3176,72529,83793,91997,70796,70314,30952,2889,3953,67400,91711,86630,77794,65193,31278,2487,10854,84873,120744,104529,64382,33417,7552,95,32122,80328,101973,89363,70253,40473,11682,252,11437,24170,36567,50332,72738,102080,98832,30290,8176,26506,26879,28931,53518,129192,116254,36990,44686,101868,97575,77700,59595,33713,10048,1261
440,3,1,3,2,1,1,3609,102484,286408,192386,171928,97786,17845,348,8353,179689,211317,157790,136994,125513,52750,388,7990,165149,162783,115292,108934,141396,167062,4188,59226,116637,154473,181598,168225,119655,60065,12915,35820,160289,160566,129526,141992,156799,85237,2565,139,17233,61611,137135,173713,269213,186596,27154,210,16106,68044,130247,193173,253417,186433,25164,16223,161209,175415,136162,150186,172882,60539,178,37176,90486,164649,181808,178379,148908,69902,1486,38277,148127,126062,111964,117336,145056,149635,36337,32409,93622,122463,132705,156307,175422,123799,36067,50775,148113,131883,133179,156521,160076,77107,15140
441,2,1,3,1,1,1,1969,35730,112237,169918,150414,102083,15561,364,3651,43026,110281,116079,139416,126840,48384,599,2675,37333,64287,70716,88618,140711,180251,3685,103102,168593,125142,83752,60823,33173,11925,1766,11553,52521,86416,107501,132279,131180,63625,3201,56,7061,17205,40819,67520,161013,182982,111620,75,6564,18998,38578,76557,157875,183334,106295,7052,40775,77382,92383,126117,165359,78602,606,26861,62131,104318,139997,135615,95146,23725,483,119267,173094,88345,63124,55183,51931,34077,3255,31666,59844,80147,99181,122192,119591,62082,13573,8503,37186,54986,65534,90675,140173,130399,60820
442,2,1,2,1,1,1,136,25115,167643,201602,184065,86912,7215,278,403,63754,197937,182181,125401,88756,14285,249,467,44022,179111,161804,102141,105263,79850,308,106553,140976,135968,124616,93322,53803,15070,2658,73123,152937,141590,96651,90102,83030,34676,857,4042,94767,135059,160260,152924,116067,9335,512,5074,88573,149668,148782,166858,104349,9273,389,11227,128499,164162,132547,115946,97981,22336,268,52162,122202,156163,148918,112713,65415,15274,119,15845,118298,137596,108499,120814,117813,50833,3268,3719,34617,65941,75477,89477,134627,172385,96723,34038,125596,131549,112610,106342,119922,39075,3834
